Bloomberg symbol,Primary Exchange,me,Industry me,Country,Country Premium,$/Local currency,Market Cap in $,FCFF,FCFE,Market Capitalization,Firm Value,Enterprise Value,Cash & near Cash,Invested Capital,Total Debt,Book Equity,Revenues,Net Cap Ex,EBIT,EBITDA,EBIT (1-t),Chg in non-cash WC,Reinvestment,Tax Rate,Net Income,Standard deviation in stock prices,Beta,Geo growth in earnings per share,Cash/Firm Value,Payout Ratio,Reinvestment Rate,Net Margin,After-tax Margin,PE,PBV,PS,EV/EBITDA,EV/EBIT,Firm Value/BV,EV/Sales,ROE,ROIC,Market Debt to Capital,Market Debt to Equity,Book Debt to Equity,Interest Coverage Ratio
MHS IN Equity     ,Bombay,MAHARASHTRA SEAMLESS LTD,Steel Pipe&Tube,India,0.02,0.0221,125.64402500000001,0,,5685.25,5685.25,5685.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39470999999999995,0.818,,0,,,,,,,,,,,,,,0,0,,
MSM IN Equity     ,Bombay,MAHAVIR SPINNING MILLS LTD,Textile-Products,India,0.02,0.0221,99.3602961,-127.49201599999992,293.781240737334,4495.941,10343.801,10148.010999999999,195.79,10349.23,5847.86,4697.16,9987.85,699.62,1173.17,1862.92,885.977984,313.85,1013.47,0.24480000000000002,745.22,0.64656,0.734,0.0002,0.018928245042610547,0.14821126647164595,1.1438997563171953,0.0746126543750657,0.08870557567444444,6.033038565792651,0.9571615614541553,0.4501410213409292,5.447368110278487,8.650077141420253,0.9809181016252221,1.0160355832336287,0.1586533139173458,0.08560810649681184,0.5653492367070867,1.3006976737461635,1.2449778163826652,2.1768100345121906
MM IN Equity     ,Bombay,MAHINDRA & MAHINDRA LIMITED,Auto-Med&Heavy Duty Trks,India,0.02,0.0221,1047.8480740000002,2567.08288,3118.8342107161197,47413.94,75251.37,72510.95,2740.42,42902.22,27837.43,17805.21,52823.11,-425.8,4563.52,6692.01,2881.86288,740.58,314.78,0.3685,3241.63,0.45437,1.139,-0.13,0.03641687852327473,0.3127408124924806,0.10922795882641033,0.061367647607268865,0.05455685740578319,14.62657366818545,2.662925065191593,0.8975984185709627,10.835451531004884,15.889258730103077,1.6487076558235894,1.3727126252127146,0.18206075637411748,0.06717281483335827,0.3699258897213433,0.587114886465879,1.5634429473171056,1.6730346923587358
MRPL IN Equity     ,Bombay,MANGALORE REFINERY & PETRO,Oil Refining&Marketing,India,0.02,0.0221,2304.1791500000004,-1440.67,-3733.506099199281,104261.5,158213.35,158136.17,77.18,64003.84,53951.85,10129.17,80587.66,-3506.25,-562.48,3174.93,-324.382216,4384.44,878.19,0.4233,-3594.6922069999996,0.62166,1.118,,0.0004878222981815378,,,-0.0810014833536549,-0.0040252095171891085,,10.293192828237654,1.2937650751988579,49.807765840506725,,2.4689580471721584,1.9622876504914029,-0.3548851689723837,-0.005068168034917906,0.34100693778369523,0.5174666583542343,5.326384096623909,-0.09919005136904774
MRCO IN Equity     ,Bombay,MARICO INDUSTRIES LTD,Consumer Products-Misc,India,0.02,0.0221,143.914095,257.78896,437.77610806001815,6511.95,6625.7,6441.19,184.51,1568.96,113.75,1639.72,7680.71,69.01,539.2,758.68,473.84896000000003,147.05,216.06,0.12119999999999999,639.82,0.36707,0.579,0.12890000000000001,0.027847623647312737,0.2561345378387671,0.4559680789422858,0.0833021947189778,0.06169337990888864,10.177784376855989,3.9713792598736366,0.8478317759686279,8.48999578214794,11.94582715133531,3.7786218184514135,0.838619085995956,0.39020076598443637,0.302014684886804,0.017167997343676893,0.017467885963497878,0.06937160002927328,28.349106203995795
MUL IN Equity     ,Bombay,MARUTI UDYOG LTD,Auto-Cars/Light Trucks,India,0.02,0.0221,2674.63924,5487.532999999999,6473.921508117537,121024.4,127309.4,126915.4,394,36871,6285,30980,73038,-2204,2107,5328,1093.533,-2190,-4394,0.48100000000000004,2821,0.52257,,,0.0030948225347067855,0.14073023750443106,-4.018168633228261,0.038623730113091816,0.01497211040828062,42.90124069478908,3.906533247256294,1.657005942112325,23.820457957957956,60.23512102515424,3.4163263115523947,1.7376625865987567,0.09105874757908328,0.029658349380271756,0.049367917844244026,0.05193167658753111,0.2028728211749516,3.769230769230769
MAST IN Equity     ,Bombay,MASTEK LIMITED,Applications Software,India,0.02,0.0221,92.23406270000001,59.185810000000004,182.90916985064263,4173.487,4183.087,4000.577,182.51,1372.15,9.6,1545.06,3720.54,271.29,509.74,649.77,449.33581,118.86,390.15,0.1185,570.65,0.56647,1.352,0.8924,0.04363045760224446,0.08295803031630597,0.8682815642937517,0.15337827304638574,0.1207716648658528,7.313566985017086,2.7011811839022433,1.1217422739709828,6.156912445942411,7.848269706124691,2.690676417994932,1.0752678374644542,0.3693384075699326,0.3274684327515214,0.0022949558543726195,0.002300234791674204,0.006213350937827657,59.13457076566126
HDPH IN Equity     ,Bombay,MATRIX LABORATORIES LTD,Medical-Drugs,India,0.02,0.0221,390.70479500000005,418.4199279999999,512.4352115959484,17678.95,30746.85,30332.65,414.2,22835.3,13067.9,10181.6,3950.25,463.5,1219.61,1292.41,957.1499279999998,75.23,538.73,0.2152,748.36,0.2814,0.775,,0.013471298685881643,0.057632690149126094,0.5628480807867752,0.1894462375799,0.2423011019555724,23.62359025068149,1.7363626541997328,4.475400291120815,23.46983542374324,24.87077836357524,1.3224736015828298,7.6786659072210615,0.07350121788324035,0.041915364720410936,0.42501589593730743,0.7391785145611023,1.2834819674707314,4.682163697788697
MAX IN Equity     ,Bombay,MAX INDIA LIMITED,Diversified Operations,India,0.02,0.0221,78.2162095,-1186.04,-1361.6664060764767,3539.195,5881.585,5781.615,99.97,5863.67,2342.39,3621.25,3600.31,150.24,-1291.41,-944.65,-1136.957364,-255.61,-105.37,0.11960000000000001,-1425.649328,0.75842,1.157,,0.01699711897388204,,,-0.36281320219647756,-0.31579429660223707,,0.9773406972730411,0.9830250728409499,,,0.9862407858287893,1.6058658837711197,-0.3936898385916465,-0.1938985932018685,0.39825829262010154,0.6618425941492344,0.6468457024508112,-3.938306242566558
MCDOW IN Equity     ,Bombay,MCDOWELL & CO LTD,Beverages-Wine/Spirits,India,0.02,0.0221,61.836993400000004,-372.00146199999995,68.13919100138358,2798.054,6622.104,6543.414000000001,78.69,6376.08,3824.05,2630.72,10151.32,67.73,464.14,591.37,198.04853799999998,502.32,570.05,0.5733,300.47,0.59592,0.996,,0.011882930259023415,0.3499850234632409,2.87833480497594,0.029599106323118574,0.019509634018039033,9.312257463307484,1.063607681547257,0.2756344987646927,11.06483927152206,14.097931658551301,1.0259240840494703,0.6445875019209325,0.11421588006325266,0.031061175204828036,0.57746752391687,1.3666819868379954,1.4536134594331591,1.1766763848396502
EMER IN Equity     ,Bombay,MERCK LTD,Medical-Drugs,India,0.02,0.0221,137.5388638,284.66924,527.2,6223.478,6223.478,6199.778,23.7,1732.6,0,1756.3,3461.9,-64.5,553.4,651,364.46924,144.3,79.8,0.3414,607,0.35802999999999996,0.667,0.1547,0.00380816000313651,0.21367380560131793,0.21894851812460225,0.1753372425546665,0.10528011785435744,10.252846787479408,3.5435164835164836,1.79770588405211,9.523468509984639,11.203068305023493,3.5435164835164836,1.7908599324070598,0.3456129362865114,0.21035971372503753,0,0,0,149.56756756756755
MIRC IN Equity     ,Bombay,MIRC ELECTRONICS LIMITED,Audio/Video Products,India,0.02,0.0221,124.23744840000002,503.8926410000002,645.1462076555767,5621.604,7174.744000000001,7079.694,95.05,3634.78,1553.14,2176.69,9198.41,260.67,799.21,918.12,665.0226410000001,-99.54,161.13,0.1679,739.18,0.7675799999999999,0.528,0.2462,0.013247859435820984,0.09396899266755053,0.2422925026397709,0.0803595403988298,0.07229756457909575,7.605189534348874,2.582638777225972,0.6111495356262658,7.711076983400863,8.858365135571377,1.9236115318928746,0.7696649747075854,0.3395890089999035,0.18296090574945395,0.216473228870605,0.27628057757181046,0.7135329330313458,7.889536031589339
MMTC IN Equity     ,Bombay,MMTC OF INDIA LIMITED,Investment Companies,India,0.02,0.0221,136.578,0,,6180,6180,6180,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16235,,,0,,,,,,,,,,,,,,0,0,,
MCHM IN Equity     ,Bombay,MONSANTO INDIA LIMITED,Agricultural Chemicals,India,0.02,0.0221,238.81768300000002,715.414186,838.6884289620411,10806.23,10826.23,10758.39,67.84,2733.62,20,2781.46,2943.37,62.3,548.14,613.43,465.86418599999996,-311.85,-249.55,0.1501,590.92,0.49811999999999995,0.702,0.2216,0.0062662625863296835,0.11661477018885806,-0.5356711408590658,0.2007630709017215,0.15827578116240906,18.287128545319163,3.8850927210889243,3.671380084732806,17.53808910552141,19.627084321523697,3.8644956558365995,3.655126606576815,0.21244957684093962,0.1704202434866587,0.0018473651492717225,0.0018507842235451217,0.007190468315201369,221.0241935483871
MBI IN Equity     ,Bombay,MOSER BAER INDIA LTD.,Computers-Peripher Equip,India,0.02,0.0221,745.9596430000001,-1730.4701250000003,181.2152102778823,33753.83,45626.7,45022.08,604.62,22652.7,11872.87,11384.45,10926.57,6782.05,2616.25,3791.53,2616.25,-2424.08,4357.97,0,2314.44,0.5624199999999999,1.006,0.4102,0.013251451452767786,0.05454451184735832,1.665731485905399,0.21181761522600415,0.23943927508815668,14.584016003871348,2.964906517223054,3.089151490357908,11.87438316458,17.208630673674154,1.9618210524686424,4.120422053764356,0.20329835872615717,0.11549395877754086,0.26021759189246646,0.35174882376311073,1.0429023800007906,4.8147705105083
MSS IN Equity     ,Bombay,MOTHERSON SUMI SYSTEMS LTD,Auto/Trk Prts&Equip-Repl,India,0.02,0.0221,207.7804872,451.29535400000003,500.5702189629693,9401.832,10144.322,10040.872,103.45,1777.69,742.49,1138.65,4188.45,-23.48,462.19,727.74,331.205354,-96.61,-120.09,0.2834,427.88,0.6412300000000001,0.718,0.2827,0.010197822979199595,0.18217724595681034,-0.36258471836176903,0.10215712256323939,0.07907587627881436,21.973057866691597,8.256999077855355,2.244704365576765,13.797334212768295,21.724554836755445,5.392645948733215,2.3972763194021653,0.37577833399200805,0.18631221079040777,0.07319266876583767,0.07897290655693485,0.6520792166161682,5.947625788186849
MICO IN Equity     ,Bombay,MOTOR INDUSTRIES CO LIMITED,Auto/Trk Prts&Equip-Repl,India,0.02,0.0221,964.808429,3192.7029030000003,3956.778383197848,43656.49,44404.36,44225.93,178.43,7624.38,747.87,7054.94,15569.29,-331.13,1545.69,2618.07,1033.602903,-1827.97,-2159.1,0.33130000000000004,2004.62,0.42284,0.746,0.1454,0.004018299103961863,0.054359429717352914,-2.088906671733681,0.1287547473263071,0.06638728567584005,21.777937963304765,6.188073888651073,2.804012899753296,16.892569717387236,28.612419049097813,5.690816513538072,2.840587464168244,0.2841441599786816,0.1355655021129587,0.016842265038838528,0.01713078628171894,0.10600657128196697,22.43707359558717
BFL IN Equity     ,Bombay,MPHASIS BFL LIMITED,Applications Software,India,0.02,0.0221,488.87719400000003,-257.54317000000003,-108.91566577075162,22121.14,22135.15,21799.67,335.48,9233.88,14.01,9555.35,4292.66,359.77,753.35,947.59,640.19683,537.97,897.74,0.1502,787.51,0.42369,1.287,,0.015155984937983254,0.03249482546253381,1.4022874808674077,0.18345501390746063,0.14913755806423057,28.089979809780193,2.3150528238107446,5.153247636663514,23.0053820745259,28.936974845689253,2.313127523679744,5.078359338964651,0.08241561010324058,0.06933129193795023,0.0006329299778858512,0.0006333308319553152,0.0014661943309245604,489.18831168831167
MRF IN Equity     ,Bombay,MRF LIMITED,Rubber-Tires,India,0.02,0.0221,180.6818871,1022.2858600000002,1267.7062514413276,8175.651,13052.451000000001,12709.251,343.2,10497.5,4876.8,5963.9,17990.4,-223.2,1093.9,2029.6,762.8858600000001,-36.2,-259.4,0.30260000000000004,1125,0.55751,0.67,0.0464,0.026293912154889527,0.06071111111111111,-0.3400246532292524,0.06253335112059764,0.04240516386517254,7.267245333333333,1.3708564865272725,0.454445204108858,6.26194865983445,11.618293262638266,1.2040228952004945,0.7064462713447172,0.1886349536377203,0.07267309930935938,0.373630975515633,0.5965029573791739,0.8177199483559416,2.606385513461997
NFCLZ IN Equity     ,Bombay,GARJU FERTILIZERS & CH,Agricultural Chemicals,India,0.02,0.0221,76.03328200000001,0,,3440.42,3440.42,3440.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64579,1.124,,0,,,,,,,,,,,,,,0,0,,
NFCL IN Equity     ,Bombay,GARJU FERTILIZERS & CH,Agricultural Chemicals,India,0.02,0.0221,76.03328200000001,2661.1270999999997,-702.1040112890234,3440.42,22982.47,22835.98,146.49,27810.49,19542.05,8414.93,7486.47,-578.83,941.16,2158.27,703.5171,-1378.78,-1957.61,0.2525,-1291.33615,0.64579,1.124,,0.00637398852255654,,-2.782604715649413,-0.22777490593029825,0.09397180513646619,,0.4088471324182138,0.4595516979297319,10.580687309743452,24.26365336393387,0.8220655449909111,3.0503000746680344,-0.15345774118144775,0.025296825046951712,0.8503024261534986,5.680134983519454,2.322306899760307,0.3526660921047701
CL IN Equity     ,Bombay,TIOL ALUMINIUM CO LTD,Metal-Aluminum,India,0.02,0.0221,2310.31853,3288.70308,6598.616846599979,104539.3,118113.6,118079.7,33.9,46640.8,13574.3,33100.4,25672.5,1237.4,6606.9,10208.4,4579.90308,53.8,1291.2,0.3068,7514.3,0.4974,1.172,0.1375,0.00028701182590319826,0.3429727319910038,0.28192736340612684,0.2926984126984127,0.1783972375109553,13.912047695726814,3.158248842914285,4.072034277923849,11.566915481368287,17.872179085501525,2.530570094719409,4.5994624598305585,0.22701538349989728,0.09819520848698994,0.1149258002465423,0.1298487745756859,0.41009474205749774,5.485180572851806
NFL IN Equity     ,Bombay,TIOL FERTILIZERS LTD,Agricultural Chemicals,India,0.02,0.0221,499.2639730000001,1695.9492160000004,3565.441122208572,22591.13,30131.25,29984.35,146.9,17662.98,7540.12,10269.76,36537.14,146.64,5152.74,6831.72,3289.5092160000004,1446.92,1593.56,0.3616,4484.34,0.6549299999999999,1.175,0.08650000000000001,0.004875337066998549,0.21879696900770235,0.4844370072742182,0.12273374434890087,0.0900319295927377,5.0377825945401105,2.1997719518275014,0.6183059210436285,4.38898988834437,5.81910789211177,1.6918277944601534,0.8206539975487955,0.436654800112174,0.18623749876861098,0.25024252229827837,0.333764623549154,0.7342060573956938,7.3096805311240995
NMDC IN Equity     ,Bombay,TL MINERAL DEVELOPMENT,0,India,0.02,0.0221,1577.1638480000001,0,,71364.88,71364.88,71364.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5336,,,0,,,,,,,,,,,,,,0,0,,
NPI IN Equity     ,Bombay,VNEET PUBLICATIONS INDIA,Printing-Commercial,India,0.02,0.0221,82.42181740000001,-574.4346499999999,-97.55742066033889,3729.494,4433.564,4424.224,9.34,2051.42,704.07,1356.69,3211.06,226.31,499.5,616.64,344.30535000000003,692.43,918.74,0.3107,507.29,0.54735,0.792,,0.0021066573077551153,0.32105896035798065,2.668387232437718,0.15798209936905572,0.10722482606989593,7.351798773876875,2.7489654969079154,1.1614526044359184,7.1747275557861965,8.857305305305305,2.151421805547468,1.3778079512684285,0.37391740191200645,0.167837571048347,0.15880451934380557,0.18878432302076367,0.518961590341198,10.113383275966795
NEST IN Equity     ,Bombay,NESTLE INDIA LIMITED,Food-Dairy Products,India,0.02,0.0221,1373.505497,2298.001449,3143.4856802156783,62149.57,62776.64,62720.48,56.16,3463.9,627.07,2892.99,19363.1,152.87,3486.41,3980.44,2262.331449,-188.54,-35.67,0.35109999999999997,3114.17,0.2132,0.411,0.2271,0.0008946002844370135,0.557329882440586,-0.015766920455341286,0.1608301356704247,0.11683725483006337,19.957025467460028,20,3.209691113509717,15.757172573886304,17.989989702874876,17.83396873916922,3.2391755452381075,1,0.6531168477727416,0.009988906701601106,0.01008969169054589,0.21675498359828416,57.39891340138294
