Name,Broad Category Group,Global Category,Morningstar Institutional Category,Morningstar Category,Morningstar Rating Overall,Equity Style Box (Long),Inception Date,Fund Size Base Currency,Manager Tenure (Average),Total Ret 1 Yr (Daily) Base Currency,Total Ret Annlzd 2 Yr (Daily) Base Currency,Total Ret Annlzd 3 Yr (Daily) Base Currency,Total Ret Annlzd 5 Yr (Daily) Base Currency,Management Fee,Annual Report Net Expense Ratio,Annual Report Gross Expense Ratio,Turnover Ratio %,Prospectus Objective,Tax Cost Ratio 1 Yr,Tax Cost Ratio 3 Yr,Tax Cost Ratio 5 Yr,Post-tax Return 1 Yr (Daily) Base Currency,Post-tax Return 3 Yr (Daily) Base Currency,Post-tax Return 5 Yr (Daily) Base Currency,Alpha 2009-06-01 to 2012-05-31 Base Currency,Appraisal Ratio 2009-06-01 to 2012-05-31 Base Currency,Beta 2009-06-01 to 2012-05-31 Base Currency,Correlation 2009-06-01 to 2012-05-31 Base Currency,Excess Return 2009-06-01 to 2012-05-31 Base Currency,Excess Return (geo) 2009-06-01 to 2012-05-31 Base Currency,Information Ratio (arith) 2009-06-01 to 2012-05-31 Base Currency,M-Squared 2009-06-01 to 2012-05-31 Base Currency,Morningstar Risk 2009-06-01 to 2012-05-31,R2 2009-06-01 to 2012-05-31 Base Currency,Residual Std Dev 2009-06-01 to 2012-05-31 Base Currency,Sharpe Ratio 2009-06-01 to 2012-05-31 Base Currency,Std Dev 2009-06-01 to 2012-05-31 Base Currency,Tracking Error 2009-06-01 to 2012-05-31 Base Currency,Treynor Ratio (arith) 2009-06-01 to 2012-05-31 Base Currency
Hartford Balanced Income A Load Waived,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,4,Large Value,38929,1385339368,5.17,8.99228,11.89004,15.03188,5.30294,0.67,0.67,1.17,29,Balanced,1.04,1.13,1.28,,,,6.915658467613627,0.5723306737869388,0.44870191201690884,0.9022802932455214,-0.5519798016702779,-0.48032979526250186,-0.05819610744906254,27.655123533187087,0.6884570724764671,81.41097275792241,3.488155939189297,1.7184347547900873,7.9776077930042355,9.48482339911498,31.789480299530144
Hartford Balanced Income R4,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,4,Large Value,40326,1385339368,5.17,8.92861,11.8147,,,0.67,0.7,1.22,29,Balanced,1.02,,,,,,6.876284117519953,0.5692696708602042,0.4503627024709461,0.9029561976715662,-0.5701104842516393,-0.49610701578022276,-0.06026808188709134,27.54549997209365,0.6922527396451699,81.53298949134926,3.486945370087541,1.7115980416525989,8.001124788234403,9.459575722348479,31.631993128384565
JHancock2 Lifestyle Conservative R2,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,5,Large Blend,40969,3531088879,3.83,,,,,0.04,,,15,Income,,,,,,,5.0601077157977645,0.5292532337508159,0.31634016029431794,0.8812684754155743,-4.680182715042115,-4.072669323234002,-0.4143717512200767,27.527401033582212,0.34999510389255306,77.66341257612906,2.7599779893076937,1.710469294789593,5.760165549594163,11.294647140548985,32.040818559429844
Vanguard Target Retirement Income Inv,Allocation,Target Date 2000-2020,Retirement Income Moderate,US OE Retirement Income,4,Large Blend,37921,8498976865,8.67,6.45741,7.92104,9.80079,5.06296,,0,0,14,Growth and Income,0.85,0.83,0.99,,,,4.453059614533457,0.5769678613174326,0.2948337129549114,0.9069338745898579,-5.663907381321675,-4.928701131135183,-0.4917319244405744,27.51703197791293,0.28373918045947555,82.25290528785719,2.228005526423817,1.7098226248729214,5.215529838175507,11.51828282811879,31.041473924561846
Principal LifeTime Strategic Inc J,Allocation,Target Date 2000-2020,Retirement Income Conservative,US OE Retirement Income,3,Large Blend,37057,727199631,5.38,4.48029,7.19032,10.50611,1.64811,0.03,0.44,0.58,19.8,Asset Allocation,0.89,0.99,1.3,,,,4.972102185720218,0.540336176610155,0.31867712999080494,0.8899803448982833,-4.7371450137216655,-4.122237603050838,-0.42167776821195,27.44835639101687,0.3493712837121077,79.20650143052673,2.656350490330972,1.7055396469941346,5.746026251166644,11.234040233633115,31.627106032561723
Principal LifeTime Strategic Inc R4,Allocation,Target Date 2000-2020,Retirement Income Conservative,US OE Retirement Income,4,Large Blend,36951,727199631,5.38,4.52128,7.20225,10.58898,1.72716,0.03,0.42,0.42,19.8,Asset Allocation,0.9,1.02,1.35,,,,4.993216839998263,0.5375655286941609,0.322462151773823,0.8904290722552237,-4.655439338781854,-4.051137772954016,-0.416376726381357,27.35737831632998,0.35753582588893273,79.28639327172985,2.681380160013298,1.699865766377311,5.811345117134979,11.180834671623707,31.50925154911862
JHancock2 Lifestyle Conservative A,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,4,Large Blend,38642,3531088879,3.83,4.25384,7.04517,10.18628,4.75135,0.04,0.58,0.58,15,Income,1.26,1.45,1.73,,,,4.869912219965708,0.5095869588004805,0.3133079848283341,0.8794491798955896,-4.935484556956094,-4.294831585486369,-0.4351683921277548,27.07305068437047,0.33849613906173825,77.3430860019025,2.7587491031416866,1.6821335705119373,5.716786174206623,11.341551101227859,31.536048602626195
JHancock2 Lifestyle Conservative A LW,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,5,Large Blend,38642,3531088879,3.83,4.25384,7.04517,10.18628,4.75135,0.04,0.58,0.58,15,Income,1.26,1.45,1.73,,,,4.869912219965708,0.5095869588004805,0.3133079848283341,0.8794491798955896,-4.935484556956094,-4.294831585486369,-0.4351683921277548,27.07305068437047,0.34433342651352206,77.3430860019025,2.7587491031416866,1.6821335705119373,5.716786174206623,11.341551101227859,31.536048602626195
Hartford Balanced Income R3,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,4,Large Value,40326,1385339368,5.17,8.62348,11.48565,,,0.67,1,1.5,29,Balanced,0.92,,,,,,6.5971483784023555,0.5514332380031631,0.4500223868134903,0.9044227534759732,-0.8896123594765104,-0.7741357948195304,-0.09411121537308582,27.03953049582465,0.6874941166451034,81.79805170050611,3.4536051961131986,1.6800430717987365,7.9821077861915635,9.452777290674796,30.94594500781695
Berwyn Income,Allocation,Cautious Allocation,Flexible Allocation,US OE Conservative Allocation,5,Mid Value,32023,1500565324,6.5,3.4531,6.1307,10.73064,7.07481,0.5,0.65,0.65,71,Income,1.55,1.53,1.76,,,,5.358079876129233,0.5126933764779692,0.34859079549463373,0.8828492197870864,-3.8544962506363625,-3.3541614916087537,-0.3549243916532428,27.024733017515707,0.4245155829422309,77.94227448786671,3.016899574628753,1.6791202216983807,6.33613223052736,10.860048904168194,31.445133621222336
Principal LifeTime Strategic Inc R3,Allocation,Target Date 2000-2020,Retirement Income Conservative,US OE Retirement Income,3,Large Blend,36951,727199631,5.38,4.28183,7.02279,10.36509,1.53165,0.03,0.61,0.61,19.8,Asset Allocation,0.82,0.96,1.28,,,,4.795896756382375,0.5220339714450134,0.3218885290402422,0.8921190385129132,-4.879286319550435,-4.245928187598446,-0.4363136828520939,26.88685111210892,0.35451946019484737,79.58763788772046,2.6520422374415085,1.6705211666712132,5.790021289832723,11.182978007142777,30.869985035411432
Principal Global Div Inc Instl,Allocation,Cautious Allocation,Global Allocation,US OE Conservative Allocation,5,Large Value,39797,3864435730,1.98,5.69516,11.24392,16.95684,,0.77,0.83,0.83,47.6,Income,2.06,3.13,,,,,7.90946581030421,0.48329240755098285,0.5035114637302401,0.8662512323638308,1.3959540071937013,1.2147515188821512,0.1513597597569655,26.81127796231771,0.966273221979085,75.03911975718556,4.724398876723051,1.6658080197813894,9.325076043785225,9.222755172412727,32.197746365458464
JHancock2 Lifestyle Conservative R4,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,4,Large Blend,38642,3531088879,3.83,4.18983,6.99384,10.10866,4.66756,0.04,0.63,0.63,15,Income,1.26,1.42,1.72,,,,4.76814607729289,0.5000863465532371,0.3133035427466839,0.8799036805277358,-5.046335319373686,-4.391293310816935,-0.4449982015808487,26.801376706063337,0.34345410738423254,77.42304870062557,2.752415098146902,1.6651905243448544,5.713785021784888,11.340125199262971,31.18268305896144
Principal LifeTime Strategic Inc R2,Allocation,Target Date 2000-2020,Retirement Income Conservative,US OE Retirement Income,2,Large Blend,36951,727199631,5.38,4.15929,6.85171,10.19103,1.36341,0.03,0.79,0.79,19.8,Asset Allocation,0.75,0.86,1.19,,,,4.707583529387736,0.509967893488073,0.3171139427111483,0.8884743089020231,-5.050589974262465,-4.394995688160186,-0.4485284436276179,26.72929599056258,0.34624170837056667,78.93865975789275,2.6647997380135298,1.6606951843859237,5.727620245009266,11.260356051032563,30.794579186087415
Principal Global Div Inc P,Allocation,Cautious Allocation,Global Allocation,US OE Conservative Allocation,5,Large Value,40448,3864435730,1.98,5.65719,,,,0.77,0.81,0.81,47.6,Income,2.05,,,,,,7.860347638655334,0.4788596076949268,0.5029679055546079,0.8653700207362967,1.330124555891075,1.1574670914977547,0.14399479984639713,26.714287839492258,0.9658267908638791,74.88652727891385,4.738522264330225,1.6597591956024136,9.324463086788429,9.237309661945796,32.10166050690759
Columbia Income Builder Z,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,5,Large Value,40448,818648151,4.21,6.04462,,,,0,0.17,0.17,31,Growth and Income,1.34,,,,,,5.055717559605955,0.6554527683312535,0.39211110893344236,0.9441370052529808,-3.485256055602836,-3.032850699535461,-0.34883170065195246,26.555079572456,0.4742801143096109,89.13946846880671,2.226643958966424,1.649830114299209,6.663178800521066,9.991225135470865,28.89671850744165
Putnam Dynamic Asset Allocation: Cnsrv Y,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,3,Large Blend,34529,529236911,6.46,3.69963,6.84417,11.59625,3.45274,0.53,0.82,0.82,288,Multisector Bond,0.68,1.41,1.42,,,,5.206051564942756,0.5597395046386664,0.37948330936064667,0.9170311298252799,-3.528652769467966,-3.070614281867312,-0.34273403997962815,26.55232470179676,0.4712848098229703,84.09460930686294,2.684923296931736,1.6496583057916197,6.6401316800909616,10.295600546936354,29.743936943214255
ING Retirement Conservative Port Instl,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,3,Large Blend,39386,637746617,4,6.63834,7.85885,9.89278,,0.14,0.16,0.26,47,Asset Allocation,0.94,1.67,,,,,4.393349512328852,0.5098946301752848,0.30579171637186287,0.8944363098254987,-5.563653178196004,-4.841460473567927,-0.4881225760849595,26.480483194324304,0.3125726349985989,80.00163123342556,2.4872800903151417,1.6451778841281117,5.485064679139075,11.398065671987338,30.25695831683637
Franklin Utilities Adv,Equity,Utilities Sector Equity,Utilities,US OE Utilities,4,Large Value,35430,4106426867,8,15.75544,16.9524,16.0786,4.66818,0.46,0.61,0.61,5.21,Specialty - Utility,1.26,1.45,1.53,,,,10.508564657236107,0.3832203393170916,0.3543805327865396,0.5887203799382889,1.7550029390116961,1.5271939296143788,0.1353850811570204,26.46328179308613,1.0456281007608972,34.65916857546832,7.915971584994187,1.6441051125026032,9.653755188478828,12.963045292828342,46.76042220153923
Principal Global Div Inc A Load Waived,Allocation,Cautious Allocation,Global Allocation,US OE Conservative Allocation,5,Large Value,39797,3864435730,1.98,5.28436,10.84811,16.70878,,0.77,1.16,1.16,47.6,Income,1.92,3.01,,,,,7.711378689729994,0.4681741391402436,0.5025176161131149,0.8644266915934662,1.151174390153642,1.0017456389903368,0.1244288796756074,26.441126798321072,0.9649174867330643,74.72335051392255,4.7548189766683056,1.6427234082206,9.326322224809887,9.251665635460304,31.774318496036173
Principal Global Div Inc A,Allocation,Cautious Allocation,Global Allocation,US OE Conservative Allocation,5,Large Value,39797,3864435730,1.98,5.28436,10.84811,16.70878,,0.77,1.16,1.16,47.6,Income,1.92,3.01,,,,,7.711378689729994,0.4681741391402436,0.5025176161131149,0.8644266915934662,1.151174390153642,1.0017456389903368,0.1244288796756074,26.441126798321072,0.9527020280347234,74.72335051392255,4.7548189766683056,1.6427234082206,9.326322224809887,9.251665635460304,31.774318496036173
Principal SAM Flexible Income Inst,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,5,Large Blend,39098,1264566488,2.42,4.93946,7.62619,10.51964,5.22705,0.34,0.39,0.39,19.6,Corporate Bond - General,1.26,1.42,1.62,,,,4.574009265218712,0.600842148177654,0.35071345878545634,0.9331748586933744,-4.660145541398064,-4.05523308465251,-0.4382333985890093,26.386434965673804,0.3843895134772133,87.08153168973992,2.197586744338253,1.6393125322460984,6.030251436113232,10.633935150544088,28.95764219561338
Wells Fargo Advantage DJ Target Tod Adm,Allocation,Target Date 2000-2020,Retirement Income Conservative,US OE Retirement Income,4,Large Blend,36472,960989484,5.31,3.71288,6.15518,7.19808,4.78201,0.25,0.8,0.92,46,Asset Allocation,0.85,0.87,1.04,,,,4.14792666544752,0.38617446312104653,0.17282936914240127,0.6717433112995048,-7.921621907528231,-6.893351926060076,-0.5820087229289195,26.383483247736066,0.17517704499780962,45.12390762756234,3.1006796222622057,1.639128447286608,4.128473745762528,13.610830208288297,39.89112799968928
Columbia Income Builder R4,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,5,Large Value,38764,818648151,4.21,5.91835,8.57346,11.67892,5.113,0,0.35,0.35,31,Growth and Income,1.26,1.35,1.53,,,,4.946716169598428,0.6297893224746591,0.391566220924776,0.9421008117217327,-3.61496893426696,-3.145726134946525,-0.3611846518481572,26.25267450755897,0.4741509891202931,88.75539394467475,2.267415316680947,1.6309705127737453,6.668327534264959,10.008644929316379,28.60566326015691
Westwood Income Opportunity Instl,Allocation,Cautious Allocation,Flexible Allocation,US OE Conservative Allocation,5,Large Value,38705,714913720,6.5,7.80777,10.18678,12.55924,5.22878,0.75,0.9,0.9,26,Income,0.89,0.97,1.14,,,,5.4709138451667165,0.47496090904297,0.37208461015755834,0.8764706604479184,-3.3710264886231087,-2.9334487570109813,-0.31837276756810584,26.24536308051425,0.49264383074802964,76.82008186260103,3.325151103050559,1.6305145329749513,6.809356515404514,10.588300357385258,30.759009088346495
Principal LifeTime Strategic Inc R1,Allocation,Target Date 2000-2020,Retirement Income Conservative,US OE Retirement Income,3,Large Blend,38292,727199631,5.38,3.98865,6.65379,10.04272,1.2157,0.03,0.92,0.92,19.8,Asset Allocation,0.69,0.86,1.16,,,,4.5222780172231145,0.4933328271397499,0.31789155909937183,0.8902301789007117,-5.239805282169453,-4.559649811069166,-0.4660102207715434,26.230660330302666,0.3460673287030378,79.25097714255931,2.6462240975649403,1.6295975906267361,5.730340969880952,11.243970729857043,30.1240307828695
Columbia Income Builder A Load Waived,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,5,Large Value,38764,818648151,4.21,5.86481,8.53768,11.62853,4.81987,0,0.42,0.42,31,Growth and Income,1.24,1.34,1.44,,,,4.9062598201233065,0.6318431909169739,0.3911530024939514,0.9431943177001735,-3.665497544168982,-3.1896958540842513,-0.36620375646778075,26.198063802030013,0.47213289619123344,88.96155209418957,2.2415612517336165,1.627564696321394,6.653611274556025,10.009448235934409,28.506703972179665
Columbia Income Builder A,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,4,Large Value,38764,818648151,4.21,5.86481,8.53768,11.62853,4.81987,0,0.42,0.42,31,Growth and Income,1.24,1.34,1.44,,,,4.9062598201233065,0.6318431909169739,0.3911530024939514,0.9431943177001735,-3.665497544168982,-3.1896958540842513,-0.36620375646778075,26.198063802030013,0.46453587167023436,88.96155209418957,2.2415612517336165,1.627564696321394,6.653611274556025,10.009448235934409,28.506703972179665
Fidelity Advisor Asset Manager 20% B,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,3,Large Growth,38992,4355769810,3,2.98269,5.08475,7.37329,2.7236,0.42,1.64,1.65,19,Asset Allocation,0.52,0.43,0.76,,,,3.3478597470932314,0.5211942673609999,0.2453731968331735,0.9069298870203579,-7.614223219950089,-6.625855274513093,-0.6222123902766497,26.193083524026818,0.19208961299921334,82.25218199707591,1.85428720847249,1.6272540994778582,4.3430985604029635,12.237337826983216,29.35021944976172
Hartford Balanced Income C,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,4,Large Value,38929,1385339368,5.17,8.13558,11.02905,14.15091,4.50852,0.67,1.4,1.9,29,Balanced,0.84,0.93,1.06,,,,6.163254445916773,0.5112217399870183,0.4506445365213595,0.903380328034988,-1.3691447921433397,-1.1914222870201718,-0.14483755390615932,26.120396646793065,0.6876889640619712,81.60960170806025,3.4802477429114833,1.6227209560226528,8.002363299859907,9.452968206232015,29.839118223310848
Russell LifePoints Cnsrv Strat C,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,3,Large Blend,36202,716000275,0.83,2.06526,4.74096,8.67013,3.30323,0.2,1.3,1.49,19,Balanced,0.68,0.91,1.17,,,,4.205638627271819,0.4276765255642093,0.2606840548572968,0.8310154908766889,-6.480323161121259,-5.639141663874936,-0.5320333761664043,26.077545956016042,0.26408126500618856,69.05867460770243,2.838741956162292,1.6200485571545298,5.035108503550417,12.180294416518722,31.976091662127708
Wells Fargo Advantage DJ Target Tod Inv,Allocation,Target Date 2000-2020,Retirement Income Conservative,US OE Retirement Income,3,Large Blend,39113,960989484,5.31,3.6589,6.06388,7.15814,4.73028,0.25,0.86,1.15,46,Asset Allocation,0.83,0.86,1.03,,,,4.105909231198613,0.3778305201226757,0.17318443914679374,0.6681949518069827,-7.961875426817677,-6.928380317715699,-0.584856640590917,26.049655411582897,0.17756072318109162,44.648449362033595,3.1370517648111242,1.6183091532377452,4.158908887922981,13.61337954335835,39.57691003327377
Hartford Balanced Income B,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,4,Large Value,38929,1385339368,5.17,8.00921,10.92597,14.08193,4.49643,0.67,1.5,2.05,29,Balanced,0.81,0.89,1.05,,,,6.123690565173437,0.505007667563621,0.44936553374489324,0.9019372621144358,-1.4344457964668766,-1.2482468627424081,-0.15132382065569475,26.034532185219188,0.6808013983842436,81.34908247904845,3.5004561547488304,1.6173659877418365,7.992424642052652,9.479312577830385,29.778729325563244
Franklin Utilities A Load Waived,Equity,Utilities Sector Equity,Utilities,US OE Utilities,4,Large Value,17806,4106426867,8,15.50006,16.78914,15.90307,4.50767,0.46,0.76,0.76,5.21,Specialty - Utility,1.22,1.41,1.49,,,,10.31400797453892,0.3738152438289004,0.3578035717974824,0.5900482043820282,1.58298269802075,1.3775028596039185,0.12225286754095525,26.034510963655226,1.0593546152296813,34.81568834944558,7.964890917141909,1.6173646642513049,9.725041628378722,12.9484300030054,45.832306842917454
