Name,Total Ret 1 Yr (Daily) Base Currency,Total Ret Annlzd 2 Yr (Daily) Base Currency,Total Ret Annlzd 3 Yr (Daily) Base Currency,Total Ret Annlzd 5 Yr (Daily) Base Currency,Alpha 2009-06-01 to 2012-05-31 Base Currency,Appraisal Ratio 2009-06-01 to 2012-05-31 Base Currency,Excess Return 2009-06-01 to 2012-05-31 Base Currency,Excess Return (geo) 2009-06-01 to 2012-05-31 Base Currency,Information Ratio (arith) 2009-06-01 to 2012-05-31 Base Currency,M-Squared 2009-06-01 to 2012-05-31 Base Currency,Sharpe Ratio 2009-06-01 to 2012-05-31 Base Currency,Treynor Ratio (arith) 2009-06-01 to 2012-05-31 Base Currency
Principal SmallCap Value II R4,-1.81384,7.61249,16.81237,-2.42684,-2.58825411162102,-0.10103238649784521,1.3027748810808575,1.1336675545177144,0.14516225454016088,12.564171049195435,0.7772820310924733,12.150923397916992
Principal SmallCap Value II J,-2.18522,7.19815,16.33698,,-2.9735270376584078,-0.11578629099963529,0.8294310439289418,0.7217663441836164,0.09247680712720088,12.280708376774763,0.7596037787423768,11.813333594783554
Hansberger International Growth Inst,-11.71895,0.81244,5.67271,-5.23897,-14.968424652152393,-0.5070637271755678,-11.939067378504852,-10.389310935272533,-1.178906628020483,3.8886943860629763,0.2362327832372762,2.1264973473135513
Hansberger International Growth Adv,-11.96181,0.56314,5.45393,-5.44096,-15.184517868605155,-0.5123696667816956,-12.129603876291473,-10.555114750366744,-1.1914841090447885,3.760941196932941,0.22826540927341712,1.9814742837782509
ING Invesco VanKampen Gr & Inc Port I,3.07888,8.81177,13.7543,-1.10019,-2.9291775488639775,-0.2581474087002933,-2.3480977559962035,-2.0433017856471225,-0.6853583480148331,12.279949247406602,0.7595564353640685,11.635661424220892
ING Invesco VanKampen Gr and Inc Port S2,2.67546,8.37469,13.31881,-1.4855,-3.3262003911813993,-0.29206312938276763,-2.807777071076444,-2.443312203837744,-0.8183937341887874,11.910402370243988,0.7365095103707995,11.21935637044692
ING Invesco VanKampen Gr and Inc Port S,2.85176,8.55935,13.50152,-1.33777,-3.1868941527511536,-0.2799171317012893,-2.6361370893951843,-2.2939520333924768,-0.7671658559715613,12.042120513065074,0.7447241601093073,11.367112700346555
ING Invesco VanKampen Gr & Inc Port Adv,2.44484,8.16094,13.07488,-1.68929,-3.535485278743489,-0.31023133547169734,-3.034863184884106,-2.6409212942829607,-0.8835375595439289,11.719285320259706,0.7245904262488022,11.003283520940949
GuideStone Funds Agrsv Allocation GS4,-0.56197,8.44311,12.92244,-2.32582,-4.960895155754199,-0.4984774919417748,-3.657799060758249,-3.182996676053962,-1.0137187489121509,10.746024750668484,0.6638926779184737,9.792341801491096
GuideStone Funds Agrsv Allocation GS6,-38.49533,-23.29879,-13.2402,-2.75514,,,,,,,,
GuideStone Funds Global Equity GS8,18.89158,15.80972,,,,,,,,,,
Schroder North American Equity Adv,7.05679,11.2504,14.78111,-0.13649,-1.285187713084011,-0.3426729987045247,-1.4393052724016577,-1.2524755520418651,-1.3485761389776711,13.912684347298775,0.8613825519044447,13.360045470713802
Schroder North American Equity Inv,7.5118,11.68855,15.17856,0.20416,-0.871027468835397,-0.26049817526216,-1.027153943479231,-0.8938237266681193,-1.0786248235724905,14.328282599522913,0.8873014876018193,13.825053484874639
CRM Small/Mid Cap Value Inst,0.39251,11.27867,15.27126,1.10109,-1.3491700589813282,-0.06873609904809952,1.0864979936595205,0.945464593574652,0.16884013899620673,13.546438459630384,0.8385414943179336,13.258796288066518
CRM Small/Mid Cap Value Inv,0.19507,11.0406,15.02223,0.87042,-1.5261733015217862,-0.07789910403262376,0.8390721710274551,0.730156000093718,0.13110029385770078,13.40050921864435,0.8294405642893736,13.088019165014929
CRM Small/Mid Cap Value Adv,17.33803,,,,,,,,,,,
Transamerica UBS Large Cap Value I2,9.88593,5.0135,-5.05062,-3.65331,,,,,,,,
Transamerica UBS Large Cap Value A,,,,,,,,,,,,
Champlain Small Company Adv,5.13579,14.67603,17.38098,5.07724,3.4004382598772063,0.1602001419003789,2.92579781589437,2.5460132085186826,0.47952813611010814,17.493614446547948,1.0847085560022116,18.7575909764848
Franklin Templeton Corefolio Allc A LW,0.8429,8.085,13.30647,-1.46522,-3.258507757308304,-0.3420065317560562,-2.830382814358302,-2.462983597626922,-0.9807580974704355,12.007719587132344,0.7425787338896135,11.288651963350903
Franklin Templeton Corefolio Allc C,0.08163,7.26595,12.51522,-2.16844,-3.9459170712005536,-0.4165699132250422,-3.609419437068496,-3.1408969929288655,-1.2602327596716056,11.365143112648436,0.7025042190578912,10.567764731713583
Franklin Templeton Corefolio Allc R,0.59304,7.82006,13.05725,-1.67514,-3.4522369688593573,-0.3659656631778794,-3.0484407155694893,-2.6527363869992993,-1.0661830893856634,11.82949791764682,0.7314638748483325,11.086086190767924
Franklin Templeton Corefolio Allc Adv,1.15723,8.39919,13.67418,-1.16888,-2.9222956482457976,-0.31376315610436367,-2.4623864891145644,-2.1427552142208484,-0.8714501067050533,12.32553228893795,0.7623992382777453,11.641526449344775
Franklin Templeton Corefolio Allc A,0.8429,8.085,13.30647,-1.46522,-3.258507757308304,-0.3420065317560562,-2.830382814358302,-2.462983597626922,-0.9807580974704355,12.007719587132344,0.7425787338896135,11.288651963350903
Franklin Templeton Corefolio Allc B,0.08114,7.2943,12.49304,-2.16567,-3.952322443161858,-0.4187777856359996,-3.6122955052009686,-3.1433997316396844,-1.2645724959443059,11.361359467846148,0.7022682506778333,10.561914786312327
SEI Instl Mgd US Managed Volatility I,8.73029,14.32746,17.03791,,5.260466215912228,0.4688288931117014,1.1984306913804161,1.0428678130706581,0.19868188196493342,22.03470571513338,1.3679153595835167,23.52206898137038
SEI Instl Mgd US Managed Volatility A,8.99019,14.64726,17.33223,1.96652,5.547988412391329,0.4954550460242913,1.4919417197496472,1.2982794997615121,0.2461497286925048,22.464995546805202,1.3947505409603655,24.037697990126972
JHVIT American International Tr Ser I,-11.90134,1.58446,5.75579,-3.63035,-12.562420345480973,-0.46780665268019755,-11.225066515813321,-9.767991301553858,-1.3518151927508377,4.453324985855199,0.27144617533039794,2.985463294526295
JHVIT American International Tr Ser II,-12.00375,1.46568,5.60574,-3.76893,-12.654003550671717,-0.4729295909460568,-11.34667040353321,-9.873810337531019,-1.3730202119648893,4.3650511125635205,0.26594094321413947,2.88981498381045
JHVIT American International Tr Ser III,-11.56455,1.95363,6.15665,,-12.192912470307595,-0.4550570113721789,-10.860993917303151,-9.451177323625837,-1.3119904461827732,4.727203521735163,0.2885267095298909,3.2924449684239256
AllianceBernstein Rel Est Invmt Inst II,24.52533,22.44886,31.35928,20.11743,,,,,,,,
AllianceBern Global Real Estate Instl,0.39007,11.56985,18.40891,-2.78779,-0.7972792984722821,-0.027498070416951074,0.9697149174800579,0.8438406013530741,0.11223704784131867,13.299920376238898,0.8231673046588827,13.606531348444072
Northern Mid Cap Index,0.81871,11.26619,18.83816,2.03817,1.2744713898553162,0.06769878530284436,3.6173009422025615,3.1477554354587323,0.6082766779044853,15.69197592100722,0.9723487160762756,15.8753951696628
ING Value Choice A Load Waived,-10.50664,1.65308,10.84931,1.76292,-3.4149457680097943,-0.11116980942810412,-6.330645723230145,-5.508893178549734,-0.6985258338793057,9.455152332753622,0.5833869515002467,9.97709471230902
ING Value Choice A,-10.50664,1.65308,10.84931,1.76292,-3.4149457680097943,-0.11116980942810412,-6.330645723230145,-5.508893178549734,-0.6985258338793057,9.455152332753622,0.5833869515002467,9.97709471230902
ING Value Choice B,-11.19563,0.86294,10.02891,0.98811,-4.159325750534533,-0.1352341746528998,-7.159558158447621,-6.230208232277734,-0.7883642553000145,8.70013122336613,0.5362997862399346,9.022847345294359
ING Value Choice C,-11.18433,0.91287,10.06283,1.01624,-4.161526861111356,-0.13525849185622094,-7.165358219959428,-6.235255413986285,-0.7886635045524709,8.695313541241763,0.5359993297473395,9.018397968315774
ING Value Choice I,-10.27741,1.92448,11.1824,2.03957,-3.187564246157723,-0.10373563039043612,-6.0693445705843665,-5.281510349010665,-0.6698478465430039,9.68712965949287,0.5978543015981502,10.270940433638879
ING Value Choice O,-10.49497,1.67315,10.88689,,-3.41008416686222,-0.11078674096547719,-6.335345468641718,-5.512982871224182,-0.6975402906853806,9.450306099471865,0.5830847144043683,9.978313019664249
ING Value Choice W,-10.27999,1.89761,11.14796,,-3.1812269019579693,-0.10320141623578083,-6.082798440022019,-5.293217832387631,-0.6689636624228914,9.675787550252897,0.5971469468427099,10.270235532700244
BlackRock All-Cap Engy & Res Invest A LW,-24.7918,-5.87283,4.41502,-3.93211,-16.43663131547353,-0.2950103949435904,-13.545981538459229,-11.787638821763514,-0.785006425284457,3.052746155531817,0.184098568722375,0.8911339627794311
BlackRock All-Cap Engy & Res Investor A,-24.7918,-5.87283,4.41502,-3.93211,-16.43663131547353,-0.2950103949435904,-13.545981538459229,-11.787638821763514,-0.785006425284457,3.052746155531817,0.184098568722375,0.8911339627794311
BlackRock All-Cap Engy & Res Investor B,-25.38206,-6.58844,3.59834,-4.65442,-17.23219449535962,-0.30966569308054814,-14.340712868793815,-12.479209665539337,-0.8317492381160817,2.5991403742171117,0.15580927969160085,0.33335945167672915
BlackRock All-Cap Engy & Res Investor C,-25.34837,-6.5416,3.62561,-4.6295,-17.187858351554905,-0.3084442170487962,-14.31113148110481,-12.453468104255306,-0.8293513738535202,2.6166374862875794,0.15690049343039114,0.3543374675088868
BlackRock All-Cap Engy & Res Inst,-24.51288,-5.49692,4.82618,-3.55578,-16.078505384964878,-0.2886553620493142,-13.1546158673288,-11.44707456177063,-0.7618571184726709,3.2757262330520804,0.19800480211030178,1.163909109418454
BlackRock All-Cap Engy & Res Service,-24.72774,-5.81749,4.46625,-3.90106,-16.438000163433987,-0.2949450904813808,-13.525950619861549,-11.770208026289064,-0.7831139164246057,3.065138582690424,0.18487142693566005,0.904020963831374
JHancock Global Opportunities A,-21.57264,-5.98949,7.39302,0.04281,-10.446995716140126,-0.22229438395675152,-8.014816755799782,-6.974449571760777,-0.557217243490728,6.264644675423073,0.38440978456131175,5.11149831163431
JHancock Global Opportunities B,-22.19382,-6.72096,6.54191,-0.70064,-11.19458274980525,-0.23801360248174275,-8.819150200516845,-7.67437612279519,-0.6128936232697533,5.782718751311679,0.3543542995560368,4.509353072747878
JHancock Global Opportunities C,-22.14708,-6.64987,6.63689,-0.66524,-11.1681066968182,-0.2376131905799872,-8.783893727265713,-7.643696133188405,-0.6106953810617666,5.8035449348303585,0.35565313204282806,4.53437649898192
JHancock Global Opportunities I,-21.31019,-5.61465,7.8196,0.38914,-10.043150500107632,-0.21341212821817063,-7.585690580093507,-6.601026327839421,-0.526754535619983,6.519702406374533,0.40031655243694725,5.433793392578883
JHancock Global Opportunities A LW,-21.57264,-5.98949,7.39302,0.04281,-10.446995716140126,-0.22229438395675152,-8.014816755799782,-6.974449571760777,-0.557217243490728,6.264644675423073,0.38440978456131175,5.11149831163431
JHancock Global Opportunity NAV,-21.17634,-5.49662,7.93535,,-9.932132602084714,-0.21125501512157513,-7.436829993630223,-6.471488662145486,-0.516383543534667,6.605402726501802,0.4056612839769277,5.536641576430612
JHancock Global Opportunities R2,,,,,-10.46084915190518,-0.22253265416758042,-8.031709083902939,-6.989149183005139,-0.5583033367436084,6.254440022028027,0.3837733676520858,5.099374425748591
JHancock Global Opportunities R6,,,,,-10.315731759977199,-0.21952909125510892,-7.87639452026736,-6.853995301782268,-0.5477100833489287,6.3468863778975875,0.38953881815727104,5.21651634255522
ING Pioneer Mid Cap Value Port S,-3.66653,5.48887,11.92428,-1.93654,-4.714862050945603,-0.3738398802569489,-3.6119552692436265,-3.1431036601761275,-0.8786218909293351,10.825999843181325,0.6688803535622924,9.958304661940904
ING Pioneer Mid Cap Value Port Adv,-4.04848,5.06339,11.54007,-2.32994,-5.076998453856328,-0.40406405920396293,-4.017804425101691,-3.496271369122872,-0.9811469451881305,10.509481190574055,0.6491405530216418,9.602178528611585
ING InvTr Pioneer Mid Cap Value Port I,-3.55593,5.70858,12.14264,-1.70039,-4.521662688575312,-0.3565149767228146,-3.3942772135889143,-2.9536814103231723,-0.8216530592271365,10.993304489273447,0.6793143684810921,10.14892917941747
ING Pioneer Mid Cap Value Port S2,-3.0819,5.2209,11.62625,-2.40066,-4.938538629007068,-0.39720886911836933,-3.8923939045044875,-3.3871398220989724,-0.9620741224085834,10.625593714563196,0.656381952683042,9.731920955155523
ING MFS Utilities Port S,1.27491,11.81902,14.9703,2.09986,1.9577781274582198,0.09793202864441003,-0.9860831865053932,-0.8580841792629079,-0.1497131475507491,16.161825405822345,1.0016510495658786,17.442567260813362
ING MFS Utilities Port S2,1.33007,11.63858,14.65869,1.5575,1.5294891669644342,0.07645927795629504,-1.4464353623679038,-1.2586801172149498,-0.21990392282953589,15.66866906601496,0.9708951756135341,16.83023796028275
ING MFS Utilities Port Adv,0.91802,11.3927,14.55185,1.73952,1.6000944882585184,0.07960473283409164,-1.357556062030941,-1.181337837651919,-0.20583594831827315,15.737979192462188,0.9752177267815157,16.926067609842214
ING MFS Utilities Port I,1.51864,12.07869,15.23455,2.3511,2.244074815528549,0.11156640061453743,-0.6547160957148144,-0.5697303547306576,-0.09903179021941566,16.474727927528317,1.0211653287916476,17.844891233862658
Oppenheimer Equity Inv A Load Waived,-4.34923,6.24165,11.58601,-1.89119,-5.394326563042522,-0.4147886448749141,-4.648947729329045,-4.045488810021036,-1.1461793849223372,10.122115815914515,0.6249823709709259,9.212535327629375
Oppenheimer Equity Inv A,-4.34923,6.24165,11.58601,-1.89119,-5.394326563042522,-0.4147886448749141,-4.648947729329045,-4.045488810021036,-1.1461793849223372,10.122115815914515,0.6249823709709259,9.212535327629375
Oppenheimer Equity Inv B,-5.12351,5.31339,10.67676,-2.70489,-6.216232503330887,-0.486119879624209,-5.556632487315527,-4.835351106879104,-1.3916018245075787,9.39422243546646,0.5795870363625336,8.397722485419916
Oppenheimer Equity Inv C,-5.02742,5.41489,10.7953,-2.63334,-6.159435314952884,-0.4753472454735938,-5.47356673149617,-4.763067741862315,-1.3519617339778929,9.448807229878573,0.5829912368586871,8.459728532011226
Oppenheimer Equity Inv N,-4.52337,5.98569,11.37444,-2.09501,-5.562660448377071,-0.4309845162185108,-4.827259063515932,-4.200654354817801,-1.1969493500362658,9.977668626544535,0.6159738696287984,9.048009837138522
Oppenheimer Equity Inv Y,-3.86843,6.6345,12.10229,-1.45295,-5.011244981424654,-0.3879897830377443,-4.21339190736656,-3.666470523200449,-1.0429100211464666,10.469574221987294,0.6466517404553185,9.597887015308743
Victory Inst Diversified Stock,1.73048,7.58916,10.876,-1.69768,-6.2932669528881675,-0.5511400611220729,-5.550372657183168,-4.829903837039251,-1.5052206334435778,9.39693222830674,0.5797560335755982,8.356623644641466
William Blair Emerging Mkts Growth I,-4.77901,5.63772,14.18671,-2.27886,-3.943810544346573,-0.09692191768893069,-2.8798512822765243,-2.50603078702627,-0.2426212570943375,10.072041694403522,0.6218594802258368,10.26061312951855
William Blair Emerging Mkts Growth Instl,-4.56481,5.7935,14.38092,-2.13212,-3.750352050048175,-0.09239859076715856,-2.675529252529941,-2.3282308776476524,-0.22601461510216792,10.21545102354945,0.6308032550387596,10.445513528636795
William Blair Emerging Mkts Growth N,-5.11667,5.29963,13.82924,-2.55199,-4.2011552516533275,-0.1035990900184514,-3.1862715711578957,-2.772676041394806,-0.2694537319482755,9.884370929040795,0.610155324893898,10.012724848584522
Parnassus Small-Cap,-5.96006,6.03741,15.74791,3.94866,-2.948394351545936,-0.09586242539696861,0.1900072506285646,0.16534326712072112,0.01927608510220816,11.905009714900958,0.7361731954649352,11.696390997062844
Thrivent Aggressive Allocation A LW,-0.91477,7.67369,12.88885,-0.86085,-3.5071745099445018,-0.3089295058714874,-3.2488706777262557,-2.827149440513066,-0.9730770809739524,11.68494175852644,0.7224485775682085,10.988092357876841
Thrivent Aggressive Allocation Inst,-0.54271,8.09676,13.28981,-0.51807,-3.158174803345184,-0.2796411834737876,-2.8445110768976036,-2.4752779341812303,-0.8548740427148618,12.016525874692944,0.7431279412065217,11.359426551620077
Thrivent Aggressive Allocation A,-0.91477,7.67369,12.88885,-0.86085,-3.5071745099445018,-0.3089295058714874,-3.2488706777262557,-2.827149440513066,-0.9730770809739524,11.68494175852644,0.7224485775682085,10.988092357876841
IronBridge Frontegra SMID Instl,-2.43399,9.46013,14.86151,0.71457,-1.605799147576274,-0.07340673346112411,-0.5262271157950416,-0.4579199492926511,-0.08153969981267872,13.004323658094634,0.8047323081473859,12.915458189849282
IronBridge Frontegra SMID Y,,,,,,,,,,,,
Cambiar Small Cap Inv,-3.51125,10.84187,19.35966,1.80621,0.9684667363511252,0.03261231868918516,5.011758707383663,4.361204932749874,0.5150333830450614,14.810466595079289,0.9173730673263382,15.239827081892402
Cambiar Small Cap Instl,-3.26874,11.09159,19.63966,,1.1572410761297354,0.03899261486160238,5.270509841627803,4.586368750265191,0.5407910892748199,14.948565848030508,0.9259856773119253,15.409914520927936
Hartford Capital Appreciation II A,-3.1769,5.9328,12.65278,-1.03284,-6.2164806324207005,-0.4596344870630475,-3.717833671515214,-3.2352384649859123,-0.6815952612389706,10.033882909157734,0.6194796937474709,8.942219164408758
Hartford Capital Appreciation II B,-4.0243,5.02223,11.6983,-1.84077,-7.0744488313795015,-0.5178168478053894,-4.652051967028449,-4.048190100637273,-0.8471322111605984,9.355687105676843,0.5771837665471554,8.184058305341239
Hartford Capital Appreciation II C,-3.92749,5.12497,11.81031,-1.75915,-6.914452443102489,-0.5046238212633842,-4.533099316300305,-3.944678156545667,-0.8314952198747506,9.4611589014359,0.5837615533341202,8.308284016431026
Hartford Capital Appreciation II Y,-2.74069,6.37873,13.16467,-0.59069,-5.759328337261013,-0.4195317543150261,-3.225596438563084,-2.80689632527531,-0.5879680639955277,10.386553281722744,0.6414741094120293,9.345202419425139
Hartford Capital Appreciation II A LW,-3.1769,5.9328,12.65278,-1.03284,-6.2164806324207005,-0.4596344870630475,-3.717833671515214,-3.2352384649859123,-0.6815952612389706,10.033882909157734,0.6194796937474709,8.942219164408758
Hartford Capital Appreciation II I,-2.91193,6.2459,12.97612,-0.72292,-5.887571769713128,-0.4296417649456811,-3.3618440969322307,-2.925458290136007,-0.6128197777162565,10.28750327008131,0.6352968195201218,9.232161679859423
Hartford Capital Appreciation II R3,-3.42067,5.64393,12.33928,-1.3347,-6.480590616320691,-0.47293469461893217,-4.0407046827167115,-3.5161990476690663,-0.7393502258793204,9.810380080517321,0.6055408587963846,8.697786494079079
Hartford Capital Appreciation II R4,-3.08023,5.96328,12.70814,-0.99467,-6.170268129494383,-0.4526477889607769,-3.678870866445717,-3.20133324576366,-0.6729287978501339,10.064193274821541,0.6213700106927416,8.97943703624589
Hartford Capital Appreciation II R5,-2.89958,6.25967,13.02208,-0.73437,-5.884857350583506,-0.42882605929826234,-3.3493507850444146,-2.9145866786692953,-0.60920473614402,10.292001265702327,0.6355773386480159,9.236916153235438
Invesco Global Real Estate A LW,1.20015,10.26426,16.42482,-3.94274,-1.9482875619455022,-0.07167901595286108,-1.2037959642529081,-1.0475366440905187,-0.15273300770585982,12.314748689842787,0.7617267152100037,12.432642409258845
Invesco Global Real Estate A,1.20015,10.26426,16.42482,-3.94274,-1.9482875619455022,-0.07167901595286108,-1.2037959642529081,-1.0475366440905187,-0.15273300770585982,12.314748689842787,0.7617267152100037,12.432642409258845
Invesco Global Real Estate B,0.43542,9.4348,15.52455,-4.66904,-2.7302447600252373,-0.10074776435692614,-2.1137297062642233,-1.8393559945091287,-0.2692095159112821,11.657445172136805,0.720733742987658,11.627530267878315
Invesco Global Real Estate C,0.43552,9.4851,15.50758,-4.65259,-2.706219868881856,-0.09950931178274965,-2.077709931807071,-1.8080117843803256,-0.2636389678243713,11.674052677942553,0.7217694761091746,11.65171753131152
Invesco Global Real Estate R,0.94514,9.98466,16.13609,-4.18432,-2.2160035134448375,-0.08131652868826024,-1.5245098822298964,-1.3266201360834895,-0.19303584384792946,12.081431478772826,0.7471758027399683,12.153957432096337
Invesco Global Real Estate Instl,1.91208,10.92904,17.0463,-3.4059,-1.3687232252151835,-0.05028445485952736,-0.5904730947300827,-0.5138264477096643,-0.07489626041636095,12.787838106337933,0.791231108213642,13.026716325840672
Invesco Global Real Estate Y,1.45736,10.54695,16.66281,,-1.6476433496109166,-0.06062445523653171,-0.9314262189756839,-0.810521985965651,-0.11840377331310091,12.551387400068638,0.7764847741792836,12.736792748391673
Columbia Large Growth Quantitative Z,9.19083,,,,0.5682766850153671,0.05892869412466919,1.5493827949724306,1.3482644082997153,0.5273016305395655,15.561969797545528,0.9642408370459007,15.358294029726713
Columbia Large Growth Quantitative A,9.09149,13.30413,17.09218,0.84209,0.4960997383343928,0.05083476824286822,1.5168477226360508,1.3199525668393886,0.5073477276032554,15.490212409782076,0.9597656615385469,15.27670188083795
Columbia Large Growth Quantitative B,8.21432,12.36396,16.13906,0.07651,-0.2576134850442955,-0.026437245362620907,0.6053881916785464,0.5268054832502589,0.20405273922069161,14.792993554805523,0.9162833548338778,14.46838591952256
Columbia Large Growth Quantitative C,8.16942,12.40775,16.16923,0.0818,-0.2344704082380753,-0.023854175562226517,0.635402473893043,0.552923746975531,0.21244257829859192,14.811272347555878,0.9174233183717094,14.492934455414114
Columbia Large Growth Quantitative I,9.41988,13.76869,17.59676,1.28983,1.026707594287834,0.10662330945395145,2.085157263291613,1.8144924113822736,0.7099116965007084,15.987096123390257,0.9907539945095372,15.85426654503757
Columbia Large Growth Quantitative R,8.6818,12.96629,16.70555,0.60081,0.2627028702425527,0.026670470395614692,1.1957073512762761,1.0404979774522483,0.39951666555581805,15.270566890688078,0.9460673890959971,15.027317581387791
RiverSource Disciplined Large Cap Gr R3,3.22285,-7.57357,-8.32398,,,,,,,,,
Columbia Large Growth Quantitative R4,9.23341,13.45353,17.27388,1.0655,0.7285387087971653,0.07486055547858042,1.7643638911290616,1.535339778792899,0.5932351792842899,15.706301102162927,0.9732421111934133,15.52900803962587
RiverSource Disciplined Large Cap Gr R5,3.76536,-7.13496,-7.97679,,,,,,,,,
Columbia Large Growth Quantitative A LW,9.09149,13.30413,17.09218,0.84209,0.4960997383343928,0.05083476824286822,1.5168477226360508,1.3199525668393886,0.5073477276032554,15.490212409782076,0.9597656615385469,15.27670188083795
Columbia Large Growth Quantitative W,8.98937,13.19414,17.05796,,0.5378960303434486,0.05436974391693821,1.5328021647328605,1.3338360348262635,0.5087723661777884,15.523528429567376,0.9618434271929654,15.322575861857018
Transamerica Large Cap Value I2,0.38292,7.11689,11.5444,-4.43316,-5.3570715470001105,-0.46348712530620906,-4.863738725149403,-4.232398756244482,-1.3687814629936634,10.106999252508828,0.6240396210128102,9.181529806480043
ASTON/River Road Dividend All Cap Val N,6.24685,11.45133,16.47053,1.09218,4.23895322019585,0.41659600970194827,0.7518933988725163,0.6542935108256209,0.14338417149338284,20.437683451904935,1.2683164870512764,21.4044713025389
ASTON/River Road Dividend All Cap Val I,6.51112,11.73614,16.72718,,4.452989620892927,0.43627821466781436,1.0056596975608336,0.8751195517869625,0.19188194509245626,20.715759354601662,1.2856587915542772,21.735839384405313
MainStay Growth Equity Inv,8.13743,11.50082,13.01838,,-2.9268057593916756,-0.2140393201911141,-2.9603175734496787,-2.5760521121685587,-0.7554607290368957,12.055088804703738,0.7455329323197016,11.519882656712236
MainStay Growth Equity A Load Waived,8.37838,11.82664,13.33211,0.15166,-2.6285949260127586,-0.19162055743565054,-2.6435985889763813,-2.300444989394379,-0.6728655834536407,12.331811743843955,0.7627908587599112,11.83991298027511
MainStay Growth Equity A,8.37838,11.82664,13.33211,0.15166,-2.6285949260127586,-0.19162055743565054,-2.6435985889763813,-2.300444989394379,-0.6728655834536407,12.331811743843955,0.7627908587599112,11.83991298027511
MainStay Growth Equity B,7.32394,10.68335,12.16405,-0.78335,-3.692158189860116,-0.27553326882190987,-3.788505195806735,-3.2967364377217145,-0.9857406049779752,11.347321461902638,0.7013927653469351,10.703792674625985
MainStay Growth Equity C,7.32394,10.68335,12.16405,-0.78335,-3.6739051100199682,-0.27169960625865647,-3.7885115379686205,-3.2967419566362066,-0.977655769230873,11.354127913193864,0.701817252149756,10.717667716717852
MainStay Growth Equity I,8.67621,12.09207,13.65806,0.4458,-2.3933138700179937,-0.1766641186936291,-2.3421539823969884,-2.0381295464685145,-0.6027218632252741,12.57032173737862,0.7776656209912792,12.101292024533494
Intrepid Small Cap,3.54894,8.04389,14.20351,11.13111,2.165963662575184,0.13523682083511346,-1.4702684854721593,-1.2794195701922084,-0.23798158741278272,16.95376716636085,1.051040784622784,18.038891803725598
Intrepid Small Cap Instl,3.78781,8.31751,,,2.3356153306384746,0.14569442010133543,-1.2536663582973784,-1.0909335873999781,-0.20343992515420373,17.164027047031283,1.0641537183217822,18.28852804883811
JHFunds2 All Cap Value 1,-3.57819,6.34555,12.27129,0.61394,-4.927310513863126,-0.33067940519090183,-3.8215682385630103,-3.325507716144993,-0.8107156319547585,10.57688293827881,0.6533440874573642,9.74235779880324
JHFunds2 All Cap Value NAV,-3.62762,6.38157,12.26913,0.65628,-4.852786693918487,-0.3220031619198609,-3.750198416780769,-3.2634020887636006,-0.789051255406584,10.632104522658228,0.656788001590731,9.811355660277014
JHancock2 Natural Resources 1,-20.34978,-4.45232,3.02651,-5.07951,-19.495872467693477,-0.4556368753244323,-15.870533958999832,-13.81045158566645,-1.1274710529836136,1.51056628524475,0.0879199619119721,-0.7319824255359128
JHancock2 Natural Resources NAV,-20.34042,-4.43104,3.07644,-5.04058,-19.440065482058756,-0.4555947929072908,-15.809098643464825,-13.756990911120893,-1.125333743051932,1.5470764980014593,0.09019693456927833,-0.6892620283408696
JHancock2 Natural Resources A,-20.74229,-4.92476,,,-19.918084704804016,-0.46557011083709654,-16.29930629524686,-14.183566920431524,-1.1586572747234498,1.243442049630144,0.07126066209766167,-1.0302515090616324
JHancock2 Natural Resources I,-20.56406,-4.68028,,,-19.67344598023776,-0.46012714025955365,-16.048624331080486,-13.965424850450558,-1.1409097323689754,1.399683783315343,0.0810047344727519,-0.855739674713261
JHancock2 Natural Resources A LW,-20.74229,-4.92476,,,-19.918084704804016,-0.46557011083709654,-16.29930629524686,-14.183566920431524,-1.1586572747234498,1.243442049630144,0.07126066209766167,-1.0302515090616324
JHancock2 Natural Resources R6,,,,,-19.54358727895052,-0.4563800982187691,-15.913361643489498,-13.84772000175748,-1.1295071866808328,1.4852226127937724,0.0863393945898604,-0.7614496650291694
JHFunds2 Mid Cap Stock 1,-1.36244,9.03802,16.95738,-0.04979,-1.676184836608618,-0.060434751651242714,1.1692948207734162,1.0175139383072906,0.1327831093344981,12.912485885292194,0.7990048121458561,12.852666843038746
JHFunds2 Mid Cap Stock NAV,-1.30221,9.07669,17.02583,0.00058,-1.6604451455412423,-0.05977430530213331,1.2171373276153048,1.0591462252980133,0.13779562523963776,12.926874266480835,0.7999021487559642,12.868118685514567
JHFunds2 Mid Cap Index NAV,0.17821,9.71336,22.90508,3.18964,,,,,,,,
JHFunds2 Intl Equity Index NAV,-11.94382,-0.79838,13.75197,-3.23261,,,,,,,,
Weitz Partners III Opportunity Instl,4.24606,12.09414,20.80344,2.67753,5.230603795747088,0.23510380131125122,4.619730935560497,4.020064516366451,0.7142982264163131,19.23245015207065,1.1931516752851958,21.18836533787537
Weitz Partners III Opportunity Investor,,,,,5.162587385212519,0.23148325442040002,4.522075788620473,3.935085543233563,0.6971914115934356,19.15963394055932,1.1886104658508725,21.106603930464463
