Company Name,Exchange:Ticker,Industry Group,Country,Broad Group,Sub Group,Bottom up Beta for sector,Bottom up levered beta,ERP for Country,Cost of equity in US$,Default Spread based on bond rating (if available),Total Default Spread for cost of debt (Company + Country),Pre-tax cost of debt in US $,After-tax cost of debt in US $,Cost of capital in US$,ROE - Cost of Equity,ROIC - Cost of Capital,Market Cap (in US $),PV of lease debt,Total Debt,Total Debt incl leases (in US $),Firm Value (in US $),Cash,Enterprise Value (in US $),Cash/ Firm Value,Liquidity Ratio (Annual trading volume/Shrs outs),Book Debt to capital ratio,Market Debt to capital ratio,Book Debt to Equity Ratio,Market Debt to Equity ratio,Stock price (End of most recent year)in US$,Price Change for Sub-group,Jensen's Alpha,Beta,Correlation with market,Standard deviation in stock price,HiL0 Risk Measure (Hi- lo)/ (Hi+Lo),Interest coverage ratio,Current PE,Trailing PE,Forward PE,PEG,PBV,PS,EV/EBIT,EV/EBITDA,EV/Invested Capital,EV/Sales,Payout ratio,Dividend Yield,Historical growth in Net Income - Last 3 years,Historical growth in Net Income - Last 5 years,Historical growth in Revenues - Last 3 years,Historical growth in Revenues - Last 5 years,Expected growth rate in EPS- Next 5 years,Expected growth in revenues - Next 2 years,Return on Equity,Return on Capital (ROC or ROIC),Net Profit Margin,Pre-tax Operating Margin,Marginal Tax Rate,Effective Tax Rate,% held by institutions,Net Income,Trailing Net Income,Operating Income,Trailing Operating Income (adj for leases),Revenues,Trailing Revenues,EBITDA,Trailing EBITDA (adj for leases),Trailing After-tax Operating Income,Net Debt repaid (Debt repaid - issued),Change in non-cash Working capital,Net Cap Ex,Reinvestment Rate,FCFF,FCFE,FCFE without debt,Book Value of Equity - 4 qtrs ago,Invested Capital - 4 qtre ago,Current Book Value of Equity,Current Invested Capital,Dividends,Modified 2-year beta,Modified 5-year beta,Beta adjustment factor,Coeff of variation - Op Income,Coeff of variation - Net Income,Average 10-year EBIT,Average 10-yr Net Income,Dividends + Buybacks,Only +ve Taxable Income,Only +ve Taxes,Only +'ve Net Income,Onlt +'ve Net Income Mkt cap,"Only +""ve EBITDA",Only +ve EBITDA EV,Only +ve div FCFE,Capitalized R&D,Operating Income adjusted for leases & R&D,Invested Capital Adjusted for R&D,EBITDAR&D,ROE (adj for R&D),ROIC (adj for R&D),EV/EBITDAR&D,Depreciation & Amortization (Modified),Invested Capital - 10 years ago,Normalized Operating Income,Normalized ROIC
Jindal Steel & Power Limited (NSEI:JINDALSTEL),NSEI:JINDALSTEL,Steel,India,Emerging Markets,India,0.7355468784984245,1.1110038028741258,0.08519024051615323,0.11964668118120766,NA,0.03792968,0.06292968,0.041149717752,0.08523383590747119,-0.20758328425116407,-0.07318257561722252,8521.2,0,6651.8,6651.8,15173,0,15173,0,3.300960279353994,0.5909559346126511,0.43839715283727676,1.4447243820859217,0.7806177533680702,1.89,121.88274572567244,-0.8404423094538361,3.448222222222222,0.47116875957558985,0.35401328422165934,0.40140140140140146,0.2171253822629969,NA,NA,10.161290322580644,NA,1.8507449719821036,3.119262025038436,133.56514084507043,28.18688463681962,1.3479921819474059,5.5542133391902775,NA,0,NA,NA,-0.020099999999999996,0.0311,-0.45399999999999996,0.255,-0.08793660306995639,0.012051260290248661,-0.0924914197660573,0.03978426840372627,0.3461,0,0.2967,-287,-264.1,113.6,113.6,2731.8,2855.4,469.3,538.3,113.6,0,0,-431,-3.7940140845070425,544.6,166.89999999999998,166.89999999999998,3003.3,9426.400000000001,4604.2,11256,0,1.39,1.88,0.45,0.5178433118391753,0.6561488256064724,721.7600000000001,464.3333333333333,0,NA,NA,NA,NA,538.3,15173,NA,3.426,113.022,11259.426,470.34000000000003,-0.08802863978959173,0.011985587008710446,32.2596419611345,431,1154.9,721.7600000000001,0.11631066240159861
Hoa Phat Group Joint Stock Company (HOSE:HPG),HOSE:HPG,Steel,Vietnam,Emerging Markets,Small Asia,0.7355468784984245,0.7551803275247693,0.11789110662934618,0.11402904451660714,NA,0.05950578,0.08450578,0.0701397974,0.11257681100682083,0.336686129612746,0.23891601609394625,8362.7,2.4792605108743633,283.7,286.17926051087437,8648.879260510876,200.2,8448.679260510875,0.023147507783358105,1.234079582311526,0.2471794669949406,0.03308859470584981,0.3283378390441422,0.03422091675067554,1.36,121.88274572567244,0.21967252072187665,0.6806888888888888,0.1414213562373095,0.20194969670687796,0.31543624161073824,28.048780487804876,28.846843739220425,28.846843739220425,6.044444444444444,NA,9.594653510784765,5.721997947314404,24.509659293040983,20.202291849219222,8.853373510656416,5.7808274105445605,0.1669541221110728,0.005787604481806115,0.501,0.39799999999999996,0.207,0.133,NA,0.166,0.4507151741293532,0.35149282710076707,0.19835785152240848,0.2358591501182519,0.22,0.14222353636901242,0.3173,289.9,289.9,345,344.70814789782514,1461.5,1461.5,418,418.204,295.6825360885839,17.699999999999818,67.10000000000001,150.464,0.7358026716018823,78.1185360885839,54.63600000000015,72.33599999999997,643.2,841.2192605108744,871.6,954.2892605108743,-48.4,0.238,0.445,0.45,0.5966497023537106,0.5370789653081913,100.503,64.19777777777777,-48.4,338.2,48.1,289.9,8362.7,418.204,8448.679260510875,54.63600000000015,0,344.70814789782514,954.2892605108743,418,0.4507151741293532,0.35149282710076707,20.212151340935108,73,39.82600000000001,100.503,0.20219587002084982
"Kailuan Energy Chemical Co.,Ltd. (SHSE:600997)",SHSE:600997,Steel,China,Emerging Markets,China,0.7355468784984245,0.8180200957658453,0.06249199227287814,0.07611970550365824,NA,0.01948274,0.04448274,0.033362055,0.07055879177082354,-0.052079862576735525,-0.035913345910852185,8210.7,0,1227.5,1227.5,9438.2,314.2,9124,0.03329024602148714,2.3775034639123316,0.4897657902086741,0.13005657858489966,0.9598842664998436,0.14950004262730338,1.06,121.88274572567244,-0.3012601780309495,1.181355555555556,0.161245154965971,0.2932181125688888,0.303921568627451,1.8853383458646615,NA,327.1195219123506,21.2,NA,6.420628714419769,5.116019689700293,90.96709870388834,43.676400191479175,4.165163999908699,5.685089413670633,2.788844621513944,0.008525460679357423,-0.0907,-0.28300000000000003,-0.17600000000000002,-0.124,NA,-0.0007000000000000001,0.02403984292692271,0.034645445859971355,0.017143637729663277,0.06850624957311659,0.25,0.26651480637813213,0.3178,-64.2,25.1,100.3,100.3,1604.9,1464.1,99.5,208.9,73.56856492027335,231.30000000000007,-93.80000000000003,28.021,-0.8941182972820673,139.34756492027338,-140.42100000000005,90.87900000000002,1044.1,2123.4699999999993,1278.8,2190.55,-70,0.394,0.811,0.45,0.5122750116331887,0.48425642283356396,141.35999999999996,86.61111111111111,-70,43.9,11.7,25.1,8210.7,208.9,9124,-140.42100000000005,20.369999999999997,99.704,2210.92,106.61,0.02301990662019597,0.034112344085787526,85.58296595066129,108.60000000000001,NA,141.35999999999996,NA
"Ningxia Xinri Hengli Steel Wire Rope Co., Ltd (SHSE:600165)",SHSE:600165,Steel,China,Emerging Markets,China,0.7355468784984245,0.7470145305745174,0.06249199227287814,0.07168242627239044,NA,0.024482740000000003,0.049482740000000004,0.037112055000000005,0.0709784280286802,-0.09077719289190953,-0.0821124486472369,8096.2,0,168.3,168.3,8264.5,50.8,8213.7,0.006146772339524472,4.453204847422982,0.5290789060044011,0.020364208361062376,1.123497997329773,0.020787529952323313,2.44,121.88274572567244,0.43351014698779694,-0.015533333333333324,0.044721359549995794,0.5151900620159515,0.2534562211981567,NA,1140.3098591549297,NA,NA,NA,54.04672897196261,48.831121833534375,NA,1320.5305466237944,151.8243992606284,49.53980699638118,NA,0.0012598503001408068,NA,NA,0.0909,0.111,NA,NA,-0.019094766619519095,-0.011134020618556704,-0.006130790190735695,-0.006130790190735695,0.25,0,0.22,7.1,-2.7,-2.7,-2.7,165.8,440.4,2.67,6.22,-2.7,-126.50000000000003,44.81,141.06,NA,-188.57,-62.069999999999965,-188.57,141.4,242.49999999999997,149.8,54.10000000000002,-10.2,0.192,-0.411,0.45,1.3507276281902267,1.4866643391431704,-0.828,-2.1014444444444447,-10.2,NA,NA,NA,NA,6.22,8213.7,-62.069999999999965,1.2117999999999998,-2.8070000000000004,55.31180000000002,2.993,-0.019682803246295188,-0.011517702466601948,2744.303374540595,8.92,NA,-0.828,NA
"Yamato Kogyo Co., Ltd. (TSE:5444)",TSE:5444,Steel,Japan,Japan,Japan,0.7355468784984245,0.7358851888775058,0.06390261786991785,0.07202499002097157,NA,0.02062916,0.04562916,0.030544159704000002,0.07199650815770203,-0.024971617932846545,-0.03138458768897784,8091.2,0.5694546674193063,4.99,5.559454667419306,8096.759454667419,737,7359.759454667419,0.09102407007721497,0.9267563527653213,0.002328509414310574,0.0006866271251536971,0.002333944024945133,0.0006870989059001516,24.97,145.01267872603594,-0.25979041026077654,1.5161904761904763,0.5300943312279429,0.29428724438277254,0.237985831897377,198.27586206896552,61.06566037735849,72.43688451208594,13.949720670391061,4.098366468279093,3.3968094038623007,6.0215821984073825,71.01608249327651,47.284334975922874,4.48194794366914,5.477234095904904,0.025753804834377798,0.0003555344077516314,0.10300000000000001,0.0959,-0.0839,-0.013600000000000001,0.149,-0.00431,0.047053372088125024,0.040611920468724194,0.09281262982966348,0.0861114325438439,0.3306,0.3640394088669951,0.40270000000000006,132.5,111.7,103.5,103.63510906651614,1343.7,1203.5,160.1,155.649,65.90784522407503,16.9,11.559999999999999,25.53,0.5627554636917738,28.817845224075032,57.71,74.61,2373.9,1622.8694546674192,2382,1642.0894546674192,-2.8767,1.3,1.22,0.84,0.7801764609911578,0.6869288389841022,97.05000000000003,171.16666666666669,-2.8767,203,73.9,111.7,8091.2,155.649,7359.759454667419,57.71,2.1052,103.57270906651613,1644.1946546674192,160.751,0.046985419055480176,0.04053488532513109,45.783599820016164,1.27,904.2,97.05000000000003,0.07622856845446592
Carpenter Technology Corporation (NYSE:CRS),NYSE:CRS,Steel,United States,United States,United States,0.7355468784984245,0.7718014856257839,0.0539,0.06660010007522976,0.016,0.016,0.041,0.0246,0.06341175799665004,-0.0733590577299529,-0.009997597344298531,8087.5,35.378989551032504,629,664.3789895510325,8751.878989551033,22.5,8729.378989551033,0.002570876497134273,1.9807280513918628,0.37019377471914217,0.07591272575229184,0.5877899580209082,0.08214887042362072,34.66,106.75164943996867,-0.38489320203043903,1.9499065420560748,0.5796550698475775,0.4264605156735749,0.22474338195569965,2.8801369863013697,715.7079646017698,NA,22.361290322580643,5.459252209014263,7.15518004069716,4.459854417117017,100.07978038669268,42.27302174116723,5.715267166348152,4.8138187876646255,NA,0.004191653786707882,NA,NA,-0.07629999999999999,-0.00709,1.311,0.056600000000000004,-0.006758957654723128,0.05341416065235151,-0.004796856036525458,0.050409872328378603,0.4,0,1.0027,11.3,-8.3,84.1,87.2242020897935,1813.4,1730.3,227.7,206.5,87.2242020897935,16.9,-5.0000000000000036,90.8,0.9836719390298653,1.4242020897935,-111,-94.1,1228,1632.9789895510326,1130.3,1527.3789895510324,-33.9,2.06,2.14,1.07,0.5722584527873603,0.7059752177625593,189.02,132.48888888888888,-61.5,NA,NA,NA,NA,206.5,8729.378989551033,-111,50.34000000000001,85.7842020897935,1577.7189895510323,244,-0.007619256222914094,0.05096134637717922,35.77614339979932,112.20000000000002,880.4,189.02,0.15700776592892002
"Fushun Special Steel Co.,LTD. (SHSE:600399)",SHSE:600399,Steel,China,Emerging Markets,China,0.7355468784984245,0.7900941579011359,0.06249199227287814,0.07437455801040395,NA,0.01948274,0.04448274,0.033362055,0.07068420332410504,-0.020247359092947934,0.05614394312230146,7507.2,0,742.3,742.3,8249.5,271.6,7977.9,0.03292320746711922,5.538461538461538,0.7219412565648707,0.08998121098248378,2.596362364463099,0.09887841005967604,1.17,121.88274572567244,0.10185093633262765,1.094111111111111,0.10954451150103323,0.39655113163374023,0.17477130476649014,1.2409177820267687,469.2,469.2,53.18181818181818,NA,26.25813221406086,11.143238830339913,122.92604006163326,87.47697368421052,10.544409199048376,11.84191776755232,3.61875,0.007712595907928389,0.687,0.341,-0.050199999999999995,-0.028999999999999998,NA,0.127,0.054127198917456015,0.1268281464464065,0.023749443372420957,0.09633367967938251,0.25,0.06627906976744186,0.08130000000000001,16,16,64.9,64.9,673.7,673.7,91.2,91.2,60.59848837209303,-216.79999999999995,121.05,25.1,2.4117763318219234,-85.55151162790696,86.64999999999995,-130.15,295.6,477.80000000000007,285.9,756.5999999999998,-57.9,0.362,0.757,0.45,0.5514259233706298,0.2279517330128963,45.010000000000005,4.191111111111111,-57.9,17.2,1.14,16,7507.2,91.2,7977.9,86.64999999999995,86.86,60.81999999999999,843.4599999999998,116.80000000000001,0.031166657951158284,0.10057186090168274,68.30393835616438,26.299999999999997,375.6,45.010000000000005,0.0795089206853913
"Yongxing Special Stainless Steel Co., Ltd. (SZSE:002756)",SZSE:002756,Steel,China,Emerging Markets,China,0.7355468784984245,0.7355468784984245,0.06249199227287814,0.07096578984746318,NA,0.024482740000000003,0.049482740000000004,0.037112055000000005,0.07096578984746318,0.011371227973425602,0.015285096049064098,7492.5,0,0,0,7492.5,79.3,7413.2,0.010583917250583916,2.0833333333333335,0,0,0,0,4.15,121.88274572567244,NA,1.2261555555555557,0.07071067811865475,0.5617256269745934,0.1984231274638633,NA,205.27397260273972,205.27397260273972,31.203007518796994,NA,16.947523184799817,16.44534679543459,211.8057142857143,171.60185185185185,20.43329658213892,16.271290605794555,0.1578082191780822,0.0007687687687687688,0.0305,0.0183,-0.056799999999999996,-0.109,NA,0.28600000000000003,0.08233701782088879,0.08625088589652728,0.08011413520632132,0.07682177348551361,0.25,0.14094117647058824,0.0581,36.5,36.5,35,35,455.6,455.6,43.2,43.2,30.06705882352941,0,5.391,39.2,1.4830516101263842,-14.523941176470592,-8.091000000000003,-8.091000000000003,443.3,348.6,442.1,362.8,-5.76,0.331,NA,0.45,NA,NA,NA,NA,-5.76,42.5,5.99,36.5,7492.5,43.2,7413.2,-8.091000000000003,45.22,33.5,408.02,57.7,0.07164496847621388,0.07307518812715273,128.47833622183708,8.200000000000003,NA,NA,NA
"SILVERY DRAGON PRESTRESSED MATERIALS CO., LTD. TIANJIN (SHSE:603969)",SHSE:603969,Steel,China,Emerging Markets,China,0.7355468784984245,0.7355468784984245,0.06249199227287814,0.07096578984746318,NA,0.01948274,0.04448274,0.033362055,0.07096578984746318,0.01896536333670204,0.0481179779765286,7360.5,0,0,0,7360.5,29.5,7331,0.004007879899463352,3.78125,0,0,0,0,3.63,121.88274572567244,NA,1.6825555555555556,0.1673320053068151,0.48263331244922814,0.41463414634146345,NA,352.177033492823,352.177033492823,55.84615384615384,NA,31.822308690012967,34.443144595226954,322.9515418502203,278.74524714828897,36.33651048559377,34.30510060832943,0.41339712918660293,0.0011738332993682496,0.0593,0.195,-0.0876,-0.012199999999999999,NA,0.142,0.08993115318416522,0.11908376782399178,0.09780065512400561,0.10622367805334582,0.25,0.18582375478927202,0.1207,20.9,20.9,22.7,22.7,213.7,213.7,26.3,26.3,18.481800766283524,0,46.262,10.962,3.0962350868100548,-38.74219923371648,-36.324,-36.324,232.4,155.2,231.3,201.75300000000001,-8.64,0.673,0.928,0.45,NA,NA,NA,NA,-8.64,26.1,4.85,20.9,7360.5,26.3,7331,-36.324,18.433999999999997,23.262,220.187,33.06,0.08556256328886831,0.10907637799101534,221.7483363581367,3.6000000000000014,NA,NA,NA
"Xinyu Iron & Steel Co., Ltd (SHSE:600782)",SHSE:600782,Steel,China,Emerging Markets,China,0.7355468784984245,0.8377776873028288,0.06249199227287814,0.0773543967613181,NA,0.01948274,0.04448274,0.033362055,0.07047653347559603,-0.006257780373221888,-0.028070339312403665,7227.7,0,1339.4,1339.4,8567.1,496.1,8071,0.057907576659546406,4.512181994330618,0.5023817561231761,0.1563422861878582,1.0095726238034222,0.18531483044398636,0.52,121.88274572567244,-0.12865548314195313,1.1579333333333335,0.1673320053068151,0.3549828969723149,0.3215339233038349,0.6929065743944637,774.6730975348338,82.88646788990825,18.571428571428573,NA,5.447878194015225,1.849604626762546,100.76154806491886,31.102119460500962,3.721481399509396,2.0654093200603936,1.1754587155963303,0.014181551530915782,NA,0.0926,-0.0537,-0.0634,NA,0.0639,0.07109661638809621,0.042406194163192364,0.02023953207687309,0.018591588524742363,0.25,0.1111111111111111,0.11810000000000001,9.33,87.2,80.1,80.1,3907.7,4308.4,190.1,259.5,71.19999999999999,572.3999999999999,-149.99999999999997,14.9,-1.8974719101123594,206.29999999999995,-350.0999999999999,222.29999999999995,1226.5,1679.0000000000002,1326.7,2168.7600000000007,-102.5,0.495,0.574,0.45,0.9482342136284977,1.471266655024578,67.271,20.121111111111116,-102.5,95.4,10.6,87.2,7227.7,259.5,8071,-350.0999999999999,96.48,78.23999999999998,2265.2400000000007,222.7,0.06450588822204417,0.03917062803673747,36.24158060170633,179.4,56.3,67.271,0.06046668404447518
"Nisshin Steel Co., Ltd. (TSE:5413)",TSE:5413,Steel,Japan,Japan,Japan,0.7355468784984245,0.8876027774536847,0.06390261786991785,0.08172014110790055,NA,0.02062916,0.04562916,0.030544159704000002,0.0696449769619032,-0.10756347475620442,-0.05177992110445048,7167.9,0,2213.6,2213.6,9381.5,177,9204.5,0.018866918936204232,1.6719890510948905,0.5437484647506755,0.23595373874113948,1.1917734467535264,0.3088212726182006,12.79,145.01267872603594,NA,1.3294761904761907,0.39370039370059057,0.2828546828548243,0.154397885994715,2.2397660818713447,NA,NA,14.550625711035266,NA,3.8591041240443626,1.4723015302454554,120.16318537859009,28.84518959573801,2.3637647663071393,1.8906233952962925,NA,0.003272143863614169,0.483,NA,-0.022400000000000003,NA,NA,0.00221,-0.025843333648303886,0.017865055857452714,-0.012309284846302714,0.017237499437418424,0.3306,0,0.3539,-58.9,-54.7,76.6,76.6,4868.5,4443.8,326,319.1,76.6,0,0,-7.97,-0.10404699738903395,84.57,-46.730000000000004,-46.730000000000004,2116.6,4287.7,1857.4,3894,-23.4544,0.928,1.5,0.84,NA,NA,NA,NA,-23.4544,NA,NA,NA,NA,319.1,9204.5,-46.730000000000004,108.62000000000002,74.66,4002.62,359.8,-0.025453663008601402,0.016982385267678424,25.582267926625903,7.97,NA,NA,NA
Hill & Smith Holdings PLC (LSE:HILS),LSE:HILS,Steel,United Kingdom,Developed Europe,UK,0.7355468784984245,0.7515264468773865,0.05954250238815879,0.06974776525796128,NA,0.01708568,0.04208568,0.029459976,0.06868263736203604,0.07271892418515455,0.07618246709334252,7157,36.85500005401083,157.5,194.35500005401082,7351.355000054011,19.3,7332.055000054011,0.002625366344008445,0.445859872611465,0.4040182516181922,0.026437983208889092,0.6779037323125595,0.027155931263659467,16.51,78.90026990331205,0.2583970343418771,0.5399019607843137,0.1414213562373095,0.26304372260139564,0.2846328538985617,17.108108108108105,171.63069544364507,171.63069544364507,18.32408435072142,NA,24.963376351587026,10.731743889638627,112.04411744165297,75.0389417670045,23.716436734884017,10.994234517999717,0.4796163069544364,0.002794466955428252,0.13699999999999998,0.16,0.06709999999999999,0.058600000000000006,NA,0.0574,0.14246668944311583,0.14486510445537856,0.06252811515969411,0.0981241565290116,0.2,0.30033557046979864,0.9140999999999999,41.7,41.7,63.3,65.43899998919784,666.9,666.9,88.2,97.71000000000001,45.785340596468956,-17.799999999999997,0.12099999999999955,70.80000000000001,1.5489892414488133,-25.135659403531054,-11.42100000000001,-29.221000000000007,292.7,316.0550000540108,286.7,309.15500005401077,-20,0.31,0.205,0.51,0.16948264891073955,0.20524820021989088,59.86999999999999,37.08888888888889,-22.47,59.6,17.9,41.7,7157,97.71000000000001,7332.055000054011,-11.42100000000001,7.0120000000000005,65.62899998919784,316.16700005401077,90.67,0.13976751014307068,0.1421323652072264,80.86528068880567,24.900000000000006,168.99999999999997,59.86999999999999,0.250420888595695
Metalurgica Gerdau S.A. (BOVESPA:GOAU4),BOVESPA:GOAU4,Steel,Brazil,Emerging Markets,Latin America & Caribbean,0.7355468784984245,1.1854590815247454,0.09660348398311078,0.13951947739470896,NA,0.05220526,0.07720526,0.05660763848641203,0.09963908486267284,-0.27893337268611496,-0.01395977029718938,7094.4,0,6574.9,6574.9,13669.3,1579.5,12089.8,0.11555090604493282,5.594908120316189,0.47812586354843867,0.4809975638840321,0.9161708353654288,0.9267732295895355,1.32,121.88274572567244,-1.1908026618696637,5.233555555555556,0.4949747468305833,0.5333605435235673,0.5664845173041894,0.7669452181987001,NA,NA,20.625,NA,0.9885598829512994,0.6131825960690764,29.273123486682806,10.547722910486826,1.3053261209902935,1.0449445971408322,NA,0.002227108705457826,NA,NA,-0.0189,0.0124,-1.857,0.0462,-0.139413895291406,0.08567931456548346,-0.036595273902746805,0.03569638195993016,0.34,0,0.3678,-423.4,-423.4,413,413,11569.8,11569.8,1146.2,1146.2,413,797,-297.99999999999994,406.8,0.2634382566585958,304.19999999999993,-1329.2,-532.2,3037,4820.300000000001,7176.5,9261.9,-15.8,2.2,2.67,0.45,0.5465110042841665,0.6751245387989264,1645.8000000000004,473.13333333333344,-45.1,NA,NA,NA,NA,1146.2,12089.8,-1329.2,0,413,9261.9,1146.2,-0.139413895291406,0.08567931456548346,10.547722910486826,733.2,10029.300000000001,1645.8000000000004,0.17062702164717594
"Lingyuan Iron & Steel Co., Ltd. (SHSE:600231)",SHSE:600231,Steel,China,Emerging Markets,China,0.7355468784984245,0.7916461733309171,0.06249199227287814,0.07447154654664923,NA,0.01948274,0.04448274,0.033362055,0.07067693097526598,-0.04991683916751437,-0.015184505779710047,6992.7,0,711.1,711.1,7703.8,350.9,7352.900000000001,0.04554894986889586,3.3641632264210863,0.4859896118097321,0.09230509618629767,0.9454859726100253,0.10169176426845139,0.487,121.88274572567244,-0.05045020334448416,0.6214444444444445,0.09486832980505137,0.435129406039169,0.2660753880266075,1.464957264957265,362.31606217616576,362.31606217616576,40.58333333333333,NA,9.297566812923813,3.357194296413654,85.79813302217036,46.92342054881941,6.610536725703497,3.530126266263383,2.1968911917098444,0.0060634661861655725,0.20600000000000002,-0.03,-0.026000000000000002,0.00215,NA,0.0753,0.02455470737913486,0.05549242519555593,0.009265927312881079,0.04114455806807816,0.25,0.4097859327217125,0.09880000000000001,19.3,19.3,85.7,85.7,2082.9,2082.9,156.7,156.7,50.58134556574924,51.30000000000007,55.17,293.9,6.901160815230862,-298.48865443425075,-381.07000000000005,-329.77,786,911.5000000000001,752.1,1112.3000000000002,-42.4,0.344,0.149,0.45,1.0803609607457638,1.257109132136707,17.9,26.44333333333334,-42.4,32.7,13.4,19.3,6992.7,156.7,7352.900000000001,-381.07000000000005,65.62,95.4,1177.92,189.5,0.03405274653014254,0.05762487925571949,38.801583113456466,70.99999999999999,275.32,17.9,0.025799570487597463
"Jiangsu Yulong Steel Pipe Co., Ltd. (SHSE:601028)",SHSE:601028,Steel,China,Emerging Markets,China,0.7355468784984245,0.7394801146420187,0.06249199227287814,0.07121158561015607,NA,0.01948274,0.04448274,0.033362055,0.07094363580522856,-0.17791373900962376,-0.06609278551250483,6956.7,0,49.6,49.6,7006.3,127.8,6878.5,0.018240726203559654,3.3770867847585064,0.12509457755359396,0.007079342877124873,0.14298068607667916,0.007129817298431728,1.51,121.88274572567244,-0.1595140762558087,2.018377777777778,0.2024845673131659,0.3976599356111248,0.320973348783314,0.6566037735849056,346.10447761194024,NA,94.375,NA,20.053906024791008,20.281924198250728,3953.1609195402298,377.93956043956047,25.59918124302196,20.05393586005831,NA,0.0011859071111302772,NA,NA,-0.13,-0.0672,NA,0.0548,-0.1067021533994677,0.004850850292723724,-0.16857798165137614,0.00665137614678899,0.25,0,0.1009,20.1,-44.1,1.74,1.74,343,261.6,34.4,18.2,1.74,-14.600000000000009,-4.800000000000011,29.970000000000002,14.465517241379306,-23.429999999999993,-54.66999999999999,-69.27,413.3,358.70000000000005,346.9,268.7,-8.25,0.671,1.39,0.45,NA,NA,NA,NA,-8.25,NA,NA,NA,NA,18.2,6878.5,-54.66999999999999,30.672,1.1620000000000008,299.372,44.7,-0.1006324723180741,0.002984292655866371,153.8814317673378,16.46,NA,NA,NA
"Zhejiang Jiuli Hi-Tech Metals Co., Ltd. (SZSE:002318)",SZSE:002318,Steel,China,Emerging Markets,China,0.7355468784984245,0.7382817093264767,0.06249199227287814,0.07113669487443745,NA,0.01948274,0.04448274,0.033362055,0.07095035255250785,-0.007301295243733158,-0.017912528161712356,6898.7,0,34.2,34.2,6932.9,64.5,6868.4,0.009303466082014742,4.753416518122401,0.08148677626876341,0.004933000620231073,0.088715953307393,0.0049574557525330866,1.4,121.88274572567244,-0.07684947324160721,1.3704222222222224,0.18439088914585774,0.4457920908173385,0.19003115264797504,9.318181818181818,285.0702479338843,285.0702479338843,35,NA,17.895460440985733,17.75270200720535,279.2032520325203,134.93909626719056,19.352784547977627,17.67472979927946,0.20165289256198346,0.0007073796512386391,-0.0825,0.0795,-0.0179,0.037000000000000005,NA,0.127,0.0638353996307043,0.0530378243907955,0.06227483273288728,0.06330416881111683,0.25,0.17101449275362318,0.10880000000000001,24.2,24.2,24.6,24.6,388.6,388.6,50.9,50.9,20.393043478260868,21.099999999999994,8.530000000000001,24.965999999999998,1.6425208937404059,-13.10295652173913,-30.395999999999994,-9.296,379.1,384.5,385.5,354.905,-4.88,0.685,0.478,0.45,0.43257956937023734,0.5542738124328543,25.53,18.17111111111111,-4.88,27.6,4.72,24.2,6898.7,50.9,6868.4,-30.395999999999994,40.800000000000004,25.620000000000005,395.705,65.2,0.06006191950464396,0.04993794661568816,105.34355828220858,26.299999999999997,74.69999999999999,25.53,0.1188533653006832
"Tokyo Steel Manufacturing Co., Ltd. (TSE:5423)",TSE:5423,Steel,Japan,Japan,Japan,0.7355468784984245,0.7355468784984245,0.06390261786991785,0.07200337110209572,NA,0.02062916,0.04562916,0.030544159704000002,0.07200337110209572,0.08286112246603215,0.053143791600988824,6855.2,0,0,0,6855.2,87.6,6767.599999999999,0.012778620609172599,2.550312283136711,0,0,0,0,8.01,145.01267872603594,-0.25240387212910664,1.5461904761904761,0.40249223594996214,0.35180802845996684,0.3377926421404682,327.07692307692304,40.20645161290322,55.28387096774193,11.796759941089837,NA,7.5298769771529,5.741373534338359,63.66509877704609,49.36250911743253,8.225085075352455,5.668006700167504,0,0,NA,NA,-0.0138,-0.061799999999999994,-0.0711,0.042699999999999995,0.15486449356812787,0.12514716270308454,0.12271152894606631,0.10519544779811973,0.3306,0,0.3457,170.5,124,106.3,106.3,1194,1010.5,192.1,137.1,106.3,0,0,-1.44,-0.01354656632173095,107.74,125.44,125.44,800.7,849.4,910.4,822.8,0,1.18,1.54,0.84,1.23654636320558,1.74918569510703,86.52000000000001,-118.01777777777778,0,100.8,NA,124,6855.2,137.1,6767.599999999999,NA,3.4080000000000004,105.99,826.208,193.12,0.15382262084197643,0.12428354330634797,35.04349627174813,1.44,675.4300000000001,86.52000000000001,0.1154962856170281
