Company Name,Exchange:Ticker,Industry Classifications,Market Cap Class,Enterprise Value,Market Cap,Invested Capital,PE,PBV,EV/EBITDAR,EV/EBITDA,EV/EBIT,EV/Sales,EV/Invested Capital,ROE,ROIC,R&D/Sales,Operating Margin adjusted for R&D,Dividend Payout Rate,(Dividends + Buybacks)/ Net Income,Revenue Growth Rate (last 5 years),Expcted growth in EPS,Operating Margin,R&D Effect on Earnings,EBITDAR
"Osiris Therapeutics, Inc. (NasdaqGM:OSIR)",NasdaqGM:OSIR,Biotechnology (Primary),5,583.317,622.7,44.617000000000004,155.675,7.413095238095239,36.2759328358209,83.09358974358975,97.54464882943144,7.183706896551724,13.073873187350111,0.047619047619047616,0.1340296299616738,0.11157635467980295,0.1585591133004926,0,0,0.136,NA,0.07364532019704434,6.8950000000000005,16.08
"Aerie Pharmaceuticals, Inc. (NasdaqGM:AERI)",NasdaqGM:AERI,Pharmaceuticals (Primary),5,609.9000000000001,625.6,12.299999999999983,NA,22.342857142857145,NA,NA,NA,NA,49.585365853658615,-2.3464285714285715,NA,NA,NA,NA,NA,NA,NA,NA,33.923,-26.699999999999996
Knight Therapeutics Inc. (TSX:GUD),TSX:GUD,Biotechnology (Primary),5,266.6,633.6,46.60000000000002,5.346835443037975,1.5319148936170213,NA,NA,NA,476.9230769230769,5.721030042918453,0.28650870406189555,NA,2.2003577817531306,-11.751162790697673,0,0,NA,NA,-13.792486583184257,1.1411,-6.390000000000001
"OncoMed Pharmaceuticals, Inc. (NasdaqGS:OMED)",NasdaqGS:OMED,Biotechnology (Primary),5,402.6,634.6,-155.6,NA,8.306282722513089,NA,NA,NA,9.608591885441529,NA,-0.7421465968586387,NA,0.8377088305489261,-0.9241050119331742,NA,NA,NA,NA,-1.3675417661097853,18.580000000000002,-20.699999999999996
"Epizyme, Inc. (NasdaqGS:EPZM)",NasdaqGS:EPZM,Biotechnology (Primary),5,445.1,635.2,-29.799999999999983,NA,3.962570180910792,NA,NA,NA,22.034653465346537,NA,-0.7598253275109169,NA,1.2425742574257428,-5.119851485148515,NA,NA,NA,NA,-6.03960396039604,18.579,-95.9
"Aimmune Therapeutics, Inc. (NasdaqGS:AIMT)",NasdaqGS:AIMT,Biotechnology (Primary),5,688.9300000000001,691.2,-1.599,NA,1030.1043219076007,NA,NA,NA,NA,NA,-26.229508196721312,NA,NA,NA,NA,NA,NA,NA,NA,8.953,-7.4
"TG Therapeutics, Inc. (NasdaqCM:TGTX)",NasdaqCM:TGTX,Biotechnology (Primary),5,618.775,697.3,1.5750000000000028,NA,8.705368289637953,NA,NA,NA,4070.8881578947367,392.87301587301516,-0.8476903870162299,NA,326.97368421052636,-169.27039473684212,NA,NA,NA,NA,-446.71052631578954,42.1709,-18.200000000000003
Genomic Health Inc. (NasdaqGS:GHDX),NasdaqGS:GHDX,Biotechnology (Primary),5,598.1999999999999,701.9,41.8,NA,4.824054982817869,30.5204081632653,NA,NA,2.1595667870036097,14.311004784688995,-0.21512027491408936,NA,0.16101083032490976,-0.07139711191335739,NA,NA,0.111,0.15,-0.11480144404332131,12.023000000000003,19.6
"Mirati Therapeutics, Inc. (NasdaqCM:MRTX)",NasdaqCM:MRTX,Biotechnology (Primary),5,681.3000000000001,710.6,-1.1999999999999993,NA,25.288256227758005,NA,NA,NA,NA,NA,-1.6512455516014233,NA,NA,NA,NA,NA,NA,NA,NA,14.340999999999994,-14.899999999999999
"BioCryst Pharmaceuticals, Inc. (NasdaqGS:BCRX)",NasdaqGS:BCRX,Biotechnology (Primary),5,679.3000000000001,722.1,32.8,NA,9.551587301587302,NA,NA,NA,16.408212560386474,20.71036585365854,-0.4060846560846561,NA,0,-0.8671497584541062,NA,NA,-0.16,-0.222,-0.8671497584541062,0,-35.7
"Relypsa, Inc. (NasdaqGS:RLYP)",NasdaqGS:RLYP,Pharmaceuticals (Primary),5,614.5,734.4,-1.4000000000000057,NA,6.19746835443038,NA,NA,NA,NA,NA,-0.9789029535864979,NA,NA,NA,NA,NA,NA,NA,NA,47.38,-44
"PDL BioPharma, Inc. (NasdaqGS:PDLI)",NasdaqGS:PDLI,Biotechnology (Primary),5,893.5,735.5,618.3999999999999,2.2977194626679163,1.5975238922675934,1.9824717106722876,1.9824717106722876,1.933982683982684,1.7852147852147853,1.444857697283312,0.6952649869678541,0.7470892626131955,0,0.9230769230769231,0.3049047172758513,0.3049047172758513,0.09910000000000001,NA,0.9230769230769231,0,450.7
"Synergy Pharmaceuticals, Inc. (NasdaqGS:SGYP)",NasdaqGS:SGYP,Biotechnology (Primary),5,742.5,738.9,-1.5600000000000023,NA,NA,NA,NA,NA,NA,NA,22.209302325581394,NA,NA,NA,NA,NA,NA,NA,NA,64.094,-17.39999999999999
"Retrophin, Inc. (NasdaqGM:RTRX)",NasdaqGM:RTRX,Biotechnology (Primary),5,806.7,750.7,18.7,NA,NA,93.80232558139534,NA,NA,12.624413145539908,43.13903743315508,0.8820375335120644,NA,0.758998435054773,-0.09631142410015649,NA,NA,NA,NA,-0.7683881064162754,42.9457,8.600000000000001
Array BioPharma Inc. (NasdaqGM:ARRY),NasdaqGM:ARRY,Biotechnology (Primary),5,683.3,754.3,-28.30000000000001,80.50160085378869,17.665105386416858,NA,NA,NA,13.165703275529864,NA,0.21943793911007023,NA,1.048169556840077,-2.1362235067437383,0,0,-0.00743,NA,-2.023121387283237,-5.8700000000000045,-46.9
"Foundation Medicine, Inc. (NasdaqGS:FMI)",NasdaqGS:FMI,Biotechnology (Primary),5,711.5,783.6,14.100000000000009,NA,9.090487238979119,NA,NA,NA,9.252275682704811,50.46099290780139,-0.8851508120649652,NA,0.44213263979193757,-0.667516254876463,NA,NA,NA,-0.37,-1.0065019505851756,26.068,-35.099999999999994
"Atara Biotherapeutics, Inc. (NasdaqGS:ATRA)",NasdaqGS:ATRA,Biotechnology (Primary),5,722.1999999999999,826.3,-0.8999999999999915,NA,8.006782945736433,NA,NA,NA,NA,NA,-0.39341085271317827,NA,NA,NA,NA,NA,NA,NA,NA,20.0017,-14.299999999999997
"Dermira, Inc. (NasdaqGS:DERM)",NasdaqGS:DERM,Pharmaceuticals (Primary),5,734.34,829.6,58.33999999999999,NA,5.401041666666667,NA,NA,NA,100.59452054794521,12.587247171751804,-0.2981770833333333,NA,0,-6.315068493150685,NA,NA,NA,NA,-6.315068493150685,0,-46
"Supernus Pharmaceuticals, Inc. (NasdaqGM:SUPN)",NasdaqGM:SUPN,Pharmaceuticals (Primary),5,786.8000000000001,834.2,24.000000000000014,23.766381766381766,11.683473389355742,12.629213483146069,19.05084745762712,19.47524752475248,5.370648464163823,32.78333333333332,0.49159663865546216,1.6833333333333322,0.14334470989761092,0.2791126279863481,0,0,NA,0.7,0.2757679180887372,0.490000000000002,62.3
"MiMedx Group, Inc. (NasdaqCM:MDXG)",NasdaqCM:MDXG,Biotechnology (Primary),5,799.3000000000001,851.6,37,42.79396984924624,9.536394176931692,25.198612862547293,33.58403361344538,37.525821596244135,4.567428571428572,21.602702702702704,0.22284434490481522,0.5756756756756757,0.04525714285714286,0.15101714285714285,0,1.0753768844221105,2.171,0.15,0.12171428571428572,5.128,31.72
"Tyme Technologies, Inc. (OTCPK:TYMI)",OTCPK:TYMI,Pharmaceuticals (Primary),5,882.94,881.6,-1.1300000000000001,NA,NA,NA,NA,NA,NA,NA,3.935222672064777,NA,NA,NA,NA,NA,NA,NA,NA,1.7190999999999999,-3.2200000000000006
"Five Prime Therapeutics, Inc. (NasdaqGS:FPRX)",NasdaqGS:FPRX,Biotechnology (Primary),5,742,891.1,-63.89999999999999,NA,10.458920187793428,NA,NA,NA,34.835680751173705,NA,-0.48591549295774644,NA,0,-1.9577464788732395,NA,NA,NA,NA,-1.9577464788732395,0,-40.1
"Sucampo Pharmaceuticals, Inc. (NasdaqGM:SCMP)",NasdaqGM:SCMP,Pharmaceuticals (Primary),5,842.6999999999999,910.9,14.099999999999994,34.11610486891386,11.068043742405832,15.936081694402418,17.519750519750517,17.70378151260504,6.418126428027417,59.76595744680853,0.3244228432563791,3.3758865248226964,0.0364051789794364,0.38910129474485905,0,0,0.17600000000000002,0.46799999999999997,0.3625285605483625,3.4890000000000003,52.88
"PTC Therapeutics, Inc. (NasdaqGS:PTCT)",NasdaqGS:PTCT,Biotechnology (Primary),5,621,936.2,-16.69999999999999,NA,3.136348408710218,NA,NA,NA,21.713286713286713,NA,-0.4381909547738694,NA,0,-4.7727272727272725,NA,NA,NA,NA,-4.7727272727272725,0,-134.1
Dynavax Technologies Corporation (NasdaqCM:DVAX),NasdaqCM:DVAX,Biotechnology (Primary),5,828.8599999999999,942,-12.64,NA,9.373134328358208,NA,NA,NA,124.45345345345343,NA,-1.0139303482587065,NA,0,-18.37237237237237,NA,NA,-0.157,NA,-15.345345345345345,-20.16,-100.8
Exact Sciences Corporation (NasdaqCM:EXAS),NasdaqCM:EXAS,Biotechnology (Primary),5,677.56,956.6,9.95999999999998,NA,3.3100346020761244,NA,NA,NA,25.56830188679245,68.02811244979934,-0.5200692041522492,NA,1.1056603773584905,-5.18622641509434,NA,NA,0.385,0.225,-5.70566037735849,13.765,-115.10000000000001
"Revance Therapeutics, Inc. (NasdaqGM:RVNC)",NasdaqGM:RVNC,Pharmaceuticals (Primary),5,794.64,962.1,8.939999999999998,NA,5.454081632653061,NA,NA,NA,2648.8,88.88590604026848,-0.3424036281179138,NA,107.00000000000001,-125.20000000000002,NA,NA,NA,NA,-198,21.84,-25.199999999999996
ProMetic Life Sciences Inc. (TSX:PLI),TSX:PLI,Biotechnology (Primary),5,990.7,994,86.9,NA,11.019955654101995,NA,NA,NA,69.76760563380283,11.400460299194476,-0.36585365853658536,NA,0,-2.4225352112676055,NA,NA,0.0248,NA,-2.4225352112676055,0,-32.9
"NantKwest, Inc. (NasdaqGS:NK)",NasdaqGS:NK,Biotechnology (Primary),6,986.265,1045.1,-0.4350000000000023,NA,17.89554794520548,NA,NA,NA,2231.3687782805428,NA,-2.0736301369863015,NA,8.099547511312217,-263.17782805429863,NA,NA,NA,-0.018000000000000002,-270.81447963800906,3.3754,-115.02
Theravance Inc. (NasdaqGS:THRX),NasdaqGS:THRX,Pharmaceuticals (Primary),6,1530.1999999999998,1045.1,261.8,NA,NA,105.53103448275861,105.53103448275861,106.26388888888887,39.84895833333333,5.844919786096256,0.1746529332736229,0.05500381970970206,0,0.375,NA,NA,0.127,NA,0.375,0,14.5
"Lexicon Pharmaceuticals, Inc. (NasdaqGS:LXRX)",NasdaqGS:LXRX,Biotechnology (Primary),6,825.7000000000002,1056.9,52.80000000000001,NA,3.721478873239437,NA,NA,NA,34.261410788381745,15.638257575757576,-0.35070422535211265,NA,0,-3.1825726141078836,NA,NA,0.303,-0.9129999999999999,-3.1825726141078836,0,-75.4
"ImmunoGen, Inc. (NasdaqGS:IMGN)",NasdaqGS:IMGN,Biotechnology (Primary),6,780.4999999999999,1058.6,-243.00000000000003,NA,30.159544159544154,NA,NA,NA,8.950688073394494,NA,-2.056980056980057,NA,0,-0.7018348623853211,NA,NA,0.506,NA,-0.7018348623853211,0,-55.9
"Cempra, Inc. (NasdaqGS:CEMP)",NasdaqGS:CEMP,Pharmaceuticals (Primary),6,984.6999999999999,1065.3,-19.599999999999994,NA,17.463934426229507,NA,NA,NA,41.02916666666666,NA,-1.4245901639344263,NA,0,-3.685416666666667,NA,NA,NA,NA,-3.5124999999999997,-4.15,-84.2
"Heron Therapeutics, Inc. (NasdaqCM:HRTX)",NasdaqCM:HRTX,Biotechnology (Primary),6,994.4999999999998,1065.6,-8,NA,16.887480190174326,NA,NA,NA,NA,NA,-1.323296354992076,NA,NA,NA,NA,NA,NA,0.725,NA,0,-81.2
Eagle Pharmaceuticals Inc. (NasdaqGM:EGRX),NasdaqGM:EGRX,Biotechnology (Primary),6,1044.6999999999998,1079.6,-7,NA,38.69534050179211,87.78991596638653,NA,NA,19.382189239332092,NA,-0.17526881720430107,NA,0.3673469387755102,0.17198515769944345,NA,NA,NA,NA,-0.1469387755102041,17.19,11.9
"Amicus Therapeutics, Inc. (NasdaqGM:FOLD)",NasdaqGM:FOLD,Biotechnology (Primary),6,953.4000000000001,1090.7,-15.099999999999994,NA,8.925531914893616,NA,NA,NA,3253.9249146757684,NA,-0.7348608837970539,NA,102.04778156996588,-275.5597269624574,NA,NA,-0.648,NA,-299.65870307167233,7.061,-56.300000000000004
"Acceleron Pharma, Inc. (NasdaqGM:XLRN)",NasdaqGM:XLRN,Biotechnology (Primary),6,916.0999999999999,1092.6,-20.19999999999999,NA,6.9904030710172735,NA,NA,NA,52.64942528735632,NA,-0.32309660908509275,NA,1.9195402298850575,-1.802298850574713,NA,NA,NA,NA,-3.109195402298851,22.74,-19.5
"Coherus Biosciences, Inc. (NasdaqGM:CHRS)",NasdaqGM:CHRS,Biotechnology (Primary),6,952.4,1102.8,-83.60000000000001,NA,16.508982035928145,NA,NA,NA,27.05681818181818,NA,-2.0434131736526946,NA,0.5482954545454545,-3.1919886363636363,NA,NA,NA,NA,-3.6505681818181817,16.142,-108.10000000000001
"Merrimack Pharmaceuticals, Inc. (NasdaqGM:MACK)",NasdaqGM:MACK,Biotechnology (Primary),6,1108.2,1112,-105.89999999999999,NA,NA,NA,NA,NA,9.781112091791703,NA,0.931439764936337,NA,0,-0.6831421006178289,NA,NA,NA,NA,-0.6831421006178289,0,-74.4
Repligen Corporation (NasdaqGS:RGEN),NasdaqGS:RGEN,Biotechnology (Primary),6,1077.2,1135.7,53.2,149.2378449408673,10.167412712623097,41.751937984496124,53.86,69.05128205128206,14.576454668470905,20.24812030075188,0.06812891674127126,0.2932330827067669,0.07848443843031122,0.16500676589986465,0,0,NA,0.175,0.21109607577807846,-3.4059999999999997,25.8
"TherapeuticsMD, Inc. (AMEX:TXMD)",AMEX:TXMD,Pharmaceuticals (Primary),6,1086.3999999999999,1137.8,-3,NA,23.50826446280992,NA,NA,NA,61.03370786516853,NA,-1.7004132231404958,NA,4.01123595505618,-0.9576516853932575,NA,NA,NA,NA,-4.623595505617978,65.25380000000001,-10.899999999999991
DepoMed Inc. (NasdaqGS:DEPO),NasdaqGS:DEPO,Pharmaceuticals (Primary),6,810.8000000000001,1140.3,34.89999999999998,16.81858407079646,3.1292535675082327,3.828139754485364,4.021825396825397,4.902055622732769,2.174892703862661,23.23209169054443,0.18605927552140505,4.739255014326651,0.027360515021459225,0.4306625536480687,0,0,0.374,0.89,0.4436695278969957,-4.849000000000002,211.79999999999998
"MacroGenics, Inc. (NasdaqGS:MGNX)",NasdaqGS:MGNX,Biotechnology (Primary),6,983.4999999999999,1141.1,-36.3,1414.0024783147458,9.407254740313272,321.40522875816987,321.40522875816987,1098.8826815642456,9.651619234543668,NA,0.00665292662819456,NA,0,0.008783120706575073,0,0.023543990086741014,NA,NA,0.008783120706575073,0,3.06
"Sarepta Therapeutics, Inc. (NasdaqGS:SRPT)",NasdaqGS:SRPT,Biotechnology (Primary),6,944.73,1148.7,43.72999999999999,NA,4.637464675010094,NA,NA,NA,866.7247706422017,21.60370455065173,-0.7149777957206298,NA,0,-162.11009174311926,NA,NA,-0.42100000000000004,NA,-158.80733944954127,-3.6,-168.3
NewLink Genetics Corporation (NasdaqGM:NLNK),NasdaqGM:NLNK,Biotechnology (Primary),6,952.6300000000001,1154.3,2.1299999999999955,10.687962962962963,5.6638861629048085,5.794586374695864,7.244334600760457,7.311051419800461,4.140069534984789,447.24413145540007,0.5299313052011776,61.17370892018793,0.1429813124728379,0.7013733159495873,0,0,1.6469999999999998,NA,0.5662755323772274,31.086,164.4
Momenta Pharmaceuticals Inc. (NasdaqGS:MNTA),NasdaqGS:MNTA,Biotechnology (Primary),6,971.5,1163,14.900000000000006,NA,5.63468992248062,93.41346153846155,NA,NA,11.56547619047619,65.20134228187916,-0.33527131782945735,NA,0.8488095238095238,-0.28599285714285727,NA,NA,0.391,NA,-0.8321428571428572,45.876599999999996,10.399999999999999
"Achillion Pharmaceuticals, Inc. (NasdaqGS:ACHN)",NasdaqGS:ACHN,Biotechnology (Primary),6,1031.474,1183.9,-8.926000000000016,NA,8.250174216027876,NA,NA,NA,1450.7369901547117,NA,-0.5958188153310104,NA,0,-120.9563994374121,NA,NA,0.21600000000000003,NA,-120.9563994374121,0,-85.4
"Seres Therapeutics, Inc. (NasdaqGS:MCRB)",NasdaqGS:MCRB,Biotechnology (Primary),6,1088,1199.7,-0.7999999999999972,NA,10.81785392245266,NA,NA,NA,NA,NA,-0.29666366095581603,NA,NA,NA,NA,NA,NA,NA,NA,20.141,-9.100000000000001
Insmed Incorporated (NasdaqGS:INSM),NasdaqGS:INSM,Biotechnology (Primary),6,1100.3,1234.6,51.900000000000006,NA,6.630504833512353,NA,NA,NA,NA,21.200385356454717,-0.5241675617615468,NA,NA,NA,NA,NA,NA,NA,NA,9.218,-75.3
"Celldex Therapeutics, Inc. (NasdaqGS:CLDX)",NasdaqGS:CLDX,Biotechnology (Primary),6,1073.8,1274.8,10.699999999999989,NA,6.021728861596599,NA,NA,NA,204.92366412213738,100.35514018691599,-0.5781766650921115,NA,0,-25.4030534351145,NA,NA,-0.19399999999999998,NA,-24.064885496183205,-7.0120000000000005,-122.5
"Emergent BioSolutions, Inc. (NYSE:EBS)",NYSE:EBS,Biotechnology (Primary),6,1258.7,1288.2,523.7,28.948314606741572,2.328633405639913,11.432334241598548,11.432334241598548,16.649470899470902,2.6459953752364935,2.4034752721023485,0.0804410701373825,0.1443574565590987,0,0.1589236914021442,0,0.0044943820224719105,0.182,0.255,0.1589236914021442,0,110.1
Phibro Animal Health Corporation (NasdaqGM:PAHC),NasdaqGM:PAHC,Pharmaceuticals (Primary),6,1572.8999999999999,1312.6,289.90000000000003,21.76782752902156,44.34459459459459,14.686274509803921,14.686274509803921,17.792986425339365,2.1011220945765428,5.425664022076577,2.037162162162162,0.30493273542600896,0,0.11720545017365751,0.25870646766169153,0.25870646766169153,NA,0.111,0.11808709591236977,-0.6599999999999999,107.1
MannKind Corp. (NasdaqGM:MNKD),NasdaqGM:MNKD,Biotechnology (Primary),6,1424.2,1323.1,27.300000000000026,NA,NA,NA,NA,NA,NA,52.16849816849812,1.7953929539295395,NA,NA,NA,NA,NA,NA,NA,NA,-91.29999999999998,-50.1
Ariad Pharmaceuticals Inc. (NasdaqGS:ARIA),NasdaqGS:ARIA,Biotechnology (Primary),6,1154.8,1350.6,-115,NA,16.715346534653463,NA,NA,NA,7.745137491616365,NA,-2.1905940594059405,NA,1.0663983903420524,-0.6167002012072436,NA,NA,-0.037599999999999995,NA,-1.1522468142186453,79.85,-3.3000000000000114
"Exelixis, Inc. (NasdaqGS:EXEL)",NasdaqGS:EXEL,Biotechnology (Primary),6,1603.8000000000002,1386.4,102.59999999999997,NA,NA,NA,NA,NA,51.73548387096775,15.631578947368428,1.7334494773519165,NA,4.196774193548387,-6.594838709677418,NA,NA,-0.303,NA,-4.635483870967741,-60.73999999999998,-11.700000000000017
"AMAG Pharmaceuticals, Inc. (NasdaqGS:AMAG)",NasdaqGS:AMAG,Biotechnology (Primary),6,1751.3,1400.2,811.0999999999999,8.304863582443653,3.043913043478261,8.9856336582863,9.944917660420217,15.89201451905626,4.827177508269019,2.1591665639255333,0.3665217391304348,0.1358648748612995,0.05181918412348401,0.3035281146637266,0,0,0.423,NA,0.30374862183020945,-0.0799999999999983,194.9
"Spark Therapeutics, Inc. (NasdaqGS:ONCE)",NasdaqGS:ONCE,Biotechnology (Primary),6,1351.8000000000002,1426.4,-19.39999999999999,NA,25.84057971014493,NA,NA,NA,323.3971291866029,NA,-0.7210144927536231,NA,6.818181818181818,-3.0928229665071783,NA,NA,NA,NA,-9.377990430622011,26.272,-9.700000000000003
"Global Blood Therapeutics, Inc. (NasdaqGS:GBT)",NasdaqGS:GBT,Biotechnology (Primary),6,1418.5,1470.6,0.6999999999999957,NA,27.852272727272727,NA,NA,NA,NA,2026.4285714285838,-0.5018939393939394,NA,NA,NA,NA,NA,NA,NA,NA,18.38,-4.5
"FibroGen, Inc. (NasdaqGS:FGEN)",NasdaqGS:FGEN,Biotechnology (Primary),6,1441.4,1507.5,174.59999999999997,NA,6.262982966348152,NA,NA,NA,8.65186074429772,8.25544100801833,-0.3298712089738264,NA,0,-0.42316926770708285,NA,NA,NA,NA,-0.42316926770708285,0,-65.1
Alder Biopharmaceuticals Inc. (NasdaqGM:ALDR),NasdaqGM:ALDR,Biotechnology (Primary),6,1478.3,1534.2,3.3000000000000043,NA,25.91554054054054,138.15887850467288,NA,NA,32.70575221238938,447.9696969696964,-0.17905405405405403,NA,0.4668141592920354,0.059955752212389433,NA,NA,NA,NA,-0.24557522123893802,13.810000000000002,10.700000000000001
"Sage Therapeutics, Inc. (NasdaqGM:SAGE)",NasdaqGM:SAGE,Biotechnology (Primary),6,1428.7,1556.5,-5.8999999999999915,NA,12.768662838392125,NA,NA,NA,NA,NA,-0.5225594749794914,NA,NA,NA,NA,NA,NA,NA,NA,42.427,-16.700000000000003
"Acorda Therapeutics, Inc. (NasdaqGS:ACOR)",NasdaqGS:ACOR,Biotechnology (Primary),6,1571.3000000000002,1587.9,523.6999999999999,728.394495412844,2.938922820655192,7.821304131408663,22.51146131805158,28.36281588447654,3.2762718932443704,3.000381898033226,0.004034795483990376,0.10578575520336071,0.2733527939949958,0.3117389491242702,0,0,0.282,0.29,0.11551292743953294,94.11,200.89999999999998
"ZIOPHARM Oncology, Inc. (NasdaqCM:ZIOP)",NasdaqCM:ZIOP,Biotechnology (Primary),6,1560.1000000000001,1602.9,-9,NA,47.42307692307693,NA,NA,NA,1026.3815789473686,NA,-3.221893491124261,NA,0,-79.39144736842105,NA,NA,NA,NA,-75.65789473684211,-5.675,-114.5
Nektar Therapeutics (NasdaqGS:NKTR),NasdaqGS:NKTR,Pharmaceuticals (Primary),6,1518.8000000000002,1622.9,-67.80000000000001,266.4860426929393,44.70798898071626,7.015242494226329,27.81684981684982,35.820754716981135,5.349771046143009,NA,0.16776859504132233,NA,0.5702712222613597,0.22839027826699554,0,0,0.17800000000000002,NA,0.14934836209933075,22.440000000000026,216.5
"Ironwood Pharmaceuticals, Inc. (NasdaqGS:IRWD)",NasdaqGS:IRWD,Biotechnology (Primary),6,1560.1,1631.1,17.599999999999966,NA,18.409706546275395,NA,NA,NA,13.966875559534467,88.64204545454562,-1.8160270880361176,NA,0,-1.2533572068039391,NA,NA,0.218,NA,-1.2533572068039391,0,-127.9
"ZS Pharma, Inc. (NasdaqGM:ZSPH)",NasdaqGM:ZSPH,Pharmaceuticals (Primary),6,1592.8000000000002,1684.7,4.900000000000006,NA,17.403925619834713,NA,NA,NA,NA,325.06122448979556,-0.9473140495867769,NA,NA,NA,NA,NA,NA,NA,NA,51.961000000000006,-23
"Aduro BioTech, Inc. (NasdaqGS:ADRO)",NasdaqGS:ADRO,Biotechnology (Primary),6,1608.7,1728.2,-40.7,NA,21.931472081218274,NA,NA,NA,50.588050314465406,NA,-0.6154822335025381,NA,0,-0.7327044025157233,NA,NA,NA,NA,-0.7327044025157233,0,-22.9
"Lannett Company, Inc. (NYSE:LCI)",NYSE:LCI,Pharmaceuticals (Primary),6,1520.6100000000001,1733.4,251.01,11.563709139426285,3.73738680465718,5.707995495495497,6.440533672172809,6.597006507592192,3.7379793510324486,6.057965818094897,0.3231996550237171,0.9182901079638262,0.07448377581120944,0.6108947885939037,0,0.0008072048032021347,0.266,0.14300000000000002,0.5666175024582104,18.012,266.4
Concordia Healthcare Corp. (TSX:CXR),TSX:CXR,Pharmaceuticals (Primary),6,1973,1757.1,473.49999999999994,90.5721649484536,6.821040372670806,15.796637309847878,17.429328621908127,23.799758745476478,10.206932229694774,4.166842661034847,0.07531055900621117,0.17507919746568112,0.06052767718572167,0.483585100879462,0.44484536082474235,0.44484536082474235,NA,0.38299999999999995,0.4288670460424211,10.577,124.9
"Tesaro, Inc. (NasdaqGS:TSRO)",NasdaqGS:TSRO,Biotechnology (Primary),6,1699.4,1840.8,-17.299999999999983,NA,14.833199033037873,NA,NA,NA,19533.333333333336,NA,-1.8017727639000807,NA,1636.7816091954026,-958.8057471264368,NA,NA,NA,NA,-2304.5977011494256,117.0839,-57.5
Ophthotech Corporation (NasdaqGS:OPHT),NasdaqGS:OPHT,Biotechnology (Primary),6,1545.1,1883.7,-210.10000000000002,NA,14.659143968871597,NA,NA,NA,18.285207100591716,NA,-0.4171206225680934,NA,0,-0.6365680473372781,NA,NA,NA,0.13,-0.6201183431952663,-1.3900000000000001,-51.9
Ligand Pharmaceuticals Incorporated (NasdaqGM:LGND),NasdaqGM:LGND,Biotechnology (Primary),6,1916.4999999999998,1887.6,53.29999999999998,57.724770642201825,77.36065573770492,77.5910931174089,77.5910931174089,86.71945701357464,26.99295774647887,35.95684803001877,1.3401639344262297,0.41463414634146356,0,0.09014084507042257,0,2.079510703363914,0.161,0.35,0.31126760563380285,-15.7,24.7
"Pacira Pharmaceuticals, Inc. (NasdaqGS:PCRX)",NasdaqGS:PCRX,Pharmaceuticals (Primary),6,1862.9,1916.2,117.80000000000001,187.86274509803923,11.199298655756868,64.01718213058419,64.01718213058419,102.35714285714286,7.713871635610767,15.81409168081494,0.05961426066627703,0.15449915110356535,0,0.07533954451345755,0,0,0.7070000000000001,0.5760000000000001,0.0753623188405797,-0.0055,29.1
"Chimerix, Inc. (NasdaqGM:CMRX)",NasdaqGM:CMRX,Biotechnology (Primary),6,1707.3,1937.6,44.30000000000004,NA,7.056081573197377,NA,NA,NA,221.15284974093265,38.539503386004476,-0.30699198834668606,NA,0,-11.062176165803109,NA,NA,NA,NA,-11.062176165803109,0,-84.9
"INSYS Therapeutics, Inc. (NasdaqGM:INSY)",NasdaqGM:INSY,Biotechnology (Primary),6,1917.3999999999999,2000.3,82.79999999999998,55.25690607734806,12.071816535908269,15.690671031096562,25.94587280108254,27.352353780313837,7.0183016105417275,23.157004830917877,0.21846710923355464,0.8466183574879228,0.1767935578330893,0.39242679355783305,0,0,NA,0.31,0.256588579795022,37.111,122.2
"Novavax, Inc. (NasdaqGS:NVAX)",NasdaqGS:NVAX,Biotechnology (Primary),6,1900.1980000000003,2067.3,62.49799999999999,NA,9.003919860627178,NA,NA,NA,48.97417525773197,30.40414093250985,-0.41942508710801396,NA,0,-2.632422680412371,NA,NA,1.507,NA,-2.4896907216494846,-5.537999999999999,-90.2
"Halozyme Therapeutics, Inc. (NasdaqGS:HALO)",NasdaqGS:HALO,Biotechnology (Primary),6,2026.2000000000003,2111.9,-44.3,NA,51.012077294685994,NA,NA,NA,18.936448598130845,NA,-0.9082125603864735,NA,0,-0.30628691588785045,NA,NA,0.46,NA,-0.2934579439252336,-1.3726999999999998,-29.6
"Intra-Cellular Therapies, Inc. (NasdaqGS:ITCI)",NasdaqGS:ITCI,Pharmaceuticals (Primary),6,2071.9,2201.5,-9,NA,18.254560530679935,NA,NA,NA,8254.581673306773,NA,-0.5422885572139304,NA,0,-262.54980079681275,NA,NA,NA,NA,-262.54980079681275,0,-65.8
Indivior PLC (LSE:INDV),LSE:INDV,Pharmaceuticals (Primary),6,2772.2,2367.2,-70,7.538853503184713,NA,4.428434504792332,5.60040404040404,5.898297872340425,2.620226843100189,NA,-0.6610526315789473,NA,0.12381852551984877,0.5428166351606805,1.5923566878980893,1.5923566878980893,NA,-0.439,0.444234404536862,104.3,626
The Medicines Company (NasdaqGS:MDCO),NasdaqGS:MDCO,Pharmaceuticals (Primary),6,2264.2,2388.2,796.0999999999999,NA,2.5955874361482443,NA,NA,NA,4.710214270855003,2.844115060921995,-0.16519943484403868,NA,0.2991470771791138,-0.39369669232369464,NA,NA,0.0273,NA,-0.4782608695652174,40.650000000000006,-55.69999999999999
