Company Name,Exchange:Ticker,Industry Classifications,Market Cap Class,Enterprise Value,Market Cap,Invested Capital,PE,PBV,EV/EBITDAR,EV/EBITDA,EV/EBIT,EV/Sales,EV/Invested Capital,ROE,ROIC,R&D/Sales,Operating Margin adjusted for R&D,Dividend Payout Rate,(Dividends + Buybacks)/ Net Income,Revenue Growth Rate (last 5 years),Expcted growth in EPS,Operating Margin,R&D Effect on Earnings,EBITDAR
"Mistral Ventures, Inc. (OTCPK:MILV)",OTCPK:MILV,Pharmaceuticals (Primary),1,0.001,0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Allon Therapeutics, Inc. (OTCPK:NPCU.F)",OTCPK:NPCU.F,Biotechnology (Primary),1,0.001,0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.0329999999999995,0
"Neuro-Hitech, Inc. (OTCPK:NHPI)",OTCPK:NHPI,Pharmaceuticals (Primary),1,0.003,0.003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8429,0
Panacos Pharmaceuticals Inc. (OTCPK:PANC),OTCPK:PANC,Biotechnology (Primary),1,0.005,0.005,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.7,0
Puramed Bioscience Inc (OTCPK:PMBS),OTCPK:PMBS,Pharmaceuticals (Primary),1,1.411,0.02,-3.7489999999999997,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.0299,0
ReGen Biologics Inc. (OTCPK:RGBO.Q),OTCPK:RGBO.Q,Biotechnology (Primary),1,0.026,0.026,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.233,0
"Tengion, Inc. (OTCPK:TNGN.Q)",OTCPK:TNGN.Q,Biotechnology (Primary),1,5.532,0.032,-11.399999999999999,NA,NA,NA,NA,NA,NA,NA,3.8106508875739653,NA,NA,NA,NA,NA,NA,NA,NA,-1.727999999999998,-8.129999999999999
Genitope Corp. (OTCPK:GTOP.Q),OTCPK:GTOP.Q,Biotechnology (Primary),1,0.034,0.034,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.91,0
"Manzo Pharmaceuticals, Inc. (OTCPK:MNZO)",OTCPK:MNZO,Pharmaceuticals (Primary),1,0.039,0.039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Curaxis Pharmaceutical Corporation (OTCPK:CURX.Q),OTCPK:CURX.Q,Pharmaceuticals (Primary),1,0.042,0.042,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4478,0
Neurologix Inc. (OTCPK:NRGX.Q),OTCPK:NRGX.Q,Biotechnology (Primary),1,0.042,0.042,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.852,0
Unigene Laboratories Inc. (OTCPK:UGNE.Q),OTCPK:UGNE.Q,Biotechnology (Primary),1,0.048,0.048,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.493,0
"SOHM, Inc. (OTCPK:SHMN)",OTCPK:SHMN,Pharmaceuticals (Primary),1,0.05,0.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Integrated Pharmaceuticals, Inc. (OTCPK:INTP)",OTCPK:INTP,Pharmaceuticals (Primary),1,0.052,0.052,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0698,0
"Thomas Pharmaceuticals, Ltd. (OTCPK:TPHM)",OTCPK:TPHM,Pharmaceuticals (Primary),1,0.054,0.054,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Nanobac Pharmaceuticals, Incorporated (OTCPK:NNBP)",OTCPK:NNBP,Biotechnology (Primary),1,0.055,0.055,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.434,0
"Bionovo, Inc. (OTCPK:BNVI.Q)",OTCPK:BNVI.Q,Biotechnology (Primary),1,0.056,0.056,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.45,0
Duravest Inc. (OTCPK:DUVT),OTCPK:DUVT,Biotechnology (Primary),1,0.056,0.056,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Proteonomix, Inc. (OTCPK:PROT)",OTCPK:PROT,Biotechnology (Primary),1,0.059,0.059,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1243,0
"DNAPrint Genomics, Inc. (OTCPK:DNAG)",OTCPK:DNAG,Biotechnology (Primary),1,0.064,0.064,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8550000000000001,0
"Advanced Life Sciences Holdings, Inc. (OTCPK:ADLS)",OTCPK:ADLS,Biotechnology (Primary),1,0.065,0.065,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.797999999999999,0
Protect Pharmaceutical Corporation (OTCPK:PRTT),OTCPK:PRTT,Pharmaceuticals (Primary),1,0.066,0.067,-0.122,0.14660831509846828,NA,NA,NA,NA,NA,NA,-3.7768595041322315,NA,NA,NA,0,0,NA,NA,NA,-0.1351,0
"Premier Biomedical, Inc. (OTCPK:BIEI)",OTCPK:BIEI,Biotechnology (Primary),1,-0.013999999999999999,0.074,-0.156,NA,NA,NA,NA,NA,NA,NA,45.588235294117645,NA,NA,NA,NA,NA,NA,NA,NA,0.2659,-2.6750000000000003
"VIA Pharmaceuticals, Inc. (OTCPK:VIAP)",OTCPK:VIAP,Biotechnology (Primary),1,0.082,0.082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.206999999999999,0
Bell Rose Capital Inc. (OTCPK:BELR),OTCPK:BELR,Pharmaceuticals (Primary),1,0.089,0.089,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"ARYx Therapeutics, Inc. (OTCPK:ARYX)",OTCPK:ARYX,Pharmaceuticals (Primary),1,0.09,0.09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.23,0
Cellcyte Genetics Corporation (OTCPK:CCYG),OTCPK:CCYG,Biotechnology (Primary),1,0.091,0.091,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1297,0
"Therapy Cells, Inc. (OTCPK:TCEL)",OTCPK:TCEL,Biotechnology (Primary),1,0.096,0.096,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Protein Polymer Technologies Inc. (OTCPK:PPTI.Q),OTCPK:PPTI.Q,Biotechnology (Primary),1,0.102,0.102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Immunotech Laboratories, Inc. (OTCPK:IMMB)",OTCPK:IMMB,Biotechnology (Primary),1,0.106,0.106,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Mera Pharmaceuticals, Inc. (OTCPK:MRPI)",OTCPK:MRPI,Biotechnology (Primary),1,0.111,0.111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1445,0
AtheroNova Inc. (OTCPK:AHRO.Q),OTCPK:AHRO.Q,Pharmaceuticals (Primary),1,0.615,0.128,-2.013,NA,NA,NA,NA,NA,NA,NA,4.24,NA,NA,NA,NA,NA,NA,NA,NA,4.4688,-1.9900000000000002
"MabCure, Inc. (OTCPK:MBCI)",OTCPK:MBCI,Biotechnology (Primary),1,0.129,0.129,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1259,0
"NeurogesX, Inc. (OTCPK:NGSX)",OTCPK:NGSX,Pharmaceuticals (Primary),1,0.133,0.133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.999999999999998,0
AXM Pharma Inc. (OTCPK:AXMP),OTCPK:AXMP,Pharmaceuticals (Primary),1,0.137,0.137,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Pacific Therapeutics Ltd. (DB:1P3),DB:1P3,Pharmaceuticals (Primary),1,0.6880000000000001,0.138,-0.20599999999999996,NA,NA,NA,NA,NA,NA,NA,0.6190476190476191,NA,NA,NA,NA,NA,NA,NA,NA,-0.0047,-0.386
MediJane Holdings Inc. (OTCPK:MJMD.D),OTCPK:MJMD.D,Pharmaceuticals (Primary),1,1.491,0.15,8.690999999999999,NA,0.020408163265306124,NA,NA,NA,57.346153846153854,0.1715567828788402,-1.6734693877551021,NA,2.653846153846154,-114.96153846153847,NA,NA,NA,NA,-117.3076923076923,0.061000000000000006,-1.411
GeneLink Inc. (OTCPK:GNLK.Q),OTCPK:GNLK.Q,Biotechnology (Primary),1,0.159,0.159,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05550000000000001,0
"HST Global, Inc. (OTCPK:HSTC)",OTCPK:HSTC,Biotechnology (Primary),1,1.445,0.165,-1.3800000000000001,NA,NA,NA,NA,NA,NA,NA,0.07218045112781955,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"MedGen, Inc. (OTCPK:MDIN)",OTCPK:MDIN,Pharmaceuticals (Primary),1,0.191,0.191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Greenworld Development, Inc. (OTCPK:GREW)",OTCPK:GREW,Pharmaceuticals (Primary),1,0.235,0.235,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Medican Enterprises, Inc. (OTCPK:MDCN)",OTCPK:MDCN,Pharmaceuticals (Primary),1,6.111,0.261,-2.450000000000001,NA,NA,NA,NA,NA,NA,NA,16.240963855421686,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Inyx, Inc. (OTCPK:IYXI)",OTCPK:IYXI,Pharmaceuticals (Primary),1,0.266,0.266,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.341,0
"Nouveau Life Pharmaceuticals, Inc. (OTCPK:NOUV)",OTCPK:NOUV,Pharmaceuticals (Primary),1,0.27,0.27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Bradmer Pharmaceuticals Inc. (TSXV:BMR.H),TSXV:BMR.H,Biotechnology (Primary),1,-0.39899999999999997,0.3,-0.03599999999999992,NA,0.4524886877828054,NA,NA,NA,NA,NA,-0.11161387631975866,NA,NA,NA,NA,NA,NA,NA,NA,-2.0268,0
Nutranomics Inc. (OTCPK:NNRX),OTCPK:NNRX,Pharmaceuticals (Primary),1,1.11,0.305,-0.5650000000000001,NA,NA,NA,NA,NA,0.6166666666666667,NA,1.27007299270073,NA,0,-0.7185555555555556,NA,NA,NA,NA,-0.7166666666666667,-0.0034000000000000002,-1.28
"Acusphere, Inc. (OTCPK:ACUS)",OTCPK:ACUS,Pharmaceuticals (Primary),1,0.347,0.347,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Entest Biomedical, Inc. (OTCPK:ENTB)",OTCPK:ENTB,Biotechnology (Primary),1,0.736,0.354,-0.29700000000000004,NA,NA,NA,NA,NA,NA,NA,0.6686303387334315,NA,NA,NA,NA,NA,NA,NA,NA,-0.010599999999999998,-0.362
"Targeted Medical Pharma, Inc. (OTCPK:TRGM)",OTCPK:TRGM,Pharmaceuticals (Primary),1,4.119000000000001,0.411,-6.262,NA,NA,NA,NA,NA,0.7489090909090911,NA,0.473420260782347,NA,0.014727272727272728,-0.605909090909091,NA,NA,NA,NA,-0.6018181818181818,-0.022499999999999992,-2.9090000000000003
Kiwa Bio-Tech Products Group Corporation (OTCPK:KWBT),OTCPK:KWBT,Biotechnology (Primary),1,2.443,0.44,-8.797,NA,NA,NA,NA,NA,NA,NA,0.05518518518518518,NA,NA,NA,NA,NA,NA,NA,NA,0.010099999999999998,-0.33599999999999997
"Rich Pharmaceuticals, Inc. (OTCPK:RCHA)",OTCPK:RCHA,Biotechnology (Primary),1,0.9179999999999999,0.442,-1.244,NA,NA,NA,NA,NA,NA,NA,2.4767441860465116,NA,NA,NA,NA,NA,NA,NA,NA,0.1596,-3.138
"Intellect Neurosciences, Inc. (OTCPK:ILNS)",OTCPK:ILNS,Biotechnology (Primary),1,2.9979999999999998,0.512,-18.614000000000004,0.08966725043782837,NA,37.949367088607595,NA,NA,2.498333333333333,NA,-0.2706161137440758,NA,0.06583333333333334,-1.9615833333333337,0,0,NA,NA,-0.7425,-1.4629000000000003,0.079
"Tongli Pharmaceuticals (USA), Inc. (OTCPK:TGLP)",OTCPK:TGLP,Pharmaceuticals (Primary),1,0.589,0.589,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0109,0
Kaneh Bosm BioTechnology Inc. (DB:8K5),DB:8K5,Biotechnology (Primary),1,0.58,0.589,0.144,NA,3.8496732026143787,NA,NA,NA,NA,4.027777777777778,-2.1176470588235294,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Rafarma Pharmaceuticals, Inc. (OTCPK:RAFA)",OTCPK:RAFA,Pharmaceuticals (Primary),1,0.621,0.621,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
GrowPros Cannabis Ventures Inc. (DB:JAM1),DB:JAM1,Pharmaceuticals (Primary),1,0.608,0.636,-0.035,NA,NA,NA,NA,NA,NA,NA,60.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Novation Holdings, Inc. (OTCPK:NOHO)",OTCPK:NOHO,Biotechnology (Primary),1,0.674,0.674,0,NA,NA,NA,NA,NA,1.2035714285714285,NA,NA,NA,0,-0.9125,NA,NA,NA,NA,-0.9125,0,-0.45
"Ore Holdings, Inc (OTCPK:ORXE)",OTCPK:ORXE,Pharmaceuticals (Primary),1,0.676,0.676,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3293000000000001,0
Novadel Pharma Inc. (OTCPK:NVDL),OTCPK:NVDL,Pharmaceuticals (Primary),1,0.722,0.722,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.553,0
"Vivakor, Inc. (OTCPK:VIVK)",OTCPK:VIVK,Biotechnology (Primary),1,0.744,0.744,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.15150000000000002,0
Vivione Biosciences Inc. (TSXV:VBI.H),TSXV:VBI.H,Biotechnology (Primary),1,1.594,0.763,-0.2890000000000001,NA,NA,NA,NA,NA,28.464285714285715,NA,2.026785714285714,NA,0,-44.92499999999999,NA,NA,NA,NA,-44.82142857142857,-0.0058000000000000005,-2.44
"Sunshine Biopharma, Inc. (OTCPK:SBFM)",OTCPK:SBFM,Pharmaceuticals (Primary),1,1.0999999999999999,0.763,-0.05100000000000002,NA,NA,274.99999999999994,NA,NA,549.9999999999999,NA,3.685567010309278,NA,2,-558.45,NA,NA,NA,NA,-530,-0.05689999999999999,0.004
"Vitro Diagnostics, Inc. (OTCPK:VODG)",OTCPK:VODG,Biotechnology (Primary),1,1.764,0.787,-1.183,NA,NA,440.9999999999996,NA,NA,13.26315789473684,NA,0.1111111111111111,NA,1.0225563909774436,-1.2488721804511278,NA,NA,0.778,NA,-1.1203007518796992,-0.017100000000000004,0.0040000000000000036
Compass Biotechnologies Inc. (OTCPK:COBI),OTCPK:COBI,Biotechnology (Primary),1,0.788,0.788,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.10740000000000001,0
"Verde Science, Inc. (OTCPK:VRCI)",OTCPK:VRCI,Pharmaceuticals (Primary),1,1.066,0.807,-0.536,NA,NA,NA,NA,NA,NA,NA,1.0955974842767295,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Sanguine Corp. (OTCPK:SGUI),OTCPK:SGUI,Biotechnology (Primary),1,0.87,0.87,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0634,0
"Petlife Pharmaceuticals, Inc. (OTCPK:PTLF)",OTCPK:PTLF,Pharmaceuticals (Primary),1,0.906,0.906,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Cerebain Biotech Corp. (OTCBB:CBBT),OTCBB:CBBT,Biotechnology (Primary),2,2.84,1.01,-0.5499999999999998,NA,NA,7.493403693931398,NA,NA,NA,NA,1.2352941176470589,NA,NA,NA,NA,NA,NA,NA,NA,0.3084,0.379
Lescarden Inc. (OTCPK:LCAR),OTCPK:LCAR,Pharmaceuticals (Primary),2,1.3120000000000003,1.08,-0.04,NA,NA,NA,NA,NA,4.736462093862817,NA,0.5220588235294117,NA,0,-0.527797833935018,NA,NA,-0.174,NA,-0.5162454873646208,-0.0032,0
My Marijuana Canada Inc. (DB:0MY),DB:0MY,Pharmaceuticals (Primary),2,1.588,1.09,0.901,NA,2.704714640198511,NA,NA,NA,NA,1.7624861265260823,-1.129032258064516,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.118
"IBEX Technologies, Inc. (TSXV:IBT)",TSXV:IBT,Biotechnology (Primary),2,0.5130000000000001,1.12,3.2329999999999997,NA,0.2916666666666667,NA,NA,NA,0.19141791044776124,0.15867615218063724,-0.20312500000000003,NA,0.11940298507462686,-0.3398507462686567,NA,NA,0.026099999999999998,NA,-0.26679104477611937,-0.19580000000000003,-0.08500000000000002
"Winston Pharmaceuticals, Inc. (OTCPK:WPHM)",OTCPK:WPHM,Pharmaceuticals (Primary),2,1.24,1.24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"PharmaRoth Labs, Inc. (OTCPK:ROTH)",OTCPK:ROTH,Pharmaceuticals (Primary),2,1.37,1.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Impact Fusion International Inc. (OTCPK:IFUS),OTCPK:IFUS,Pharmaceuticals (Primary),2,1.39,1.39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Bioheart, Inc. (OTCPK:BHRT)",OTCPK:BHRT,Biotechnology (Primary),2,6.783,1.45,-5.567,NA,NA,NA,NA,NA,3.169626168224299,NA,0.24220183486238533,NA,0.10373831775700934,-3.223364485981309,NA,NA,0.624,NA,-1.719626168224299,-3.2180000000000013,-3.448
Iris BioTechnologies Inc. (OTCPK:IRSB),OTCPK:IRSB,Biotechnology (Primary),2,1.188,1.48,-0.228,NA,23.125,NA,NA,NA,NA,NA,-17.96875,NA,NA,NA,NA,NA,NA,NA,NA,0.010699999999999987,-0.97
Canadian International Pharma Corp. (TSXV:CIP.H),TSXV:CIP.H,Pharmaceuticals (Primary),2,1.579,1.48,0.6739999999999999,NA,2.573913043478261,27.22413793103448,27.22413793103448,NA,NA,2.3427299703264097,-0.2191304347826087,NA,NA,NA,NA,NA,NA,NA,NA,0,0.058
"Predictive Technology Group, Inc. (OTCPK:PRED)",OTCPK:PRED,Biotechnology (Primary),2,1.57,1.57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"IntelliCell BioSciences, Inc. (OTCPK:SVFC)",OTCPK:SVFC,Biotechnology (Primary),2,1.58,1.58,0,NA,NA,NA,NA,NA,13.166666666666668,NA,NA,NA,2.6083333333333334,-46.6475,NA,NA,NA,NA,-48,0.1623,-5.027
"Axxess Pharma, Inc. (OTCPK:AXXE)",OTCPK:AXXE,Pharmaceuticals (Primary),2,3.7609999999999997,1.74,-11.279000000000002,NA,NA,NA,NA,NA,81.76086956521739,NA,0.5466165413533834,NA,0,-43.91304347826087,NA,NA,NA,NA,-43.91304347826087,0,-2
Miraculins Inc. (TSXV:MOM),TSXV:MOM,Biotechnology (Primary),2,2.27,1.94,-0.29799999999999993,NA,NA,NA,NA,NA,252.22222222222226,NA,3.089171974522293,NA,0,-228.72222222222223,NA,NA,NA,NA,-197.7777777777778,-0.27849999999999997,-1.63
"MultiCell Technologies, Inc. (OTCPK:MCET)",OTCPK:MCET,Biotechnology (Primary),2,2.09,2,-1.4,NA,NA,13.397435897435896,NA,NA,2.5962732919254656,NA,0.17046979865771814,NA,0.1937888198757764,-1.2049689440993787,NA,NA,0.439,NA,-0.5962732919254657,-0.4899999999999999,0.156
Viratech Corp. (OTCPK:VIRA),OTCPK:VIRA,Biotechnology (Primary),2,2.04,2.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Biomark Diagnostics Inc (DB:20B),DB:20B,Biotechnology (Primary),2,1.9229999999999998,2.05,-0.009999999999999981,NA,17.52136752136752,7.284090909090908,NA,NA,NA,NA,-20.68376068376068,NA,NA,NA,NA,NA,NA,NA,NA,0.264,0.264
Matica Enterprises Inc. (DB:39N),DB:39N,Pharmaceuticals (Primary),2,1.9459999999999997,2.05,0.5710000000000001,NA,3.0370370370370368,NA,NA,NA,NA,3.408056042031523,-4.296296296296296,NA,NA,NA,NA,NA,NA,NA,NA,0.28650000000000003,-1.8790000000000002
GeneThera Inc. (OTCPK:GTHR),OTCPK:GTHR,Biotechnology (Primary),2,3.67,2.06,-4.13,NA,NA,NA,NA,NA,NA,NA,0.11846689895470383,NA,NA,NA,NA,NA,NA,NA,NA,-0.030100000000000005,-0.719
"Omni Bio Pharmaceutical, Inc. (OTCPK:OMBP)",OTCPK:OMBP,Biotechnology (Primary),2,2.999,2.25,-0.135,NA,NA,NA,NA,NA,NA,NA,4.14027149321267,NA,NA,NA,NA,NA,NA,NA,NA,0.24469999999999995,-1.4889999999999999
"Taxus Cardium Pharmaceuticals Group, Inc. (OTCPK:CRXM)",OTCPK:CRXM,Biotechnology (Primary),2,2.741,2.27,-1.209,NA,NA,NA,NA,NA,NA,NA,2.7857142857142856,NA,NA,NA,NA,NA,NA,NA,NA,-4.369000000000001,-2.255
"Peak Pharmaceuticals, Inc. (OTCPK:PKPH)",OTCPK:PKPH,Biotechnology (Primary),2,1.8889999999999998,2.34,-0.015000000000000013,NA,5.36697247706422,NA,NA,NA,2.5153129161118506,NA,-7.247706422018349,NA,0,-4.207723035952064,NA,NA,NA,NA,-4.207723035952064,0,0
Easton Pharmaceuticals Inc. (OTCPK:EAPH),OTCPK:EAPH,Pharmaceuticals (Primary),2,2.45,2.45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017499999999999998,0
Pharmos Corp. (OTCPK:PARS),OTCPK:PARS,Pharmaceuticals (Primary),2,2.59,2.59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.0844000000000005,0
Wildflower Marijuana Inc. (DB:RSP),DB:RSP,Pharmaceuticals (Primary),2,2.63,2.62,0.217,NA,12.657004830917876,NA,NA,NA,NA,12.119815668202765,-5.845410628019324,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.937
Viropro Inc. (OTCPK:VPRO),OTCPK:VPRO,Biotechnology (Primary),2,2.75,2.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Med BioGene Inc. (TSXV:MBI),TSXV:MBI,Biotechnology (Primary),2,2.836,2.98,-0.182,NA,NA,NA,NA,NA,NA,NA,9.210526315789473,NA,NA,NA,NA,NA,NA,NA,NA,-0.4396999999999999,0
Pivotal Therapeutics Inc. (OTCPK:PVTT.F),OTCPK:PVTT.F,Pharmaceuticals (Primary),2,7.7170000000000005,3,0.8770000000000002,NA,NA,NA,NA,NA,29.680769230769233,8.799315849486886,0.8854166666666666,NA,2.053846153846154,-10.395384615384614,NA,NA,NA,NA,-11.615384615384615,0.31720000000000004,-2.386
Amarillo Biosciences Inc. (OTCPK:AMAR),OTCPK:AMAR,Biotechnology (Primary),2,3.0860000000000003,3.02,0.034999999999999976,1.0100334448160535,NA,NA,NA,NA,NA,88.17142857142863,-96.45161290322581,NA,NA,NA,0,0,NA,NA,NA,-0.33070000000000005,-0.416
"Islet Sciences, Inc. (OTCPK:ISLT)",OTCPK:ISLT,Biotechnology (Primary),2,2.0220000000000002,3.07,-0.7709999999999999,NA,11.083032490974727,NA,NA,NA,NA,NA,-7.581227436823104,NA,NA,NA,NA,NA,NA,NA,NA,-0.6669999999999999,-2.2150000000000003
"Regenicin, Inc. (OTCPK:RGIN)",OTCPK:RGIN,Biotechnology (Primary),2,4.08,3.07,-0.51,0.5041050903119868,NA,123.63636363636363,NA,NA,NA,NA,-4.006578947368421,NA,NA,NA,0,0,NA,NA,NA,-0.12330000000000002,0.033
"CTT Pharmaceutical Holdings, Inc. (OTCPK:CTTH)",OTCPK:CTTH,Pharmaceuticals (Primary),2,3.1060000000000003,3.1,1.496,NA,2.0805369127516777,NA,NA,NA,NA,2.07620320855615,-0.31476510067114094,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"ScripsAmerica, Inc. (OTCPK:SCRC)",OTCPK:SCRC,Pharmaceuticals (Primary),2,5.613,3.13,0.09299999999999968,NA,NA,NA,NA,NA,0.32258620689655176,60.35483870967763,1.4769874476987446,NA,0,-0.03402298850574713,NA,NA,NA,NA,-0.02885057471264368,-0.09,0
"Harbor Diversified, Inc. (OTCPK:HRBR)",OTCPK:HRBR,Biotechnology (Primary),2,3.19,3.19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
DiagnoCure Inc. (TSX:CUR),TSX:CUR,Biotechnology (Primary),2,1.368,3.29,2.548,NA,0.7360178970917226,NA,NA,NA,3.3694581280788176,0.5368916797488227,-0.2818791946308725,NA,0,-2.8325123152709355,NA,NA,-0.146,NA,-2.8325123152709355,0,-0.892
Emergent Health Corp (OTCPK:EMGE),OTCPK:EMGE,Biotechnology (Primary),2,2.536,3.35,0.14300000000000002,NA,3.500522466039708,NA,NA,NA,3.729411764705882,17.734265734265733,-0.21316614420062696,NA,0,-0.3014705882352941,NA,NA,0.292,NA,-0.3014705882352941,0,-0.205
Eastgate Biotech Corp. (OTCPK:ETBI),OTCPK:ETBI,Pharmaceuticals (Primary),2,4.174,3.45,-0.6759999999999999,NA,NA,NA,NA,NA,70.74576271186442,NA,3.3071428571428574,NA,19.491525423728813,-59.28305084745763,NA,NA,NA,NA,-76.94915254237289,1.0423,-3.35
"Myrexis, Inc. (OTCPK:MYRX)",OTCPK:MYRX,Biotechnology (Primary),2,3.52,3.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.143,0
