Company Name,Exchange:Ticker,Market Cap Class,"Market Capitalization [Latest] ($USDmm, Historical rate)",Enterprise Value,Invested Capital including capitalized R&D,Adjusted Net Income,Adjusted EBIT,Total Debt including leases,PE,Non-cash PE,EV/Sales,EV/EBIT,EV/Invested Capital,EV/EBITDA,Capitalized R&D,EV/EBITDAR&D,Only +Taxable Income,Missing Taxable Income,Only +'ve Taxes,Operating Margin,Net Margin,Pre-tax ROIC,ROE,Only +ve Net Income,Only +'ve Mkt Cap,Capitalized leases,Turnover Ratio,Coefficient of variation in operatingincome,Coefficient of variation in net income
Oriental Holdings Bhd (KLSE:ORIENT),KLSE:ORIENT,4,1049.6,608.5592344785152,1174.2712,85.9548,97.2548,215.6592344785154,12.204651162790697,4.568604651162789,0.606436706007489,6.257369656598082,0.5182441964671494,4.884103005445548,0.47120000000000006,4.878621408357506,117.2,1,17.3,0.09691559541604385,0.08565500747384155,0.08282141297512875,0.07319842298780725,86,1049.6,2.159234478515415,0.0023818597560975614,0.23507302138968195,0.17729228945859118
Standard Motor Products Inc. (NYSE:SMP),NYSE:SMP,4,823.1,883.8343811517926,427.00000000000006,43,96.1,73.43438115179268,19.14186046511628,18.97714499812664,0.909201091607646,9.197027899602421,2.069869745086165,7.821543196033563,0,7.821543196033563,80.6,1,28.1,0.09885814216644377,0.04423413229091657,0.22505854800936764,0.10070257611241216,43,823.1,20.33438115179267,0.6347952861134735,0.6099317371414522,1.3215127866402459
"Winnebago Industries, Inc. (NYSE:WGO)",NYSE:WGO,4,535.7,487.65528852045423,174.40000000000003,42.599999999999994,61.4,1.1552885204541965,12.634433962264152,11.487332058274895,0.5020128562080032,7.942268542678408,2.796188580965907,7.433769642080096,12.8,6.976470508161006,60.8,1,18.4,0.06320774140415894,0.043854231006794316,0.35206422018348615,0.24426605504587148,42.4,535.7,1.1552885204541965,4.414784394250513,1.6402395977156512,1.8773326777400396
Indus Motor Company Limited (KASE:INDU),KASE:INDU,4,771.3,528.8319692673576,-7.939599999999994,89.4916,110.7916,1.6319692673577058,8.62751677852349,7.915915915915914,0.5580751047566036,4.773213576366418,NA,4.200412782107685,0.1604,4.196213235898605,138.8,1,49.3,0.1169181089067117,0.09444027015618404,NA,NA,89.4,771.3,1.6319692673577058,0.0025930247633864905,0.33710326094142495,0.30860104642330916
"Imasen Electric Industrial Co., Ltd. (TSE:7266)",TSE:7266,6,195.1,189.1470232270759,387.2,2.6800000000000006,21.3,79.64702322707586,72.79850746268656,322.0588235294115,0.20320909242272872,8.880141935543469,0.48849954345835717,2.656559314987021,6.3,2.579394834679884,17.4,1,14,0.02288354103996562,0.002879243661366567,0.0550103305785124,0.006921487603305787,2.68,195.1,0.9470232270758584,0.6752947206560739,0.5266884736380877,0.5879496285591642
Qingling Motors Co. Ltd. (SEHK:1122),SEHK:1122,4,810.3,640.9190006233284,1066.486,75.27,61.76999999999999,10.719000623328476,10.689973614775726,8.336750757345255,0.6918382994638692,10.375894457233747,0.6009633512519886,6.876813311409103,11.986,6.604008249596378,89.3,1,12.7,0.06667746113989637,0.08125,0.05791918506196986,0.07057757907745624,75.8,810.3,10.719000623328476,0.04597062816240899,0.6770949362501243,0.5864313970236464
"Zhejiang Wanfeng Auto Wheel Co., Ltd. (SZSE:002085)",SZSE:002085,4,3774.8,3846.4,618.22,84.12,121.21999999999998,193.7,47.24405506883605,47.81646812410002,4.177690887368307,31.73073750206237,6.221733363527547,26.25529010238908,111.11999999999999,20.825121819166217,111.8,1,16.9,0.1316606929510155,0.09136526555881394,0.19607906570476527,0.1360680663841351,79.9,3774.8,0,6.569884497191904,0.8208690946561827,0.8513643383304819
CEAT Limited (BSE:500878),BSE:500878,4,758,880.0482275453617,391.5846,60.7672,108.8672,122.04822754536174,12.487644151565073,13.008409129912476,0.9647535930117974,8.083685697302418,2.2474025473559522,7.149051401668251,0.2846,7.142147132709742,90.2,1,30,0.11934575750931813,0.06661609296206972,0.2780170619580034,0.15518281362443773,60.7,758,0.24822754536174932,0.7091029023746702,0.6480556601166394,0.861574688241093
Mahindra CIE Automotive Limited (BSE:532756),BSE:532756,4,1325.4,1334.3065192028264,0,-12.5,32.8,8.906519202826338,NA,-100.09817989577827,1.4975381809234865,40.68007680496422,NA,18.953217602312872,0,18.953217602312872,NA,1,NA,0.03681257014590347,-0.014029180695847363,NA,NA,NA,NA,8.906519202826338,0.02904783461596499,0.010247924365022325,0.33021538352948093
Astra Otoparts tbk PT (JKSE:AUTO),JKSE:AUTO,4,576.6,634.5,817.336,43.352000000000004,24.851999999999997,134.4,13.503512880562061,12.702565405130809,0.7198774676650783,25.53114437469822,0.7763025242984525,11.19047619047619,6.835999999999999,10.710668467251857,50.5,1,7.44,0.028196051735874743,0.049185386884501935,0.030406099816966334,0.053040609981696636,42.7,576.6,0,0.06720430107526881,0.31163567750403953,0.4655651116334677
MGI Coutier SA (ENXTPA:MGIC),ENXTPA:MGIC,5,462.9,462.9,139,50.879999999999995,72.77999999999999,0,8.95357833655706,9.097519751582091,0.5412136092599088,6.360263808738665,3.3302158273381295,4.7820247933884295,139,3.2461430575035064,69.1,1,17.4,0.08509294984216063,0.059487898982813044,0.5235971223021582,0.3660431654676259,51.7,462.9,0,0.19982717649600346,0.6092082703185785,0.8503417934382616
"T. RAD Co., Ltd. (TSE:7236)",TSE:7236,6,139.3,206.9,502.61999999999995,0.6299999999999955,20.259999999999998,110.2,40.14409221902017,103.97849462365592,0.24278338418211687,10.212240868706813,0.4116429907285823,3.1348484848484848,68.62,2.353811149032992,17,1,13.4,0.023773762027693025,0.0007392630837831441,0.04030878198241216,0.0012534320162349202,3.47,139.3,0,0.4935391241923905,1.0190667108684146,2.1268436409090454
Kesoram Industries Ltd. (BSE:502937),BSE:502937,6,137.3,1006.4739692366721,873.5506,-141.44239999999996,-25.5424,869.1739692366722,NA,-0.9344585857210919,1.2523005714031008,NA,1.1521644759177911,41.418681861591445,1.9706000000000001,40.27990431971313,NA,1,NA,-0.03178101281572726,-0.17598905064078632,-0.029239748676264433,-0.161916665159408,NA,NA,0.4739692366721263,0.41150764748725416,1.818111382829222,18.039665199421634
Xingda International Holdings Ltd. (SEHK:1899),SEHK:1899,5,320.5,302.4,1163.744,45.754,57.054,113.8,7.300683371298406,4.382072074165292,0.35931558935361213,5.3002418761173615,0.2598509637858498,2.3533073929961086,27.644000000000002,2.1851289833080427,73.2,1,11.2,0.06779230038022814,0.05436549429657794,0.0490262463222152,0.03931620700085242,43.9,320.5,0,0.3868954758190328,0.3678576917027201,0.5403602849335607
Gentherm Incorporated (NasdaqGS:THRM),NasdaqGS:THRM,4,1755.3,1767.7275680878518,521.5,84.43999999999998,110.63999999999997,114.0275680878518,22.975130890052355,21.645287958115183,2.125950172084007,15.977291830150508,3.389698117138738,12.893709468182726,196.8,8.606268588548451,100.8,1,24.4,0.13306073361395065,0.10155141310883943,0.21215723873441988,0.1619175455417066,76.4,1755.3,14.5275680878518,1.3630148692531192,1.2795274810683426,1.2113086995638587
Mikuni Corporation (TSE:7247),TSE:7247,6,138.8,324.8,472.41999999999996,21.5,36.8,236,6.008658008658009,4.054794520547945,0.39561510353227775,8.82608695652174,0.6875238135557344,4.517385257301808,39.22,3.848341232227488,34.8,1,10.3,0.04482338611449452,0.026187576126674786,0.07789678675754626,0.04551035095889251,23.1,138.8,0,0.15129682997118155,1.0510108615632996,7.02647308006601
"Taiho Kogyo Co., Ltd. (TSE:6470)",TSE:6470,5,337.2,393.2010853434931,617.1,25.16,38.459999999999994,156.30108534349313,12.042857142857143,8.7047584052912,0.4789878003940713,10.223637164417399,0.6371756365961645,4.214373905074953,81.4,3.2876344928385715,43,1,14.8,0.04685101717626994,0.03064928736752345,0.06232377248420028,0.04077134986225895,28,337.2,0.30108534349313404,0.5916370106761566,0.6526143984502034,0.9590516662288354
Brilliance China Automotive Holdings Ltd. (SEHK:1114),SEHK:1114,3,6977.6,6946.155163000332,2793.3160000000003,593.8620000000001,-81.938,267.1551630003319,11.736921783010935,11.462158915393855,8.483335567904657,NA,2.4867058231150114,NA,17.516000000000002,NA,582.6,1,9.18,-0.10007083536883245,0.7252833414753299,-0.02933359491013548,0.21260108057949764,594.5,6977.6,8.555163000331913,1.6302166934189406,3.5096539935811437,1.7427533611138442
Miba Aktiengesellschaft (WBAG:MBV),WBAG:MBV,4,772.1,785.0501387812133,574.26,61.139999999999986,96.04,179.75013878121337,12.045241809672389,9.704986371653037,0.987857227609429,8.174199695764402,1.3670639410392735,5.333221051502808,95.16,4.410394038096704,91,1,23.6,0.12085063545992199,0.07693469233673082,0.16724131926305158,0.10646745376658655,64.1,772.1,30.050138781213363,0.14214479989638648,0.4890847413135349,0.532030676682607
Ichikoh Industries Ltd. (TSE:7244),TSE:7244,6,172.2,287.49999999999994,462.64,15.14,-2.1499999999999915,211.1,11.794520547945204,6.5243381725021345,0.3644776876267748,NA,0.6214335120179837,6.927710843373492,148.54000000000002,3.1249999999999996,20.1,1,6.3,-0.0027256592292089145,0.01919371196754564,-0.0046472419159605555,0.032725229119834,14.6,172.2,0,0.271486643437863,1.9750984901516864,6.19632193359702
Mahle Metal Leve S.A. (BOVESPA:LEVE3),BOVESPA:LEVE3,4,805.3,907.1999999999999,625.9,62.86,100.76,212.8,12.055389221556887,12.444444444444445,1.1908637437647676,9.003572846367605,1.4494328167438888,6.569152787834902,82,5.521606816798539,85.8,1,22.9,0.13226568653189816,0.08251509582567604,0.16098418277680143,0.10043137881450712,66.8,805.3,0,0.1875077610828263,0.3450748530483242,0.48406849546741004
"Dorman Products, Inc. (NasdaqGS:DORM)",NasdaqGS:DORM,4,1884.2,1828.8364564424187,483.56,89.14,140.04000000000002,11.83645644241879,21.48460661345496,20.718358038768528,2.409534198211355,13.059386292790762,3.7820259253089974,12.023908326380136,45.96,10.892414868626675,137.4,1,49.8,0.18450592885375497,0.11744400527009223,0.28960211762759536,0.18434113657043594,87.7,1884.2,11.83645644241879,0.8385521706825178,0.6138811633730313,0.666068858609859
"GuiZhou Tyre Co.,Ltd. (SZSE:000589)",SZSE:000589,4,744.2,1090.1999999999998,976.1519999999999,22.924,37.424,699.9,32.356521739130436,32.525000000000006,1.4399683000924577,29.131038905515172,1.1168342635163375,13.713207547169809,11.252,13.095495495495493,27.3,1,4.22,0.049430722493726056,0.030278695020472854,0.038338291577541206,0.023484047566362617,23,744.2,0,7.558452029024456,0.5049699406474137,0.7316386456316482
"Nishikawa Rubber Co., Ltd. (TSE:5161)",TSE:5161,5,296.9,187.776327449076,496.84999999999997,15.986,35.38600000000001,103.87632744907603,20.060810810810807,7.89275634995296,0.25610519292018,5.306514651248402,0.3779336368100554,2.4012318088117137,11.550000000000002,2.271121522122351,33.2,1,14.6,0.04826241134751774,0.021803055100927442,0.07122069034919998,0.03217470061386737,14.8,296.9,0.37632744907602556,0.017682721455035365,0.6502873367273985,0.6613199556208521
"Superior Industries International, Inc. (NYSE:SUP)",NYSE:SUP,4,520.3,465.85104169542313,388.44,9.57,29.560000000000002,2.8510416954231563,53.03771661569826,50.14621466478933,0.6462972276573573,15.759507499845165,1.1992869984950651,7.5748136861044415,13.440000000000001,7.069059813284114,13.3,1,3.48,0.04100998890122087,0.013276914539400667,0.07609926887035322,0.024637009576768613,9.81,520.3,2.8510416954231563,0.8937151643282722,1.5192187393682397,8.54507715044159
Sollers OJSC (MICEX:SVAV),MICEX:SVAV,6,244.5,369.20000000000005,387.22,-54.50000000000001,28.9,143.1,NA,-4.210428305400372,0.5127777777777779,12.775086505190314,0.953463147564692,7.991341991341992,6.92,7.651813471502591,NA,1,NA,0.040138888888888884,-0.07569444444444445,0.07463457466039976,-0.1407468622488508,NA,NA,0,0.04294478527607362,0.665256783893484,3.1493153473864703
Chongqing Zongshen Power Machinery Co. Ltd. (SZSE:001696),SZSE:001696,4,2120.3,2108.4,650.04,60.36,80.75999999999999,201.5,35.27953410981697,38.83706720977597,2.845344129554656,26.10698365527489,3.2434927081410376,22.818181818181817,37.64,20.080000000000002,81.2,1,11.7,0.10898785425101214,0.08145748987854251,0.1242385083994831,0.09285582425696881,60.1,2120.3,0,10.599915106352874,0.43709410981464375,0.4179679475377582
FAWER Automotive Parts Limited Company (SZSE:200030),SZSE:200030,4,1632.3,1539.5,763.82,92.62,25.720000000000006,46.9,17.25475687103594,15.943004240501597,2.040694591728526,59.85614307931569,2.0155272184546096,27.990909090909092,61.92,20.804054054054053,105.4,1,4.59,0.034093319194061514,0.12277306468716861,0.033672854861092935,0.12125893535126077,94.6,1632.3,0,0.014703179562580408,1.4023467366972644,1.2489096872774852
Daido Metal Co. Ltd. (TSE:7245),TSE:7245,5,368.4,523.3173530879218,628,36.44,60.34,254.61735308792188,10.204986149584487,7.652872319216199,0.7501682240365851,8.672809961682495,0.833307887082678,4.783522423107146,37.1,4.285973407763487,68.3,1,22.2,0.08649655963302752,0.05223623853211009,0.09608280254777071,0.05802547770700637,36.1,368.4,0.11735308792189778,0.6148208469055375,0.998559905543718,2.2698541259823135
Stoneridge Inc. (NYSE:SRI),NYSE:SRI,5,350,470.38948614311926,387.32,-31.759999999999998,10.840000000000003,143.2894861431192,NA,-18.798850574712645,0.7070336481934756,43.39386403534309,1.2144724933985316,9.351679644992432,174.12,4.589165718469456,NA,1,NA,0.016293401473019695,-0.047737862618367655,0.02798719405143035,-0.08199938035732728,NA,NA,15.689486143119222,0.2857142857142857,0.6133183518338526,6.547050031589947
"Faltec Co., Ltd. (TSE:7215)",TSE:7215,6,111,183.4116815322511,266.78,19.679999999999996,26.580000000000002,106.91168153225111,5.663265306122448,3.9912349350446075,0.2775180534608127,6.900364241243457,0.6875016175584793,3.346928495114071,47.78,2.5832631201725507,27.6,1,9.34,0.04021788470267817,0.0297775760326827,0.09963265612114854,0.0737686483244621,19.6,111,0.9116815322511056,0.21621621621621623,0.598431239860529,0.8113212377059204
Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret AS (IBSE:BRISA),IBSE:BRISA,4,910.5,1306.86,612.848,62.312,85.012,398.6,14.498407643312103,15.470277635837167,2.024570100697134,15.372653272479178,2.1324374069916194,10.463250600480382,18.288000000000004,9.985940246045693,64.9,1,2.14,0.13169945778466305,0.09653292021688613,0.13871628854136753,0.10167610892097224,62.8,910.5,0,0.2600219659527732,0.490564377383401,0.4222920521263345
Kinugawa Rubber Industrial Co. Ltd. (TSE:5196),TSE:5196,5,385,421.10108534349314,377.68999999999994,37.967999999999996,59.967999999999996,98.90108534349312,9.871794871794872,8.451147540983607,0.6617964566140078,7.022096540546511,1.1149384027734206,5.218105146759518,27.19,4.710829906516312,63.7,1,23.5,0.09424485305673425,0.059669966996699665,0.1587757155339035,0.1005268871296566,39,385,0.30108534349313404,1.12987012987013,0.6973069712168349,0.9224007557492929
Pak Suzuki Motor Co. Ltd. (KASE:PSMC),KASE:PSMC,5,346.5,201.4,63.900000000000006,32.5,41.4,0,10.661538461538461,6.684367739794226,0.3177658567371411,4.8647342995169085,3.1517996870109544,3.8216318785578745,0,3.8216318785578745,47.3,1,14.8,0.06532029031240139,0.051278005680025246,0.6478873239436619,0.5086071987480437,32.5,346.5,0,0.1782106782106782,1.1564523848459605,0.9036868119753516
Polytec Holding AG (WBAG:PYT),WBAG:PYT,6,173.5,311.09999999999997,337.94,20.479999999999997,29.88,190.7,8.301435406698564,6.040840901108827,0.494280266920877,10.41164658634538,0.9205776173285197,5.971209213051822,32.44,4.953821656050955,29.7,1,8.2,0.04747378455672069,0.032538925961232916,0.08841806237793691,0.060602473811919265,20.9,173.5,0,0.6685878962536023,0.835471915746218,4.639909818525417
"TYC Brother Industrial Co., Ltd. (TSEC:1522)",TSEC:1522,6,205.9,403.50000000000006,450.76000000000005,19.939999999999998,37.84,218.8,11.375690607734805,10.452153245430365,0.6437460114869178,10.663319238900634,0.8951548495873636,4.797859690844234,57.35999999999999,3.8872832369942203,34.1,1,8.71,0.060370134014039574,0.03181238034460753,0.08394711154494632,0.044236400745407745,18.1,205.9,0,1.8091306459446332,0.727757547665248,1.9269900078694449
Metair Investments Ltd. (JSE:MTA),JSE:MTA,5,436.5,579.8882372146963,467,48.3,65.2,179.68823721469636,9.037267080745343,8.76094570928196,0.9285640307681287,8.893991368323563,1.241730700673868,6.7664905159241115,0,6.7664905159241115,67.5,1,16.7,0.1044035228182546,0.07734187349879904,0.13961456102783726,0.10342612419700213,48.3,436.5,4.688237214696344,0.41237113402061853,0.3469883032767483,0.5881173349441632
Giti Tire Corporation (SHSE:600182),SHSE:600182,4,796.2,846.7,380.39880000000005,34.7548,102.7548,78.8,23.280701754385966,22.704157057536516,1.368293471234648,8.24000435989365,2.2258219531712506,6.488122605363985,1.2988000000000002,6.456557214537358,91.9,1,23.3,0.16605494505494509,0.056164835164835177,0.2701238805169732,0.09136411576482364,34.2,796.2,0,3.9248932429037926,0.7114578430840962,0.9029547890424484
Balkrishna Industries Ltd. (BSE:502355),BSE:502355,4,987.8,988.1233781676465,4.5902,76.57939999999999,78.57939999999999,0.32337816764657557,13.066137566137566,13.355868036776636,1.618547711986317,12.57483994746265,215.26804456617282,8.474471510871753,4.5902,8.340001503778247,114.1,1,38.5,0.1287131859131859,0.12543718263718262,17.118949065400198,16.6832382031284,75.6,987.8,0.32337816764657557,0.0010123506782749544,#DIV/0!,#DIV/0!
Riken Corporation (TSE:6462),TSE:6462,5,358.6,357.8,592.86,31.24,45.14,65.4,11,9.188322911102034,0.6057220247164381,7.92645104120514,0.6035151637823433,4.546378653113088,39.46,3.914660831509847,53.1,1,19.1,0.07641780937870322,0.05288640595903165,0.07613939209931518,0.05269372195796646,32.6,358.6,0,0.44269380925822643,0.5324713149670923,0.4905050634147933
Horizon Global Corporation (NYSE:HZN),NYSE:HZN,6,166.4,419.456310131113,197.98000000000002,6.11,19.279999999999998,270.156310131113,28.542024013722127,25.60891938250429,0.7154294902458008,21.75603268314902,2.1186802208865188,11.336657030570622,2.68,11.067448816124354,10.1,1,4.23,0.032884188981749954,0.01042128603104213,0.09738357409839375,0.03086170320234367,5.83,166.4,59.75631013111301,0.8263221153846153,0.0744322927564787,0.3156425822294203
"Fukoku Co.,Ltd. (TSE:5185)",TSE:5185,6,139.3,147.0152580908094,332.18,22.720000000000002,27.720000000000002,83.2152580908094,6.136563876651983,2.8694791760367013,0.25264694636674584,5.303580739206688,0.44257709100731346,2.4625671371994873,36.980000000000004,2.036222411230047,34.3,1,10,0.04763705103969755,0.03904450936587043,0.08344873261484738,0.06839665241736409,22.7,139.3,3.015258090809402,0.34637473079684133,0.4454270394422435,0.8413861892173947
"Tianjin FAW Xiali Automobile Co., Ltd. (SZSE:000927)",SZSE:000927,4,1473.1,1785.6,596.46,-272.46,-311.65999999999997,386.9,NA,-3.9399999999999995,2.992458521870286,NA,2.993662609395433,NA,120.85999999999999,NA,NA,1,NA,-0.5223060164236634,-0.45661136249371537,-0.5225161787881836,-0.45679509103711896,NA,NA,0,5.362840268820855,0.7760722010695879,6.2358417853929735
RENK AG (DB:ZAR),DB:ZAR,4,776.9,686.3,320.21399999999994,64.95400000000001,88.254,0,11.771212121212121,10.721762224652396,1.2231331313491356,7.7764180660366655,2.1432541987545832,6.155156950672645,28.913999999999998,5.680821124079132,96.6,1,30.5,0.15728747103903049,0.11576189627517378,0.2756094361895483,0.20284559700700164,66,776.9,0,0.011906294246363754,0.3047445469691041,0.3402257487927102
Montupet SA (ENXTPA:MON),ENXTPA:MON,4,734.3,806.8,391.844,59.878,71.178,106.8,13.448717948717947,12.82051282051282,1.4443250984604368,11.334963050380736,2.0589826563632467,7.8558909444985385,29.444000000000003,7.089630931458699,66.6,1,11.4,0.12742212674543502,0.10719298245614034,0.18164881942813976,0.15281081246618552,54.6,734.3,0,1.2528939125697944,1.2060893402397315,1.8703577867439163
GMB Corporation (TSE:7214),TSE:7214,6,47.4,182.62225294430843,403.06800000000004,3.920000000000001,13.05,172.12225294430843,20.881057268722465,5.691056910569106,0.3361351977623936,13.994042371211373,0.45308050488827795,4.509191430723665,15.468000000000002,3.924828131190811,10.5,1,5.15,0.024019878520154615,0.007215166574636483,0.0323766709339367,0.009725406134944973,2.27,47.4,0.1222529443084227,0.12130801687763713,0.5535076874810205,0.6425256038105116
Spartan Motors Inc. (NasdaqGS:SPAR),NasdaqGS:SPAR,6,154.2,147.2468175971601,183.98999999999998,3.8420000000000005,7.0020000000000024,13.646817597160105,113.38235294117645,130.46875,0.2746117448660203,21.029251299223084,0.8002979379159743,12.270568133096674,33.76,6.034705639227873,0.326,1,-0.895,0.0130585602387169,0.0071652368519209255,0.03805641610957119,0.02088156965052449,1.36,154.2,8.416817597160104,0.2821011673151751,1.1683198225691436,1.4427979972537375
Univance Corporation (TSE:7254),TSE:7254,6,54.9,78.4,230.4,12.260000000000002,4.870000000000001,54.6,3.9214285714285713,1.7811704834605595,0.14703675918979744,16.098562628336754,0.3402777777777778,2.2790697674418605,35.300000000000004,1.7230769230769232,14.3,1,0.45,0.009133533383345837,0.02299324831207802,0.021137152777777782,0.05321180555555556,14,54.9,0,0.12750455373406194,1.5888843387072344,18.081181143440435
"Zhejiang Asia-Pacific Mechanical & Electronic Co., Ltd. (SZSE:002284)",SZSE:002284,4,1365.7,1330.5000000000002,430.7799999999999,30.459999999999994,35.260000000000005,43.9,45.67558528428094,48.459510357815454,2.4967160818164764,37.733976176971076,3.088583499698223,26.24260355029586,48.58,19.887892376681616,35.8,1,4.76,0.06616626008632015,0.05715894164008256,0.08185152514044294,0.07070894656205023,29.9,1365.7,0,5.418466720363184,0.5459959780363793,0.6018670665410515
SHW AG (DB:SW1),DB:SW1,6,159.1,173.9666088867896,160.20799999999997,13.462,18.862000000000002,16.136608886789627,10.897260273972602,10.815459466867676,0.34091046225120436,9.223126332668306,1.0858796619818587,4.360065385633825,26.278,3.60104758614758,19.8,1,5.26,0.03696257103664511,0.02638056045463453,0.11773444522121246,0.08402826325776493,14.6,159.1,5.036608886789629,0.2592708988057825,0.1424503184585831,0.7359849723984516
Sundram Fasteners Limited (BSE:500403),BSE:500403,4,502.2,502.2,5.3340000000000005,21.02,41.82,0,23.914285714285715,25.846628924343797,0.9946524064171123,12.00860832137733,94.15073115860517,8.37,5.3340000000000005,8.123584600452928,29.2,1,8.06,0.08282828282828283,0.04163200633788869,7.840269966254217,3.940757405324334,21,502.2,0,0.007467144563918757,#DIV/0!,#DIV/0!
Piolax Inc. (TSE:5988),TSE:5988,4,585.5,451.6763865993517,462.88800000000003,48.846,62.84599999999999,10.976386599351674,11.594059405940595,8.892251815980629,0.9189753542204511,7.187034761151891,0.9757789931891768,4.815313289971766,15.888000000000002,4.591607061089272,74.1,1,23.1,0.12786571719226855,0.09938148524923703,0.13576934377214356,0.10552444651838024,50.5,585.5,0.8763865993516735,0.30999146029035013,0.558061478130645,0.5557060842727708
Diamond Electric Mfg. Co. Ltd. (TSE:6895),TSE:6895,6,36.2,77.6,170.54,-15.719999999999999,14.68,79.3,NA,0.11159981618853776,0.16367854882936086,5.286103542234332,0.45502521402603496,2.3515151515151516,67.24000000000001,1.403254972875226,NA,1,NA,0.030963931659987343,-0.03315756169584475,0.08607951213791486,-0.09217778820218131,NA,NA,0,0.46961325966850825,0.8128431033570543,87.32597130319229
China Automotive Systems Inc. (NasdaqCM:CAAS),NasdaqCM:CAAS,6,186,160.5,359.4,32.58,36.480000000000004,45.4,5.830721003134797,4.037179936864258,0.34178023850085176,4.399671052631579,0.4465776293823039,3.116504854368932,70.9,2.120211360634082,38.5,1,4.74,0.07768313458262352,0.06937819420783645,0.10150250417362272,0.09065108514190318,31.9,186,0,0.11424731182795698,0.4916375527729423,1.2804565890275952
"Depo Auto Parts Industrial Co., Ltd. (TSEC:6605)",TSEC:6605,4,535.8,770.5,636.84,48.46,60.36000000000001,307.6,11.28,9.835961072627597,1.6491866438356164,12.765076209410203,1.2098800326612649,6.1492418196328815,73.53999999999999,5.116201859229748,59.7,1,12.6,0.12919520547945207,0.10372431506849315,0.09478047861315245,0.07609446642798819,47.5,535.8,0,0.42833146696528557,0.13485601660898483,0.5174445318246879
Atlas Honda Ltd. (KASE:ATLH),KASE:ATLH,5,331.7,295.70781216965105,49.00000000000001,24.3,28.4,0.40781216965105715,13.650205761316872,13.112788632326822,0.6330717451715929,10.41224690738208,6.034853309584714,8.473003214030117,0,8.473003214030117,33.6,1,9.23,0.06080068507814172,0.05202312138728324,0.5795918367346937,0.4959183673469387,24.3,331.7,0.40781216965105715,0.0037684654808561955,0.26840302178648895,0.41211683122403686
Firma Oponiarska Debica Spólka Akcyjna (WSE:DBC),WSE:DBC,5,297.8,282.793,249.093,20.3,25.8,0.393,14.669950738916256,15.101604278074868,0.6080262309180822,10.960968992248063,1.135290835149924,5.6558600000000006,0,5.6558600000000006,21.8,1,1.49,0.05547194151795313,0.043646527628467,0.10357577290409607,0.08149566627725388,20.3,297.8,0,0.014271323035594358,0.23017131669718727,0.23166775532322306
Xinchen China Power Holdings Limited (SEHK:1148),SEHK:1148,5,322.9,412.24423076923074,523.338,45.216,47.716,167.94423076923078,7.305429864253393,5.772684310018903,0.8903763083568699,8.639538745268478,0.7877208052333879,6.78033274291498,14.737999999999998,6.248018047426959,52,1,7.79,0.10305831533477322,0.09765874730021598,0.0911762570270074,0.08639922956101029,44.2,322.9,1.1442307692307692,0.06813254877671106,0.48159895364077765,0.4467302073482232
AAPICO Hitech Public Company Limited (SET:AH),SET:AH,6,112.6,215.76938020163675,272.68039999999996,7.1644000000000005,10.5944,109.02938020163677,15.704323570432356,14.887029288702928,0.48728405646259426,20.366361493018648,0.7912903905144513,6.763930413844412,0.8403999999999999,6.706119042785914,8.59,1,0.726,0.023925925925925927,0.016179765130984645,0.038852810836422426,0.02627398228842264,7.17,112.6,3.3293802016367624,0.05550621669626998,0.5617367660533706,1.1338959833165612
Progress-Werk Oberkirch Aktiengesellschaft (DB:PWO),DB:PWO,6,125.8,287.90000000000003,302.442,5.984000000000002,10.744,165.3,17.375690607734807,17.360521098838856,0.6648960739030024,26.796351451973198,0.9519180537094717,7.51697127937337,27.842,6.100868828141556,10.6,1,3.36,0.024812933025404157,0.013819861431870674,0.03552416661707038,0.019785611786722748,7.24,125.8,0,0.00397456279809221,0.7095498465313986,1.023474105665166
"Nippon Piston Ring Co., Ltd. (TSE:6461)",TSE:6461,6,136.6,272.939024165584,428.48,14.659999999999998,16.659999999999997,166.339024165584,8.700636942675159,7.636103151862464,0.6344468251175825,16.382894607778155,0.6369936150242345,4.84794003846508,41.379999999999995,3.910301205810659,25.3,1,9.84,0.038726173872617384,0.03407717340771734,0.0388816280806572,0.03421396564600448,15.7,136.6,1.639024165584018,0.6936310395314788,0.9911529936937681,3.596417709368273
Goodyear Lastikleri Türk A.S. (IBSE:GOODY),IBSE:GOODY,5,263.7,241.79999999999998,144.4,19.5,22.8,1,13.523076923076923,13.991865194654268,0.5646893974778141,10.605263157894736,1.6745152354570636,7.327272727272727,0,7.327272727272727,23.7,1,4.21,0.05324614666043905,0.0455394675385334,0.15789473684210525,0.13504155124653738,19.5,263.7,0,2.3132347364429275,0.6737499786958769,0.7324006823912745
BeijingWest Industries International Limited (SEHK:2339),SEHK:2339,6,226.9,142.8314756851395,127.5,40.22,42.31999999999999,18.031475685139498,20.079646017699115,11.04424778761062,0.33457829862998245,3.375034869686662,1.1202468681187412,7.324691060776385,112.6,2.1318130699274556,16.6,1,5.29,0.09913328648395407,0.09421410166315297,0.3319215686274509,0.31545098039215685,11.3,226.9,4.831475685139498,0.8252534156015866,1.645457094154467,4.9513227061644765
