Year,Std Dev (BMI),Std Dev (JPM Sov Bond),REL VOL,"Estimation note: Those of you who have followed my attempts to estimate the relative equity market volatility know that I have struggled with getting a proxy for returns on emerging market sovereign bonds, and have used the coefficient of varation in yields to make that estimate. I have finally replaced that estimate with a return on an emerging market government bond ETF from iShares. The standard deviations are now computed consistently for emerigng equities and emerigng government bonds. (Using the old yield coefficient of variation approach would have yielded a ratio of 1.49 in this computation.)"
2021,0.14315334957120557,0.06872863661242334,2.082877773037757,
2022,0.18634568401493187,0.15379758661085804,1.211629441796299,
2023,0.11141327108462089,0.09867376114916837,1.129107371474305,
2024,0.11865914639059012,0.07413694424428302,1.6005400222540245,
2025,0.14611176922050043,0.0678988272579762,2.151904165669318,
Average Relative Volatility,0.14113664405636978,0.0926471511749418,1.5233781316153723,
Index:,iShares JP Morgan USD Emerging Markets Bond ETF,,,
Source:,Yahoo!,,,
,https://finance.yahoo.com/quote/EMB/,,,
Period,Five years,"(Dec 31, 2020 - Dec 31, 2025)",,
Interval,Daily,,,
Date,Close ,Return,,
2020-12-31 00:00:00,115.91,,,
2021-01-04 00:00:00,115.27,-0.005521525321370069,,
2021-01-05 00:00:00,115.35,0.000694022729244459,,
2021-01-06 00:00:00,114.52,-0.007195491980927615,,
2021-01-07 00:00:00,114.48,-0.00034928396786582105,,
2021-01-08 00:00:00,114.54,0.0005241090146750338,,
2021-01-11 00:00:00,113.64,-0.00785751702462023,,
2021-01-12 00:00:00,113.1,-0.0047518479408659164,,
2021-01-13 00:00:00,113.63,0.004686118479221957,,
2021-01-14 00:00:00,113.3,-0.0029041626331074433,,
2021-01-15 00:00:00,113.43,0.001147396293027514,,
2021-01-19 00:00:00,113.59,0.001410561579828995,,
2021-01-20 00:00:00,113.72,0.0011444669425124676,,
2021-01-21 00:00:00,113.8,0.000703482237073505,,
2021-01-22 00:00:00,113.85,0.0004393673110720808,,
2021-01-25 00:00:00,114.3,0.0039525691699604515,,
2021-01-26 00:00:00,114.15,-0.001312335958005173,,
2021-01-27 00:00:00,113.62,-0.004643013578624622,,
2021-01-28 00:00:00,113.86,0.0021123041718007496,,
2021-01-29 00:00:00,113.85,-8.782715615673897e-05,,
2021-02-01 00:00:00,114.05,0.0017566974088714105,,
2021-02-02 00:00:00,114.05,0,,
2021-02-03 00:00:00,113.76,-0.002542744410346298,,
2021-02-04 00:00:00,114.09,0.0029008438818565185,,
2021-02-05 00:00:00,114.22,0.0011394513103690773,,
2021-02-08 00:00:00,114.22,0,,
2021-02-09 00:00:00,113.81,-0.00358956399929955,,
2021-02-10 00:00:00,114.04,0.0020209120463932084,,
2021-02-11 00:00:00,114.11,0.0006138197123815026,,
2021-02-12 00:00:00,113.48,-0.005520988519849279,,
2021-02-16 00:00:00,112.09,-0.01224885442368695,,
2021-02-17 00:00:00,112.71,0.005531269515567816,,
2021-02-18 00:00:00,112.59,-0.0010646792653712378,,
2021-02-19 00:00:00,111.99,-0.005329070077271569,,
2021-02-22 00:00:00,111.23,-0.0067863202071613005,,
2021-02-23 00:00:00,111.36,0.001168749438101191,,
2021-02-24 00:00:00,111.53,0.001526580459770166,,
2021-02-25 00:00:00,109.54,-0.017842732896978353,,
2021-02-26 00:00:00,110.03,0.00447325178017155,,
2021-03-01 00:00:00,110.29,0.0023629919112970743,,
2021-03-02 00:00:00,110.22,-0.0006346903617735489,,
2021-03-03 00:00:00,109.56,-0.0059880239520957446,,
2021-03-04 00:00:00,108.62,-0.00857977364001461,,
2021-03-05 00:00:00,108.6,-0.00018412815319468478,,
2021-03-08 00:00:00,106.72,-0.017311233885819455,,
2021-03-09 00:00:00,107.98,0.011806596701649186,,
2021-03-10 00:00:00,109.03,0.009724022967216195,,
2021-03-11 00:00:00,109.84,0.007429147940933634,,
2021-03-12 00:00:00,108.46,-0.012563729060451667,,
2021-03-15 00:00:00,109.17,0.006546192144569529,,
2021-03-16 00:00:00,109.55,0.0034808097462672993,,
2021-03-17 00:00:00,110.47,0.008397991784573344,,
2021-03-18 00:00:00,108.97,-0.0135783470625509,,
2021-03-19 00:00:00,109.29,0.0029365880517573384,,
2021-03-22 00:00:00,109.53,0.0021959923140268955,,
2021-03-23 00:00:00,109.14,-0.003560668310052084,,
2021-03-24 00:00:00,109.38,0.0021990104452995762,,
2021-03-25 00:00:00,109.22,-0.0014627902724446695,,
2021-03-26 00:00:00,109.26,0.00036623329060625487,,
2021-03-29 00:00:00,108.69,-0.005216913783635424,,
2021-03-30 00:00:00,108.74,0.00046002392124377955,,
2021-03-31 00:00:00,108.88,0.0012874747103182038,,
2021-04-01 00:00:00,109.39,0.004684055841293278,,
2021-04-05 00:00:00,109.26,-0.001188408446841538,,
2021-04-06 00:00:00,109.63,0.003386417719201784,,
2021-04-07 00:00:00,109.25,-0.0034662045060658286,,
2021-04-08 00:00:00,109.88,0.0057665903890160575,,
2021-04-09 00:00:00,109.58,-0.0027302511831087672,,
2021-04-12 00:00:00,109.76,0.0016426355174301577,,
2021-04-13 00:00:00,110.34,0.005284256559766831,,
2021-04-14 00:00:00,110.24,-0.0009062896501722539,,
2021-04-15 00:00:00,111.58,0.012155297532655984,,
2021-04-16 00:00:00,111.22,-0.0032263846567485155,,
2021-04-19 00:00:00,111.14,-0.000719295090811034,,
2021-04-20 00:00:00,110.86,-0.002519344970307702,,
2021-04-21 00:00:00,111.07,0.001894281075230042,,
2021-04-22 00:00:00,111.24,0.0015305663095346311,,
2021-04-23 00:00:00,111.43,0.0017080186983100543,,
2021-04-26 00:00:00,110.92,-0.004576864399174374,,
2021-04-27 00:00:00,110.32,-0.005409304002885085,,
2021-04-28 00:00:00,110.69,0.0033538796229151124,,
2021-04-29 00:00:00,110.82,0.0011744511699340876,,
2021-04-30 00:00:00,111.14,0.0028875654214042257,,
2021-05-03 00:00:00,110.64,-0.004498830304120904,,
2021-05-04 00:00:00,110.74,0.0009038322487346928,,
2021-05-05 00:00:00,110.89,0.001354524110529276,,
2021-05-06 00:00:00,111.1,0.0018937685995130682,,
2021-05-07 00:00:00,111.6,0.004500450045004545,,
2021-05-10 00:00:00,111.35,-0.0022401433691756623,,
2021-05-11 00:00:00,111.09,-0.002334979793443992,,
2021-05-12 00:00:00,110.08,-0.009091727428211405,,
2021-05-13 00:00:00,110.65,0.00517805232558155,,
2021-05-14 00:00:00,111.23,0.005241753276095773,,
2021-05-17 00:00:00,111.17,-0.0005394228175852334,,
2021-05-18 00:00:00,111.16,-8.99523252676504e-05,,
2021-05-19 00:00:00,110.64,-0.004677941705649502,,
2021-05-20 00:00:00,111.41,0.006959508315256713,,
2021-05-21 00:00:00,111.19,-0.001974688089040444,,
2021-05-24 00:00:00,111.31,0.00107923374404173,,
2021-05-25 00:00:00,111.85,0.004851316144101947,,
2021-05-26 00:00:00,111.84,-8.94054537325939e-05,,
2021-05-27 00:00:00,111.63,-0.001877682403433556,,
2021-05-28 00:00:00,111.86,0.0020603780345784806,,
2021-06-01 00:00:00,111.65,-0.001877346683354153,,
2021-06-02 00:00:00,111.82,0.0015226153157186229,,
2021-06-03 00:00:00,111.27,-0.004918619209443698,,
2021-06-04 00:00:00,112.01,0.006650489799586712,,
2021-06-07 00:00:00,111.76,-0.0022319435764663886,,
2021-06-08 00:00:00,112.2,0.003937007874015741,,
2021-06-09 00:00:00,112.6,0.0035650623885916666,,
2021-06-10 00:00:00,112.77,0.00150976909413858,,
2021-06-11 00:00:00,112.9,0.0011527888622862026,,
2021-06-14 00:00:00,112.22,-0.006023029229406562,,
2021-06-15 00:00:00,112.47,0.0022277668864729705,,
2021-06-16 00:00:00,111.51,-0.008535609495865515,,
2021-06-17 00:00:00,111.95,0.003945834454309072,,
2021-06-18 00:00:00,112.27,0.00285841893702532,,
2021-06-21 00:00:00,112.2,-0.0006234969270507706,,
2021-06-22 00:00:00,112.15,-0.0004456327985739028,,
2021-06-23 00:00:00,112.28,0.0011591618368256285,,
2021-06-24 00:00:00,112.32,0.0003562522265763146,,
2021-06-25 00:00:00,112.13,-0.0016915954415954726,,
2021-06-28 00:00:00,112.34,0.0018728261838938387,,
2021-06-29 00:00:00,112.31,-0.00026704646608510796,,
2021-06-30 00:00:00,112.46,0.001335588994746617,,
2021-07-01 00:00:00,111.99,-0.004179263738217975,,
2021-07-02 00:00:00,112.12,0.0011608179301725308,,
2021-07-06 00:00:00,112.25,0.001159471994291783,,
2021-07-07 00:00:00,112.41,0.0014253897550111638,,
2021-07-08 00:00:00,112.18,-0.0020460813094919095,,
2021-07-09 00:00:00,112.15,-0.00026742734890350395,,
2021-07-12 00:00:00,112.22,0.0006241640659829795,,
2021-07-13 00:00:00,111.82,-0.003564427018356797,,
2021-07-14 00:00:00,112.3,0.004292613128241918,,
2021-07-15 00:00:00,112.65,0.003116651825467498,,
2021-07-16 00:00:00,112.5,-0.0013315579227697327,,
2021-07-19 00:00:00,112.52,0.0001777777777778322,,
2021-07-20 00:00:00,112.83,0.0027550657660859734,,
2021-07-21 00:00:00,112.4,-0.003811043162279426,,
2021-07-22 00:00:00,112.65,0.0022241992882561235,,
2021-07-23 00:00:00,112.66,8.877052818445641e-05,,
2021-07-26 00:00:00,112.35,-0.002751642109000585,,
2021-07-27 00:00:00,112.05,-0.002670226969292311,,
2021-07-28 00:00:00,112.33,0.0024988844265951826,,
2021-07-29 00:00:00,112.43,0.0008902341315766282,,
2021-07-30 00:00:00,112.73,0.0026683269589966585,,
2021-08-02 00:00:00,112.53,-0.0017741506253881045,,
2021-08-03 00:00:00,112.58,0.0004443259575224179,,
2021-08-04 00:00:00,112.63,0.0004441286196481542,,
2021-08-05 00:00:00,112.56,-0.0006215040397762328,,
2021-08-06 00:00:00,111.96,-0.00533049040511735,,
2021-08-09 00:00:00,111.59,-0.0033047516970345914,,
2021-08-10 00:00:00,111.57,-0.00017922752934862451,,
2021-08-11 00:00:00,111.64,0.000627408801649354,,
2021-08-12 00:00:00,111.79,0.0013436044428520866,,
2021-08-13 00:00:00,112.32,0.004741032292691516,,
2021-08-16 00:00:00,112.34,0.00017806267806275144,,
2021-08-17 00:00:00,112.24,-0.0008901548869504339,,
2021-08-18 00:00:00,112.15,-0.0008018531717747246,,
2021-08-19 00:00:00,112.26,0.0009808292465447455,,
2021-08-20 00:00:00,112.1,-0.0014252627828257314,,
2021-08-23 00:00:00,112.52,0.0037466547725244492,,
2021-08-24 00:00:00,112.59,0.0006221116246001301,,
2021-08-25 00:00:00,112.51,-0.0007105426769695722,,
2021-08-26 00:00:00,112.33,-0.0015998577904187128,,
2021-08-27 00:00:00,113.05,0.006409685747351457,,
2021-08-30 00:00:00,113.35,0.0026536930561698036,,
2021-08-31 00:00:00,113.39,0.000352889280988089,,
2021-09-01 00:00:00,113.24,-0.0013228679777759211,,
2021-09-02 00:00:00,113.55,0.0027375485694101087,,
2021-09-03 00:00:00,113.18,-0.00325847644209587,,
2021-09-07 00:00:00,112.87,-0.0027389998232904,,
2021-09-08 00:00:00,113.07,0.0017719500310089398,,
2021-09-09 00:00:00,113.26,0.0016803749889449104,,
2021-09-10 00:00:00,112.9,-0.0031785272823591226,,
2021-09-13 00:00:00,113.05,0.0013286093888396078,,
2021-09-14 00:00:00,113.27,0.001946041574524493,,
2021-09-15 00:00:00,113.25,-0.00017656925929188105,,
2021-09-16 00:00:00,112.87,-0.0033554083885208863,,
2021-09-17 00:00:00,112.5,-0.003278107557366905,,
2021-09-20 00:00:00,111.98,-0.004622222222222194,,
2021-09-21 00:00:00,112.19,0.0018753348812288184,,
2021-09-22 00:00:00,112.26,0.0006239415277655702,,
2021-09-23 00:00:00,111.4,-0.007660787457687501,,
2021-09-24 00:00:00,110.94,-0.004129263913824177,,
2021-09-27 00:00:00,110.61,-0.0029745808545159624,,
2021-09-28 00:00:00,109.98,-0.005695687550854367,,
2021-09-29 00:00:00,110.08,0.0009092562284052086,,
2021-09-30 00:00:00,110.06,-0.0001816860465115866,,
2021-10-01 00:00:00,109.69,-0.003361802653098378,,
2021-10-04 00:00:00,109.16,-0.0048317987054425915,,
2021-10-05 00:00:00,109.23,0.000641260534994581,,
2021-10-06 00:00:00,109,-0.0021056486313284495,,
2021-10-07 00:00:00,109.12,0.0011009174311926717,,
2021-10-08 00:00:00,108.85,-0.0024743401759531602,,
2021-10-11 00:00:00,108.55,-0.002756086357372456,,
2021-10-12 00:00:00,108.9,0.0032243205895901017,,
2021-10-13 00:00:00,109.59,0.006336088154270003,,
2021-10-14 00:00:00,110.06,0.004288712473765832,,
2021-10-15 00:00:00,109.93,-0.0011811739051426073,,
2021-10-18 00:00:00,109.57,-0.003274811243518694,,
2021-10-19 00:00:00,109.49,-0.0007301268595418797,,
2021-10-20 00:00:00,109.55,0.0005479952507079222,,
2021-10-21 00:00:00,109.08,-0.0042902784116841675,,
2021-10-22 00:00:00,109.51,0.003942060872754061,,
2021-10-25 00:00:00,109.59,0.0007305268925212882,,
2021-10-26 00:00:00,109.82,0.0020987316360980834,,
2021-10-27 00:00:00,110.47,0.005918776179202334,,
2021-10-28 00:00:00,110.26,-0.0019009685887571015,,
2021-10-29 00:00:00,109.89,-0.003355704697986628,,
2021-11-01 00:00:00,109.23,-0.006006006006005982,,
2021-11-02 00:00:00,109.37,0.001281699166895578,,
2021-11-03 00:00:00,109.2,-0.0015543567705952333,,
2021-11-04 00:00:00,109.99,0.007234432234432209,,
2021-11-05 00:00:00,110.82,0.007546140558232661,,
2021-11-08 00:00:00,110.72,-0.000902364194188765,,
2021-11-09 00:00:00,110.92,0.0018063583815028927,,
2021-11-10 00:00:00,109.3,-0.014605120807789418,,
2021-11-11 00:00:00,109.3,0,,
2021-11-12 00:00:00,109.58,0.0025617566331199715,,
2021-11-15 00:00:00,109.29,-0.002646468333637464,,
2021-11-16 00:00:00,109.04,-0.002287491993777979,,
2021-11-17 00:00:00,109.16,0.001100513573000672,,
2021-11-18 00:00:00,109.44,0.002565042139978102,,
2021-11-19 00:00:00,109.41,-0.00027412280701755165,,
2021-11-22 00:00:00,108.28,-0.010328123571885506,,
2021-11-23 00:00:00,107.6,-0.006280014776505416,,
2021-11-24 00:00:00,107.77,0.0015799256505575343,,
2021-11-26 00:00:00,106.57,-0.011134824162568502,,
2021-11-29 00:00:00,107.49,0.008632823496293573,,
2021-11-30 00:00:00,107.47,-0.00018606381989016985,,
2021-12-01 00:00:00,107.86,0.0036289196985204164,,
2021-12-02 00:00:00,108.5,0.005933617652512435,,
2021-12-03 00:00:00,108.64,0.001290322580645098,,
2021-12-06 00:00:00,108.74,0.0009204712812960203,,
2021-12-07 00:00:00,109.32,0.00533382379988967,,
2021-12-08 00:00:00,109.16,-0.0014635931211123276,,
2021-12-09 00:00:00,109.09,-0.00064126053499447,,
2021-12-10 00:00:00,109.11,0.00018333486112376285,,
2021-12-13 00:00:00,109.56,0.004124278251306013,,
2021-12-14 00:00:00,109.28,-0.002555677254472477,,
2021-12-15 00:00:00,108.93,-0.0032027818448022716,,
2021-12-16 00:00:00,108.67,-0.0023868539428991697,,
2021-12-17 00:00:00,108.48,-0.001748412625379614,,
2021-12-20 00:00:00,107.9,-0.005346607669616477,,
2021-12-21 00:00:00,108.22,0.0029657089898054156,,
2021-12-22 00:00:00,108.34,0.0011088523378304238,,
2021-12-23 00:00:00,108.5,0.0014768321949418795,,
2021-12-27 00:00:00,108.9,0.0036866359447005337,,
2021-12-28 00:00:00,108.8,-0.0009182736455464191,,
2021-12-29 00:00:00,108.69,-0.0010110294117646745,,
2021-12-30 00:00:00,109.2,0.004692243996687884,,
2021-12-31 00:00:00,109.06,-0.0012820512820512775,,
2022-01-03 00:00:00,107.98,-0.009902805794975267,,
2022-01-04 00:00:00,107.92,-0.0005556584552695032,,
2022-01-05 00:00:00,106.89,-0.00954410674573758,,
2022-01-06 00:00:00,106.79,-0.0009355412105902516,,
2022-01-07 00:00:00,106.58,-0.0019664762618223364,,
2022-01-10 00:00:00,106.22,-0.003377744417339068,,
2022-01-11 00:00:00,106.44,0.0020711730370928105,,
2022-01-12 00:00:00,106.22,-0.0020668921458097955,,
2022-01-13 00:00:00,105.86,-0.0033891922425155485,,
2022-01-14 00:00:00,104.93,-0.00878518798412986,,
2022-01-18 00:00:00,103.96,-0.009244258076813283,,
2022-01-19 00:00:00,104.66,0.006733358984224669,,
2022-01-20 00:00:00,105.03,0.003535257022740268,,
2022-01-21 00:00:00,105.59,0.005331809959059353,,
2022-01-24 00:00:00,104.88,-0.0067241216024245265,,
2022-01-25 00:00:00,105.04,0.0015255530129671957,,
2022-01-26 00:00:00,104.49,-0.0052361005331303945,,
2022-01-27 00:00:00,105.08,0.005646473346731851,,
2022-01-28 00:00:00,105.41,0.0031404644080699207,,
2022-01-31 00:00:00,105.38,-0.0002846029788444726,,
2022-02-01 00:00:00,105.28,-0.0009489466691970927,,
2022-02-02 00:00:00,105.76,0.004559270516717451,,
2022-02-03 00:00:00,104.85,-0.008604387291981985,,
2022-02-04 00:00:00,104.35,-0.004768717215069107,,
2022-02-07 00:00:00,104.23,-0.0011499760421657124,,
2022-02-08 00:00:00,103.96,-0.0025904250215870173,,
2022-02-09 00:00:00,104.33,0.0035590611773759218,,
2022-02-10 00:00:00,102.96,-0.013131409949199702,,
2022-02-11 00:00:00,102.36,-0.005827505827505797,,
2022-02-14 00:00:00,102.75,0.0038100820633060195,,
2022-02-15 00:00:00,103.14,0.0037956204379561154,,
2022-02-16 00:00:00,103.44,0.002908667830133771,,
2022-02-17 00:00:00,102.96,-0.004640371229698403,,
2022-02-18 00:00:00,103,0.00038850038850046786,,
2022-02-22 00:00:00,101.7,-0.012621359223300987,,
2022-02-23 00:00:00,99.99,-0.016814159292035447,,
2022-02-24 00:00:00,98.98,-0.010101010101010055,,
2022-02-25 00:00:00,100.17,0.012022630834511938,,
2022-02-28 00:00:00,99.2,-0.009683537985424762,,
2022-03-01 00:00:00,97.32,-0.01895161290322589,,
2022-03-02 00:00:00,97.11,-0.0021578298397040285,,
2022-03-03 00:00:00,96.69,-0.0043249922767995,,
2022-03-04 00:00:00,94.61,-0.021512048815803042,,
2022-03-07 00:00:00,93.87,-0.007821583342141336,,
2022-03-08 00:00:00,94.69,0.008735485245552344,,
2022-03-09 00:00:00,95.61,0.009715915091350835,,
2022-03-10 00:00:00,95.75,0.0014642819788726058,,
2022-03-11 00:00:00,95.01,-0.007728459530026099,,
2022-03-14 00:00:00,94.81,-0.0021050415745711426,,
2022-03-15 00:00:00,95.38,0.006012024048096087,,
2022-03-16 00:00:00,97.33,0.02044453763891796,,
2022-03-17 00:00:00,97.95,0.0063700811671632,,
2022-03-18 00:00:00,97.55,-0.0040837161817254275,,
2022-03-21 00:00:00,95.84,-0.017529472065607288,,
2022-03-22 00:00:00,95.67,-0.001773789649415658,,
2022-03-23 00:00:00,95.75,0.0008362077976376003,,
2022-03-24 00:00:00,96.13,0.003968668407310583,,
2022-03-25 00:00:00,95.91,-0.002288567564756039,,
2022-03-28 00:00:00,96.84,0.009696590553644135,,
2022-03-29 00:00:00,97.79,0.009809995869475507,,
2022-03-30 00:00:00,97.86,0.0007158196134573469,,
2022-03-31 00:00:00,97.76,-0.001021867974657642,,
2022-04-01 00:00:00,97.73,-0.00030687397708673014,,
2022-04-04 00:00:00,98.11,0.003888263583341711,,
2022-04-05 00:00:00,96.53,-0.016104372642951725,,
2022-04-06 00:00:00,96.24,-0.003004247384232994,,
2022-04-07 00:00:00,95.96,-0.0029093931837074205,,
2022-04-08 00:00:00,95.13,-0.008649437265527249,,
2022-04-11 00:00:00,94,-0.011878482077157582,,
2022-04-12 00:00:00,94.35,0.0037234042553191404,,
2022-04-13 00:00:00,94.59,0.0025437201907791973,,
2022-04-14 00:00:00,93.71,-0.00930330901786669,,
2022-04-18 00:00:00,93.66,-0.0005335609860206425,,
2022-04-19 00:00:00,93.29,-0.003950459107409654,,
2022-04-20 00:00:00,93.93,0.0068603280094330366,,
2022-04-21 00:00:00,93.08,-0.00904929202597693,,
2022-04-22 00:00:00,92.09,-0.01063601203266007,,
2022-04-25 00:00:00,93.17,0.011727657726137375,,
2022-04-26 00:00:00,92.53,-0.0068691638939573085,,
2022-04-27 00:00:00,92.28,-0.002701826434669874,,
2022-04-28 00:00:00,92.45,0.0018422193324665326,,
