Company Name,Exchange:Ticker,Geographic Region,Trailing PE,Expected growth rate,Emerging Market Dummy,ROE,Debt/Equity Ratio,Payout Ratio,"Market Capitalization [Latest] ($USDmm, Historical rate)"
"Yantai Shuangta Food Co.,Ltd (SZSE:002481)",SZSE:002481,Asia / Pacific,60.943089430894304,0.005,1,0.0859,0.09471718249733191,0.19899999999999998,749.6
Jonjee Hi-Tech Industrial & Commercial Holding Co  Ltd (SHSE:600872),SHSE:600872,Asia / Pacific,66.30985915492958,0.233,1,0.059699999999999996,0.06676578872840555,0.276,1412.4
"Grupo Bimbo, S.A.B. de C.V. (BMV:BIMBO A)",BMV:BIMBO A,Latin America and Caribbean,66.63941908713693,0.45,1,0.0745,0.20580195640126772,0.245,16060.1
Warrnambool Cheese And Butter Factory Company Holdings Limited (ASX:WCB),ASX:WCB,Asia / Pacific,68.68804664723032,0.532,1,0.0464,0.15407470288624786,0.8029999999999999,471.2
Pinnacle Foods Inc. (NYSE:PF),NYSE:PF,United States and Canada,70.19139784946236,0.115,0,0.0393,0.8005147216520114,0,3263.9
"Annie's, Inc. (NYSE:BNNY)",NYSE:BNNY,United States and Canada,72.94736842105263,0.225,0,0.166,0.008429533429533429,0,831.6
"Bright Dairy & Food Co., Ltd (SHSE:600597)",SHSE:600597,Asia / Pacific,73.80169491525425,0.449,1,NA,0.059986679833727574,0,4354.3
"Yuan Longping High-tech Agriculture Co.,Ltd. (SZSE:000998)",SZSE:000998,Asia / Pacific,87.55721393034825,0.75,1,0.14300000000000002,0.07614068981192113,0.986,1759.9
A2 Corporation Limited (NZSE:ATM),NZSE:ATM,Asia / Pacific,120.50156739811912,0.509,1,0.08470000000000001,0,0,384.4
"Boulder Brands, Inc. (NasdaqGS:BDBD)",NasdaqGS:BDBD,United States and Canada,134.44915254237287,0.2,0,0.021,0.24761004307175122,0,951.9
"Winall Hi-tech Seed Co., Ltd. (SZSE:300087)",SZSE:300087,Asia / Pacific,138.1451612903226,0.25,1,0.025,0.012200817279626386,2.161,171.3
"Lontrue Co., Ltd. (SZSE:300175)",SZSE:300175,Asia / Pacific,179.68181818181816,0.87,1,0.0187,0.037439919048823676,0.0291,395.3
RCL Foods Limited (JSE:RCL),JSE:RCL,Africa / Middle East,406.7041198501873,1.195,1,-0.00179,0.5463670687908646,3.562,1085.9
,,,PE ratio,,,,,,
,,,0,,,,,,
,,,8,,,,,,
,,,12,,,,,,
,,,16,,,,,Region,Dummy
,,,20,,,,,Africa / Middle East,1
,,,24,,,,,Asia / Pacific,1
,,,28,,,,,Europe,0
,,,32,,,,,Latin America and Caribbean,1
,,,36,,,,,United States and Canada,0
,,,40,,,,,,
,,,50,,,,,,
,,,60,,,,,,
