Year,Std Dev (BMI),Std Dev (JPM Sov Bond),REL VOL,"Estimation note: Those of you who have followed my attempts to estimate the relative equity market volatility know that I have struggled with getting a proxy for returns on emerging market sovereign bonds, and have used the coefficient of varation in yields to make that estimate. I have finally replaced that estimate with a return on an emerging market governemnt bond ETF from iShares. The standard deviations are now computed consistently for emerigng equities and emerigng government bonds. (Using the old yield coefficient of variation approach would have yielded a ratio of 1.49 in this computation.)"
2019,0.10699848974672005,0.056072964225887555,1.908201059528103,
2020,0.22918086105991806,0.19394439923125728,1.1816833173235655,
2021,0.14287884625137667,0.07020983984795151,2.0350259530686765,
2022,0.18670507814633716,0.15803109775144505,1.181445176315811,
2023,0.11162814740976974,0.10083027037646163,1.10708963680245,
Average Relative Volatility,0.15547828452282436,0.11581771428660062,1.3424395869018821,
Index:,iShares JP Morgan USD Emerging Markets Bond ETF,,,
Source:,Yahoo!,,,
,https://finance.yahoo.com/quote/EMB/,,,
Period,Five years,"(Jan 1, 2019 - Dec 30, 2023)",,
Interval,Daily,,,
Date,Adj Close,Return,,
2019-01-02 00:00:00,83.126053,,,
2019-01-03 00:00:00,83.478012,0.004234039597669881,,
2019-01-04 00:00:00,84.109993,0.007570628299102156,,
2019-01-07 00:00:00,84.470024,0.004280478301787349,,
2019-01-08 00:00:00,84.405998,-0.00075797302958025,,
2019-01-09 00:00:00,84.558006,0.0018009146695949774,,
2019-01-10 00:00:00,84.405998,-0.0017976772063429403,,
2019-01-11 00:00:00,84.414017,9.500509667570434e-05,,
2019-01-14 00:00:00,84.317993,-0.0011375361985201948,,
2019-01-15 00:00:00,84.606018,0.0034159375686280136,,
2019-01-16 00:00:00,84.677994,0.0008507196261144934,,
2019-01-17 00:00:00,84.966011,0.0034013205367147137,,
2019-01-18 00:00:00,85.373985,0.004801614141918487,,
2019-01-22 00:00:00,85.397987,0.0002811395063730959,,
2019-01-23 00:00:00,85.821968,0.004964765738564747,,
2019-01-24 00:00:00,86.237984,0.004847430205748626,,
2019-01-25 00:00:00,86.157959,-0.0009279553659323758,,
2019-01-28 00:00:00,85.765976,-0.004549585488672125,,
2019-01-29 00:00:00,85.837959,0.0008392955267015889,,
2019-01-30 00:00:00,86.445976,0.007083311475287957,,
2019-01-31 00:00:00,87.101936,0.007588091781160378,,
2019-02-01 00:00:00,87.224022,0.001401645079392999,,
2019-02-04 00:00:00,86.926865,-0.00340682524362379,,
2019-02-05 00:00:00,87.505188,0.006652983516660882,,
2019-02-06 00:00:00,87.055359,-0.0051405980637400095,,
2019-02-07 00:00:00,86.894722,-0.0018452281610830124,,
2019-02-08 00:00:00,86.509148,-0.004437254543492308,,
2019-02-11 00:00:00,86.308357,-0.0023210377704794283,,
2019-02-12 00:00:00,86.629646,0.003722571152640519,,
2019-02-13 00:00:00,86.637657,9.247411677071327e-05,,
2019-02-14 00:00:00,86.862602,0.0025963883118398368,,
2019-02-15 00:00:00,86.934845,0.0008316927922560335,,
2019-02-19 00:00:00,86.87867,-0.0006461735797653745,,
2019-02-20 00:00:00,86.886658,9.194431728754004e-05,,
2019-02-21 00:00:00,86.830444,-0.0006469808057296689,,
2019-02-22 00:00:00,87.368614,0.0061979413579871245,,
2019-02-25 00:00:00,87.224022,-0.0016549650198180998,,
2019-02-26 00:00:00,87.481079,0.0029470895070624614,,
2019-02-27 00:00:00,87.505188,0.00027559102237417754,,
2019-02-28 00:00:00,87.448952,-0.0006426590386846565,,
2019-03-01 00:00:00,87.136826,-0.003569236598741754,,
2019-03-04 00:00:00,87.08844,-0.0005552876116923233,,
2019-03-05 00:00:00,87.128769,0.00046308097837099993,,
2019-03-06 00:00:00,87.056145,-0.0008335249175849269,,
2019-03-07 00:00:00,86.854538,-0.0023158273318901745,,
2019-03-08 00:00:00,87.096512,0.002785968419980467,,
2019-03-11 00:00:00,87.419113,0.003703948557664205,,
2019-03-12 00:00:00,87.693321,0.003136705356413305,,
2019-03-13 00:00:00,87.717529,0.0002760529504863829,,
2019-03-14 00:00:00,87.588463,-0.0014713820768935681,,
2019-03-15 00:00:00,87.943329,0.004051515323427957,,
2019-03-18 00:00:00,88.023994,0.0009172384183908644,,
2019-03-19 00:00:00,88.088524,0.0007330955693740648,,
2019-03-20 00:00:00,88.870842,0.008881043346804063,,
2019-03-21 00:00:00,88.846649,-0.000272226519469676,,
2019-03-22 00:00:00,88.257881,-0.006626789041869197,,
