Company,Risk Characteristics,Investment Performance,Capital Structure,Dividend Policy,Valuation
Churchill Downs ,B,0.0156,0.248,6.6,32.77
Circuit City,B,-0.12232950029292185,0.47602437596559477,14.42857142857143,10.855202667254174
Circuit City,B,-0.0337,0.4712,12.68,8.34
Circuit City,B,-0.1269,0.5008,14.428,3.31
Cisco,B,-0.0576,0.0073,1568,22.43
Cisco,B,0.0185,0.0071,1567,11.77
Cisco,B,0.0009,0.0073,835.631,23.32
Clear Channel,B,-0.0225,0.2907,34233.5,62.83
Coach,R,0.32,0.0728,0,41.95
Coach,B,0.479,0.04,0,49.23
Coca Cola,B,0.307,0.0404,2318.5,52.13
Coca-Cola,B,0.298,0.046,2353,40.64
Coca-Cola Enterprises (CCE),B,0.139260443124198,0.483337167141722,114.8,27.2613629529558
Coca-Cola Femsa (KOF),B,0.0665184346299576,0.390339915426055,28.044,26.046839918636937
Cognos,B,0.089,0.019,24.6,24.32
Coke,B,0.3733,0.0457,3606000000,57.24
Columbia,B,0.0965,0.0133,0.1,29.43
Columbia Sportswear,B,0.137,0.0202,0.1,80.02
Columbia Sportswear,B,0.137,0.0202,0.1,80.02
Comcast,B,-0.1024,0.325,15.12,24.07
Constellation,B,0.1369,0.2482,0,204.9486336058618
Continental,B,-0.009500000000000001,0.9554,286,29.57
Coors,B,0.0612,0.538,29820000,68.61
Coors,B,0.1047,0.364,50.47,69.19
Cosi,B,-0.7591237965929316,0.1958,0,10.83
Cost Plus,B,0.059399999999999994,0.2834,0,32.43
Costco,R,0.035,0.1087,0,38.32
Costco,B,0.0485,0.1045,0,38.24
Costco,B,0.0276,0.1074,0,49
Cracker Barrel,B,0.0553639738298943,0.1986,,66.8
Creative Technology,B,-0.0831,0.0836,49.31,10.74
Cremoni,B,0.0626,0.6689,6.27,1.88
CRUS,B,-1.8616,0.0362,0,23.7
CSC,B,-0.048,0.304,0,39.81
CVS Corp,R,0.0902,0.3747,163.4,42.34
Cypress Semiconductor,B,-0.161,0.228,108.5,5.63
DaimlerChrysler,B,-0.0561,0.529,2000,65.55
Danone,B,0.112,0.205,1181,167.6
Danone,B,0.112,0.205,1181,167.6
Danone,B,0.07684708685209546,0.21090981891669516,1182.6,172.44930053372318
Del Monte,B,0.0596,0.43,0,16.64
Del Monte,B,0.0596,0.43,0,16.64
DELL,B,0.3437,0.0058,0,29.13
Dell,B,0.3147,0.0042,1411.08,26.053205404406693
Delta,B,-0.4847,0.9416005159050443,261.1,18.74
Delta Air Lines,B,-0.4375942712497974,0.9482,0,9.87
Diageo,B,0.202,0.2301,1127.9,6.02
Dick's,B,0.1813,0.415,0,35.87
Drugstore.com,B,-0.2768,0.1288,0,0.03
EA,B,0.1169,0.009,4.184,55.49
Ebay,B,-0.0033839578706206935,0.004,0,80.03
eBay,B,-0.04159999999999997,0.0019,0,42.96
Elizabeth Arden,R,0.0676,0.55,0,20.42
Estee Lauder,B,0.1426,0.0871,159.36,39.17
ExxonMobil,B,0.153,0.0356,10120,65.45
Federated,B,0.029,0.366,215.5,59.18
Federated,B,0.010666666666666672,0.397,6.91,50.25
Federated,B,-0.011900000000000008,0.4064,287.38,50.38
FEMSA,B,0.0157416000932999,0.4232,92.61,42.52
Ford,B,-0.0375,0.7162,1966,9.93
Four Seasons,B,-0.0686,0.15,6.9,27.79
Four Seasons Hotels Inc,R,-0.0843,0.0427,2.404,15.46
France Telecom,B,0.079,0.5172,6511,47.47
Gap,R,0.1436,25.61,398.2,28.36
Gap,B,0.1942,0.2483,203.47,21.06
Gap,B,-0.0493,0.28,195.25,43.84
Gap Inc,B,0.2029203241420598,0.25737572465292313,297.23400000000004,28.71
Gap Inc.,B,0.211,0.2488,393.98,36.43
"Gap, Inc.",B,0.19150000000000003,0.256,305,18.81
Gateway,B,-0.4692,0.0997,22.47,3.297317360425821
Gateway,B,-0.849,0,37,11.89
Genentech,B,-0.0695,0.0064,0,91.04
Genentech,B,-0.0308,0.0074,0,85.19
General Mills,B,0.1564,0.3539,827.15,49
General Mills,B,0.21,0.33,1117,56.3
Genzyme,B,-0.1064,0.0971,0,28.92
GM,B,0.1759,0.5636,1221,150
Golden State Vintners,B,-0.1454,0.29950153752726,0,10.79
Grupo Modelo (GMODELOC MM),B,0.0196204901193413,0,105.674,3.28126852810845
Grupo Modelo (GMODELOC MM),B,0.01962049011934129,0,105.674,3.28126852810845
Halliburton,B,0.004,0.2483,351.8,27.6
Hansens,B,0.0995,0.0071,0,12.34
Harrahs,B,0.1011,0.4,66,42.19
Harrah's,B,0.23509545816959015,0.39837769737458567,97.2891,81.77881190962691
Harrah's (HET),B,0.06639999999999999,0.38,192.725,71
Hasbro,B,-0.2169,0.305,34356000,5.56
Heineken,B,0.25859859711026284,0.13088781197513827,173.66,32.76
Heinz,B,0.2744,0.2507,786,37.31
Heinz,B,0.3892,0.272,379.512,38.34
Heinz,B,0.3892,0.272,379.512,38.34
Hershey,B,0.2399,0.092,332.16,59.91
Hershey Foods,B,0.12016132304253696,0.1623533834664028,157.8112,87.31
Hersheys,B,0.2976,0.088,332,82.84
Hersheys,B,0.2976,0.088,332,82.84
Hilton Hotels,B,-0.157,0.4256,2.404,11.08
Home Depot,B,0.10726001014382275,0.0807,413.9,35.19
Home Depot,B,0.0972,0.0758,623.775,39.99
Home Depot,B,0.175,0.07767532939917132,595,39.72
Home Depot,B,0.138,0.063,573.61,56.46
Home Depot,B,0.1032,0.0793,268,41
Honda,B,0.0967,0.276,293,72.44
HP,B,-0.0002,0.1217,2912.4,14.72
HP,B,-0.0572,0.1138,2912,26.31
IBM,B,0.15779999999999997,0.1276,5445.8,58.61831250552733
Infonet,B,-0.0639,0.0354,3,3.42
Infosys,B,0.7138304646244759,0,20,66.67
Infosys,B,0.1284,0.001,14.21,21.25
Intel,R,-0.0107,0.0405,3698.8,26.87
Intel,B,0.04,0.0077,4616.8,24.59
Intel,B,0.0405,0.0132,4616.8,13.05
Intel,R,0.010876024497367492,0.006717172587046437,318.4,31.613565539456207
Intel ,B,0.013499999999999984,0.0084,5165.4,20.94
InterDigital,B,0.29,0.008,8.5,7.51
Intertiol Game,B,0.2083,0.1263,237.114,27.73
Invitrogen,B,-0.0709,0.1864,0,55.96
J&J,B,0.1819,0.0324,4496,52.04
Jetblue,B,0.1043,0.3955011867766223,0,3.44
JetBlue,B,0.1587,0.241,0,26.19
Jos A Bank,B,0.1763,0.3045,0.52,59.36
Juniper Networks,B,0.6000000000000001,0.074,0,2.99
K2,B,-0.0316,0.37,0.364,6.91
K2,B,-0.0316,0.37,0.364,6.91
Kellogg,B,0.619,0.27,492,45.82
Kellogg,B,0.6,0.236,443.7,37.57
Kenneth Cole,B,0.115,0.2929,0.7,33.24
Kenneth Cole,R,0.1016,0.21,3.3,29.17
Kohl's Corp.,B,0.1352,0.2383,0,48.46
Kraft,B,0.0836,0.193,1284,27.74
Krispy Cream,B,0.035060541695230096,0.1077,,35.4
Krispy Kreme,B,0.0596,0.0927,0,97.96
Krispy Kreme,B,0.11797207160510027,0.053560203666594156,1.9406,35.01
KT Corp,B,-0.0118,0.4022,727.16,23.17
La Quinta,B,-0.1277,0.39903954870130287,161.29,20.03
LeapFrog,B,0.1187,0.004,0,30.08
Level 3,B,,0.7382,0,2.7
Lions Gate Entertainment,B,-0.0764797192739387,0.333068870841235,0,7.18100287702606
Liz Claiborne,B,0.126,0.354,24.5,38.73
Louis Vuitton Moet Hennessey,B,0.032,0.21,3.01,110.87
LSI Logic,B,-0.27,0.236,0,5.32
Manchester United,B,0.2096,0.0538,5.03571428571429,5.73
Mandalay (MBG),B,0.13430000000000003,0.44,160.375,87
Mandalay Bay,B,0.079,0.421,47.6,61.4
Mandarin Oriental,B,-0.0845,0.54,6.26,0
Marriott Intertiol,B,0.0568,0.21,371,46.94
Mattel,B,0.0498,0.135,21900000,20.21
McGraw-Hill,B,0.1676,0.1241,422.9,59.65
McGraw-Hill Inc ,R,0.24600899269560716,0.08677169904648098,372.46,70.55476890756303
Men's Wearhouse,B,0.0148,0.3008,17.77,20.71
Merck,B,0.23788030272421315,0.07941547989766327,6995,42.89
Merck,B,0.3396,0.0786,6023.68,50.619639639639644
Merck,B ,0.2037,0.0689,6056.43,27.57
Metro-Goldwyn-Mayer Inc  ,B,-0.12173027784163996,0,0,17.84
MGM Grand,B,0.0088,0.456,0,58.17
MGM Mirage,B,0.019,0.44689740786050147,129.368,40.04395615745321
MGM Mirage,B,-0.0007912421886536736,0.44558134143503286,-211.064,38.70508630741935
MGM Mirage,B,0.0126,0.45,211.27,21.97
MGM Mirage ( MGG),B,0.0515326208200737,0.512734584471987,211.96,50.16
MGM Mirage (MGG),B,0.016,0.45,190.025,33
MGM Studio (MGM),B,-0.158792240476972,0.0439960618860951,27.5,18.232680433343045
Microsoft,B,0.023799999999999988,0,7357,17.91
Millennium Pharmaceuticals,B,-0.4102,0.0586,0,28.76
Mobinil,B,0.1408,0.1917,121.87,13.33
Mondavi,B,-0.0441,0.538751970987205,0,17.59
Movado,B,0.0285,0.2313,1.157,26.07
Neiman Marcus,B,0.0198,0.2957,16.55,27.52
Netease,B,-0.1377,0.0015,0,9.04
NetMage,B,-0.27,0.0388,0,9.69
New York Times,B,0.1395,0.135,77.02,41.52
New York Times,B,-0.0137,0.1299,365.409,39.53
Newmont Mining,B,0.029,0.0673,42.02,18.93
Newport,B,-0.16,0.0229,1.56,18.4
Nextel,R,0.3952,0.3044,0,26.92
Nextel,B,0.4469,0.3203,0,25.12
Nike,B,0.087,0.6828,135.4,68.02
Nike,B,0.0407,0.0768,438.4,52.66
Nike,B,0.099,0.0831,437.88,74.99
Nike,B,0.1090647897440202,0.07649039376266234,408.4,71.95
Nike,B,0.0374,0.05,438.4,45.91
Nike,B,0.0445,0.0893,438.4,25.42
Nike,B,0.0407,0.0768,438.4,52.66
Niku,R,-0.2674,0.03,0,8.02
Northwest Airlines,B,-0.621,0.9399,0,17.78
Nucor,B,-0.04775232602298324,0.15218956201301226,85.97,33.41
NVDA,B,-0.0492,0.154,0,7.28
ON Semiconductor,B,,0.437,0,1.28
Oracle,B,0.24919999999999998,0.01,2700,10.93
Outback,B,0.0942,0.097,38,64.69
Pacific Sunwear,B,0.1802,0.2172,0,30.42
Panera Bread Co.,B,0.077,0.0606,0,26.42
Peabody,R ,-0.0397,0.3685209465349022,24.058,49.99
Peoplesoft,B,0.32542164317928246,0.1,0,11.44
Peoplesoft,B,-0.0965,0.0303,0,15.24
Pepsi,B,0.323,0.0316,2545.4,71.38
Pepsi Bottling,B,0.1514,0.409,11000000,29.45
Pepsi Bottling Group (PBG),B,0.169659009940463,0.382814724069052,241.6,35.89434134319162
Pepsi Bottling Group (PBG),B,0.1696590099404628,0.3828147240690522,241.6,35.89434134319162
PepsiAmericas (PAS),B,0.0501276067908287,0.313771143095872,113.48,16.21
PepsiCo,B,0.24509999999999998,0.02672187425001903,2733.4,46.70437358021437
PepsiCo,B,0.2919,0.0374,2799.25,38.75
PetSmart,B,0.0965,0.2874,13.09,20.88
Pixar,B,0.0673,0,0,57.38
Pixar ,B,0.08144433546516881,0,0,69.5166937083108
Pixar (PIXR),B,-0.00519589450060821,0.000735565655277038,0,65.61971561399396
Playboy,B,-0.208,0.3219,0,18
Polo Ralph Lauren,B,0.06550396371904423,0.17641071804915298,15.583999999999998,39.42
Porsche,B,0.266,0.0622,90,648.17
Priceline,B,-0.0074,0.1159,4.8,24.99
Priceline,B,-1.5782,0.10892894573657211,6.54,20.58
Priceline,B,-0.083,0.0985,0,53.02
Primedia,B,,0.6657,55152,10.57
Quanex,B,0.0106,0.0433,14.96,33.13
RadioShack,B,0.2770470084866513,0.1901333934020569,402.596,22.62208771953063
Radioshack,B,0.0914,0.1948,391.74,45.48
Radioshack,B,0.3262257389844868,0.1899,49.45,30.76
Ralph Lauren,B,0.068,0.2876,2.5,34.2
Redhook,B,-0.1069,0.3694,0.36,16
Redwood Trust,B,0.2053,0.9458,22.62,150.46
Reebok,B,0.0918,0.24,22.45,58.9
Regal,B,0.1505,0.4905,409.55,28.85403984475421
Regeneration Technologies,B,-0.009366460946415786,0.05351133528765249,0,11.47
Restoration Hardware,B,-0.14322531838958738,0.5232,0,5.82
Revlon,B,,0.8836,0,0
Robert Mondavi,B,0.0099,0.4201,0,31.14
Robert Mondavi,B,-0.0401,0.41378812609411936,0,44.127130666978154
Roxio (in thousands),B,-0.1463731663741485,0.23592431299255856,0,6
Sabre,B,0.044199999999999996,0.1699,161,23.18
Saks,B,-0.06899999999999999,0.4738562091503268,0,11.18
Sapient,B,-0.1464,0.0673,1.8,5.86
Sara Lee,B,0.4768271525207545,0.25662836094421543,1212.6,19.54
Sara Lee,B,0.42885,0.2593,497,23.14
SBC,B,0.1589,0.1915,3649,32.65
SBC Inc.,B,0.0697,0.192,4787,8.65
Scheid,B,-0.0146,0.57736084590917,0,11.78
Schlumberger,B,0.014,0.1833,427.5,22.85
Scholastic,B,-0.016,0.4293,0,19.83
Seagate Technology,B,0.8946,0.1355,288,11.96
Sears,B,0.0006000000000000033,0.474,1264,42.75
Siebel,B,-0.0994,0.073,23.4,6.64
Siebel,B,1.88,0.1,0,17.4
Siebel,B,-0.0345,0.1224,0,8.49
Six Flags Inc ,B,-0.21983912910000986,0.7648957642572292,0,5.06
SK Telecom,R,0.2222,0.2029,1335.32,204.27
Smith & Wollensky,B,-0.07776766478739172,0.09560586868028483,0,7.84
Software Innovations,B,1.8082000000000003,0.245,0,4.659999999999999
Southwest,B,0.0307,0.23767940135545043,91.11,2.11
Southwest,B,0.0022000000000000075,0.243,53,18.3
Speedway Motorsports Inc.,B,0.0208,0.2239,2.86,46.96
Sprint PCS,B,-1.5679,0.6878,14,-15.49
Starbucks,B,0.048,0.1042,0,35.9
Starbucks,B,0.081,0.1084,35.55,27.04
Starbucks,B,0.0822,0.094,0,32.3
Starbucks,B,0.08,0.002,0,22.6
Starbucks,B,0.07805971587743733,0.1063,59.23666666666666,16.74
Starwood,B,-0.0025,0.38409336037589326,766.83,41.66
Starwood Hotels,B,-0.0727,0.5005,657,43.47
Sun,B,-0.1183,0.1332,499.34,4.238617610286072
Sun Microsystems,B,-0.13570000000000002,0.137,680,1.27
Target,B,0.0902,0.2279,303,36.35
Target,B,0.09483969182757948,0.2354,1575,66.28
Target,B,0.1211,0.2347,303.3,49.14
Target,B,0.1101,0.2324,343,53.28
Target,B,0.11,0.2376,180,41
Texas Instruments,B,-0.01,0.021,431,13.77
The Gap,R,0.212,0.2318,77.1,21.17
The Washington Post (WPO),B,0.0262637076177962,0.195773569990738,138.88,626.849199714845
Tibco,B,-0.118,0.07,0,7.5
Tiffany,R,0.007099999999999995,0.1281,28.171000000000003,28.61
Tiffany,B,0.0766,0.1219,41.37,24.88
Tiffany,R,0.0241,0.1263,14.828,32.32
Tiffany,R,0.2308,0.1161,28.24,26.46
Tiffany,B,0.0794,0.1364,41.38,19.38
Tiffany & Co.,R,0.056,0.1431,28.17,45.14
Timberland,B,0.2146,0.0735,79.16,89.65
Timberland,B,0.2146,0.0735,91.75,89.65
Time Warner Inc.,B,-0.07419346320803977,0.2979020274900976,0,2.096185319101488
tiol Beverage,B,0.079,0.0351,0.9,14.51
tiol Semiconductor,B,-0.023,0.011,0,9.49
TJ Maxx,R,0.1004,0.0584,193,27.91
Tommy Hilfiger,B,0.05080000000000001,0.32508120948469543,12.245999999999999,26.65
Toys R Us,B,-0.027999999999999997,0.5793,252.19,14.76
Toys-R-Us,B,-0.0904,0.5765,0,9.25
TransOcean,B,-0.091,0.3033,16.5,2.83
Tribune Co ,B,0.058629347098289764,0.17897483513630336,467.21,70.11311605239109
United Health Care,B,0.3600533944818564,0.062046551078561045,1154.2,70.6686034435277
Urban Outfitters,B,0.1027,0.1445,8.512,40.68
Urban Outfitters,B,0.1796,0.1428,0,43.39
US Steel,B,-0.31420000000000003,0.382,27,30.83
Vail Resorts,B,-0.1154,0.54,0,4.98
Van Heusen,R,8e-05,0.177,4.2,20.19
Verizon,B,-0.0613,0.2984,,
Verizon,B,-0.0613,0.2984,,
Verizon,B,-0.0219,0.3367,4218,24.63
Verizon,B,0.0661,0.3457,4239,26.58
Viacom,B,-0.0601,0.171,672.2,28.72
Viacom (VIA),B,-0.0587849228388738,0.187020748699261,1152,19.24
WalMart,B,0.1409,0.1049,874,63
Wal-Mart,B,0.13599215032915127,0.11162200291817721,2107.5,62.34546615458625
Wal-Mart,B,0.1206,0.1093,2600,56.34
Wendy's,B,0.0588071841237348,0.2159,211.51999999999998,29.6
Whole Foods,B,0.10728929027233343,0.175496280091069,0,80.26
Whole Foods,B,0.0655,0.1992,0,65.57
Wild Oats,B,-0.0469,0.3182,0,12.16
Wild Oats,B,-0.1055,0.3189,0,10.72
Willamette Valley Vineyards,B,-0.0548,0.305992894290468,0,1.12
WWE,B,-0.1426,0.0273,0,3.24
Wyndham,B,-0.9382,0.93,2.78,5.28
Xilinx,B,-0.07,0.0012,131.4,31.5
XM Satallite Radio,R,-1.1954,0.14,0,22.83
Yahoo,B,-0.15030000000000002,0.02,0,8.54
Yahoo, R ,-0.11129999999999998,0.0052,0,40.22
Yahoo!,B,-0.061999999999999986,0.0217,0,33.97
