Company,Risk Characteristics,Investment Performance,Capital Structure,Dividend Policy,Valuation
"Gap, Inc.",B,0.2052,0.1091,255.62,18.54
Gateway,B,0.1346,0.0129,24.52,51.63
Gateway,B,0.3206,0.014,24.52,44.55
Gateway,R,0.20645773754444424,0.013975179535801366,25.17,40.29817146968967
Genentech,B,-0.0593,0.07,0,55.9
General Mills,B,4.22787908472158,0.20182462082567,487.66,93.9608294551912
Global Crossing,B,-0.1497,0.1337,0,31.23
Global Crossing,B,-0.1178,0.102,0,50.52
Goldman Sachs,B,0.0718,0.495,107,68.24
GTE,B,0.0096,0.24,1828,61.11
GTE,B,0.114283879868511,0.25292274581513,756.8,31.46
Guess?,B,0.2559,0.171,0,25.9
Harrahs Entertainment,B,-0.0843,0.5083,0,40.96
Healtheon,B,-3.5514,0.001,0,68.5
Heinz,B,0.226078570332468,0.252497217262076,51.175,104.620641158513
Hershey,B,0.238335001350637,0.195795669145315,268.75,52.6690824900333
Hewlett Packard,B,0.0369,0.0324,2036.2,96.46
Hilton Hotels,B,0.0612,0.6729,0.06,10.76
ICU Medical,B,0.0248,0,1.42,12.72
Incyte,B,-0.153,0.0251,0,109.71
Intel,B,0.1259,0.003,3626.4,105.65
Intel,R,0.1329,0.0023,1477.22,77.42
Intel,B,0.1396,0.002,2054,24.39
Intel,B,0.1746123325345617,0.0030461530297950863,366,109.13834897134502
iVillage,R,-0.475,0,0,3
JDS Uniphase,B,-0.2276,0.001,0,23.94
JDS Uniphase,R,-0.2283,0,0,9.15
JDS Uniphase,R ,0.0025,0,0,68.15
JDS Uniphase,B,-0.7338,0.0014,0.2975,46.25
JDS Uniphase,B,0.0005,0,0,15.32
JDS Uniphase,B,-0.2326,0.0006,0,40.2
John Wiley & Sons,B,0.134,0.1598,86.939,9.88
Johnson & Johnson,B,0.1361,0.04,1376.4,53.87
Johnson & Johnson,B,0.103,0.0306,1489.4,38.37
K-Swiss,B,0.1872,0.0267,3989,18.08
K-Swiss,B,0.1872,0.0261,3989,18.08
Land's End,B,-0.0001,0.0452,22.07,20.39
Land's End,B,0.0852,0.0431,22.03,19.79
Lands' End,B,0.0045,0.0431,23.04,28.03
Lehman Brothers,B,-0.0826,0.7476,139,63.13
Lilly,B,0.1388,0.033,1694,43.15
LSI Logic,B,-0.0596,0.0448,0,106.22666680051938
Lucent,B,0.1727,0.0362,222,59.55
Lucent,B,0.1935,0.134,165,49
Lucent,B,0.31,0.038,166,31.7
Lucent,B,0.4916,0.0322,222000000,90.78
Lucent,B,0.2247,0.0407,165.75,68.94
Lucent,B,0.2595,0.037497809192472,205,62.53289356044252
Lucent,B,0.22,0.038,165.8,55.13
Lucent,R,0.2811,0.0391,0.348,45.3
Lucent,B,0.4769,0.0356,222,43.94
Lucent,B,0.21869999999999998,0.0432,222,32.92
Lucent,B,0.28970000000000007,0.0392,110.5,25.3
Lucent,B,0.1763,0.0434,165.75,63.63
Lucent,B,0.3242,0.04210547242403011,165.75,66.24386893168642
Lucent,B,0.4,0.0432,222,68.32
Lucent,B,0.2952,0.0389,-434,61.21
Lucent,B,0.182,0.0377,165.75,49.64
Lucent,B,0.178,0.04,205,45.09
Lucent,B,0.20499196326061997,0.0323,205,35.21
Macromedia,B,-0.1041,0,3.18,34.69
Macromedia,B,-0.0029,0.0073,0,56.17
Macromedia,B,-0.0076230421156416595,0.0068,0,72.77
Macromedia,B,-0.0129,0,0,7.72
Mandalay Bay,B,-0.0551,0.4994,0,13.86
Marriott International,B,0.0268,0.2827,0.21,43.14
McDonalds Corp.,B,0.0879,0.1922,1024.92,18.123873261370715
MCI,R,-0.0606,0.1913,0,24.13
MCI,B,-0.05644157685987648,0.19,0,47.79
MCI Worldcom,B,-0.0355,0.1721,72000000,38.856
MCI Worldcom,B,-0.036,0.179,0,33.59
MCI Worldcom,B,-0.0562,0.1831,0,16.73
MCI Worldcom,B,-0.1423,0.1525,0,3.26
MCI Worldcom,B,-0.05512659328150857,0.16261386716914822,181.951,17.801233604335724
Media One,R,0.0941,0.1438,202.2,6.27
Medtronic,B,0.0036,0.0052,196.93,95.88
Medtronic,B,0.0036,0.0052,196.93,95.88
Merck,B,0.3281,0.0376,3317.84,50.03
Merck,B,0.2399,0.0332,2987,41.67
Merck,B,0.153,0.032,2589.7,27.9
Merck,R ,0.3271,0.025,1843.02,76
Merck & Co.,B,0.2213,0.018789268728080708,2253.06,72.21
Merck & Co.,B,0.2213,0.018789268728080708,2253.06,72.21
Micron,B,-0.0448,0.05,12.12,39.53
Mirage Resorts,B,-0.0583,0.357,0,14.78
Morgan Stanley,B,0.161,0.374,2311,62.23
Morton's Group,B,0.1892,0.543,4.726,38.51777008614415
Motorola,B,-0.1006,0.0202,272.4,111.86
Motorola,B,-0.084,0.0549,189,91.52
Motorola,B,-0.0859,0.0596,275,96.89
Motorola,B,0.001,0.0683,193.1,51.45
Motorola,B,-0.0866,0.0446,203.44,44.94
Motorola,B,-0.0815,0.06,272,40.17
Motorola,B,0.021199999999999997,0.0532,203.44,47.8
Motorola,B,-0.08024996434513905,0.0392,-74.1,93.61
Motorola,B,-6.3,0.0776,291,79.08
Motorola,B,0.0707,0.0634,494.22,58.63
Motorola,B,-0.08276626392298536,0.06019020514003242,291,53.78452647116589
Motorola,B,-0.08,0.0634,281.5,141.8
"Motorola, Inc.",B,-0.0194,0.0692,193.1,19.37
Movado,B,-0.0168,0.4,3.89,19.48
Mylan,B,0.0304,0.0009,16.78,20.21
Mylan Labs,B,-0.0057,0.0084,19.83,13.02
Mylan Labs,B,-0.0057,0.0084,19.83,13.02
New York Times,B,0.06479999999999998,0.09466853289222547,63.699999999999996,20.51
News Corp.,B,-0.0613,0.1549,80.08,4.59
Nextel,R,-0.7302,0.1617,0,76.61
Nextel,B,-0.8753,0.2088,0,270.37
Nextel,B,-0.07,0.2,0,101.29
Nextel,B,-0.88,0.21,0,288
Nike,R,-0.0137,0.1449,89380,31.77
Nike,R,-0.0503,0.1012,89380,31.77
Nike,R,-0.0165,0.0966,151.07,20.4
Nokia,B,0.2323,0.0073,287,57.19
Nokia,B,0.2617,0.0096,975.6,15.95
Nokia,B,0.1815,0.0092,854130000,42.96
Nokia,B,0.289,0.005,213.98,26.59
Nokia,B,0.3592,0.0041,198,21.16
Nortel,B,-0.1137,0.015,0.15,71.1
Nortel,B,-0.1535,0.0278,121.63,33.05
Novell,B,-0.0273,0,307.4,18.29
NTT,B,-0.0665,0.3361,78890,682413
NY Times,B,-0.0133,0.1033,55.76,26.19
NY Times,B,-0.0133,0.1033,55.76,26.19
Oracle,B,0.2772,0.005,0,69.55
Oracle,B,0.2461,0.005,0,57.7
Oracle,B,0.2101,0.0056,0,54.58
Oracle,B,0.2101,0.0056,0,54.58
Outback,B,0.1148,0.053,3.3579999999999997,31.42091069528717
Panamsat,B,-0.08270000000000002,0.2666,0,50.11
PeopleSoft,B,-0.3824,0.0643,0,9.68
Pfizer,B,0.2345,0.0339,1481.1,25.66
Pfizer,B,0.2361,0.0343,1481,16.5
Pfizer,B,0.09159514311622344,0.03097867681916743,1913.4,17.75
Pfizer,B,0.268,0.0287,1405.2,14.23
Pfizer,R,0.4566,0.035,886.9,40
PGEX,B,-0.0546,0.3732,0,5.07
Phone.com,B,-0.9044,0.0016,0,13.24
Piercing Pagoda,B,-0.0653,0.4,0,14.9
Pixar,B,0.0661,0.001,0,12.32
Pixar,R,-0.0398,0.001,0,27.37
Playboy,B,-0.18,0.2741,0.12,2.37
Playboy Enterprises,B,-0.177,0.2803,0.12,3.67
PMC Sierra,B,0.5373,0.0001,0,51.4247769694596
Polo Ralph Lauren,B,0.0958,0.285,0,30.3
Quaker Oats,B,2.61015772870076,0.151829672520828,2.54,145.711067028242
Qualcomm,B,-0.0035814819504099427,0.0024,0,101.47
Qualcomm,B,0.0012,0.0025,0,73.45
Qualcomm,B,0.0832,0.0021,0,76.66
Qualcomm,B,-0.0593,0.0119,0,57.58
Qualcomm,B,-0.009247700081158217,0.0016,0,48.79
Qualcomm,B,-0.0298,0.0023,351,44.53
Qualcomm,B,-0.0017,0.0032,0,42.6
Qualcomm,B,-0.0623,0.0087,0,37.35
Qualcomm,B,-0.02990000000000001,0.02,0,14.03
Qualcomm,B,0.0701,0,0,11.92
Qualcomm,B,-0.0768,0.0016,0,105.19
Qualcomm,B,-0.0226,0.004,0,89.55
Qualcomm,B,0.10003713774140807,0.044,0,89.56
Qualcomm,B,-0.0444,0.0029,0,108.23
Qualcomm,B,-0.09810913458933676,0.0013,0,74.15
Qualcomm,B,0.0034,0.0025,-350.97,48.5
Qualcomm,B,-0.0175,0.0025,0,10.6
Qwest,B,-0.1032,0.0743,0,23.74
Qwest,B,-0.1032,0.0743,0,23.74
Qwest,B,-0.036500000000000005,0.0769,0,7.69
Ralph Lauren,B,0.00944,0.2392,3.19,18.69
RCN,B,-0.443,0.5,0.09,30.44
RCN,B,-0.916089412254346,0.837703125475059,141.738,405.135451956037
Reebok,B,0.03537876327052067,0.4276215443338814,189220,28.8
Reebok,B,0.0353,0.427821544333881,189220,26.77
Royal Caribbean,B,-0.0025,0.3361,45.94142857142857,18.27
Sapient,B,0.0224,0.022,0,37.79
Sapient,B,-0.0096,0,0,94.11
Schering P.,B,0.3377826542349859,0.0128,785.82,41.507347370202744
Schering Plough,B,0.385,0.0118,838.6,26.43
SCI Systems,R,-0.0479,0.0212,0,23.85
Siebel,B,0.2848,0.0127,0,116.24
Sony (Yen),R,-0.0874,0.076,19035,4119.76
Speedway Motorsports,B,-0.0143,0.3188,0,18.4
Sprint,B,-0.15309999999999999,0.145,441,17.23
Sprint,R,0.2117,0.1104,593.2,42.49
Sprint,R,0.05983937607000189,0.0933,218.24,71.22
Sprint (FON),B,3.33,0.1141,426.5,35.92
Spyglass,R,-0.096,0,0,22.61
Spyglass,R,-0.096,0,0,22.61
Starbucks Corp.,B,0.06,0.0769,0,41.178300025471465
Starwood Hotels,B,-0.3046,0.5567,0.61,36.45
Steve Madden,B,0.0479,0.11,320,21.14
Steven Madden,B,0.0479,0.1102,320,21.14
Sun,B,0.1174,0,330,88.61
Sun,B,0.1528,0.0031,0,31
Sun Micro,B,-0.0052,0.0121,0,103.28
Sun Microsystems,R,0.1299,0.0137,0,45.12
Sun Microsystems,B,0.121,0,0,115.2
Telefonica,B,-6.65,0.1067,-2470,21.37
Telefonica,B,-0.0437340902827211,0.1457,301,34.84
Teligent,B,-17.1875,0.2674,0,81.22
Tellabs,B,0.255,0.005,-18,40.34
Tellabs,B,0.1529,0.0052,-43.6,45.38
The Cheesecake Factory,B,0.021,0.1203,1.1620000000000001,29.852809163499966
The Gap,B,0.3765545850784384,0.10478711184430364,341.555,66.75
The Limited,B,0.2337,0.3652,496,29.53
Timberland,B,0.1619,0.15,8789,97.72
Timberland,B,0.1616,0.1503,8789,97.72
Time Warner,B,0.0706,0.1696,1155.9,35.3
Time Warner,B,-0.0939,0.2327,682,73.39
Time Warner,B,0.0716,0.1767,-75,56.13
Union Carbide,B,0.012578741113970268,0.25107190134467133,422.9,59.59
United Postal Service,B,0.1006,0.05,379,69.43
Univision,R,0.032,0.054,59.68,37.69
UPS,B,0.1538,0.0454,770.5,20.91
US Cellular,B,-0.0442,0.2,0,57.44
USA Networks,B,-0.1222,0.124,1.79,12.79
USA Networks,B,-0.1035,0.2208,0,2.7
Verisign,B,-0.1208,0,0,27.31
VIACOM,B,-0.0761,0.2018,196,41.99
VIACOM,B,-0.0761,0.2018,196,41.99
Viacom,B,-0.0919,0.2023,269.77,42.85
Viacom,B,-0.0926,0.1943,338.46,44.9
Viacom,B,-0.0955,0.1871,0,42.28
Viacom,B,-0.0835,0.1929,0,43.08
Viacom,B,-0.0941,0.1883,337.21,37.58
Viacom,B,-0.11,0.5524,0,21.36
Vitesse Semi,B,0.0615,0,0,28.9
Vitesse Semi,B,0.0615,0,0,28.9
Vodafone,B,0.6549,0.0214,153.14,2.19
Warner Lambert,B,0.254,0.0237,517.8,51.88
Warner Lambert,B,0.279,0.02,586.8,47.16
WCOM,B,-0.0229,0.152060136598381,0,23.1752090400731
Wolverine,B,0.0315,0.4013,6270,18.94
Wolverine,B,0.0315,0.2864,6270,18.94
World Airways,B,,0.99,0,0
Xircom,B,0.0685,0.01,0,9.51
Yahoo!,B,-0.0906,0,0,67.56
Yahoo!,B,-0.0906,0,0,67.56
Yahoo!,B,-0.0991,0,0,24.76
Zale,B,0.0584,0.42,109,36.97
