Company Name,Exchange:Ticker,Geographic Locations,Market Cap,PE,PBV,EV/Invested Capital,EV/Sales,EV/EBITDA,EV/EBITDAR,Expected growth in EPS - Next 5 years,CAGR- Revenues,Beta,Standard devaition in stock price,ROE,ROIC,Operating Margin,EBITDAR/Sales,Net Margin,Debt/Capital (Book),Debt/Capital (Market),Invested Capital,Capitalized R&D,Std Dev in EBITDAR (Last 10 years),Average EBIT (Last 10 years),CV in EBIT,"Market Capitalization [My Setting] [Latest] ($USDmm, Historical rate)","Total Debt [Latest Annual] ($USDmm, Historical rate)","Total Cash & ST Investments [Latest Annual] ($USDmm, Historical rate)","EBITDA [LTM] ($USDmm, Historical rate)","Total Revenue [LTM] ($USDmm, Historical rate)","EBIT [LTM] ($USDmm, Historical rate)","Total Equity [Latest Annual] ($USDmm, Historical rate)","Common Dividends Paid [LTM] ($USDmm, Historical rate)","Repurchase of Common Stock [LTM] ($USDmm, Historical rate)","Issuance of Common Stock [LTM] ($USDmm, Historical rate)",Primary Industry,Primary Sector,"Total Enterprise Value [My Setting] [Latest] ($USDmm, Historical rate)",Float % [Latest],"Daily Value Traded [Latest - 1 Year(s)] ($USDmm, Historical rate)","Net Income [LTM] ($USDmm, Historical rate)",LT EPS Growth Rate - Capital IQ [Latest] (%),"Total Revenues, 5 Yr CAGR % [LTM] (%)","EBITDA, 5 Yr CAGR % [LTM] (%)","Net Income, 5 Yr CAGR % [LTM] (%)",Effective Tax Rate [LTM] (%),"R&D Expense [LTM - 40] ($USDmm, Historical rate)","R&D Expense [LTM - 36] ($USDmm, Historical rate)","R&D Expense [LTM - 32] ($USDmm, Historical rate)","R&D Expense [LTM - 28] ($USDmm, Historical rate)","R&D Expense [LTM - 24] ($USDmm, Historical rate)","R&D Expense [LTM - 20] ($USDmm, Historical rate)","R&D Expense [LTM - 16] ($USDmm, Historical rate)","R&D Expense [LTM - 12] ($USDmm, Historical rate)","R&D Expense [LTM - 8] ($USDmm, Historical rate)","R&D Expense [LTM - 4] ($USDmm, Historical rate)","R&D Expense [LTM] ($USDmm, Historical rate)",2 Year Beta R-Squared [Latest],2 Year Beta [Latest],"Day Close Price [Latest] ($USD, Historical rate)","52 Week Low Price [Latest] ($USD, Historical rate)","52 Week High Price [Latest] ($USD, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 40] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 36] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 32] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 28] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 24] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 20] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 16] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 12] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 8] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 4] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM] ($USDmm, Historical rate)","EBIT [LTM - 36] ($USDmm, Historical rate)","EBIT [LTM - 32] ($USDmm, Historical rate)","EBIT [LTM - 28] ($USDmm, Historical rate)","EBIT [LTM - 24] ($USDmm, Historical rate)","EBIT [LTM - 20] ($USDmm, Historical rate)","EBIT [LTM - 16] ($USDmm, Historical rate)","EBIT [LTM - 12] ($USDmm, Historical rate)","EBIT [LTM - 8] ($USDmm, Historical rate)","EBIT [LTM - 4] ($USDmm, Historical rate)","EBIT [LTM] ($USDmm, Historical rate)"
"Emisphere Technologies, Inc. (OTCPK:EMIS)",OTCPK:EMIS,United States of America (Primary),42.2,NA,NA,NA,86.19047619047619,NA,64.50463292943692,0,0.877,0.899,1.3041227002821876,0.16260697827518103,0.10521235521235521,-10.380952380952381,-10.044761904761906,-23.523809523809522,-0.6747519294377068,0.5918762088974855,-85.897,17.703,8.86190780814154,-14.341,-0.6179421106018785,42.2,61.2,12.9,-10.9,1.05,-10.9,-151.9,0,0,0,Pharmaceuticals,Healthcare,97.6,63.5,,-24.7,,87.7,,,,19.4,21.6,14.3,6.14,2.58,2.03,1.53,1.39,1.1,0.63,0.353,0.023,0.899,0.695,0.46,0.905,0,0,0,0,0,0,0,0,0,0,0,-33.5,-24.9,-16.1,-11.3,-7.35,-6.39,-7.42,-8.35,-17.2,-10.9
Biodel Inc.,,United States of America (Primary),41.6,NA,1.0505050505050506,NA,NA,NA,0.1393728222996523,0,0,0.63,1.2652391078369336,-0.3888888888888889,13.166666666666714,#DIV/0!,#DIV/0!,#DIV/0!,0,0,196.59000000000003,197.79000000000002,11.860246390545361,-26.810000000000002,-0.4423814394086296,41.6,0,40.8,-15.4,0,-15.8,39.6,0,0,0,Pharmaceuticals,Healthcare,10.6,,,-15.4,,,,,,2.67,11.1,28.6,35.4,29.6,15.9,11.7,15.5,14.8,13.9,5.74,0.012,0.63,0.649,0.222,0.8,-2.7,0,0,0,0,0,0,0,0,0,0,-17.8,-42.7,-46.8,-40.8,-25.3,-17,-22,-19.9,-20,-15.8
CorGreen Technologies Holding Corp. (OTCPK:CGRT),OTCPK:CGRT,United States of America (Primary),40.6,NA,NA,NA,NA,NA,NA,0,0,0.746,1.297482523967086,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,40.6,,,,,,,,,,Pharmaceuticals,Healthcare,43.2,,,,,,,,,,,,,,,,,,,,0.016,0.746,1.5,1,1.5,,,,,,,,,,,,,,,,,,,,,
Cerecor Inc. (NasdaqCM:CERC),NasdaqCM:CERC,United States of America (Primary),40.6,NA,3.099236641221374,NA,25.679012345679016,NA,2.067594433399603,0,0,1.43,1.6355275204869741,-1.4122137404580153,6.811023622047247,-17.79835390946502,-6.378600823045269,-19.032921810699587,0.2979635584137192,0.12045060658578854,84.04899999999999,86.589,6.170216095621506,-12.115,-0.5093038461099055,40.6,5.56,21.2,-17.3,0.972,-17.3,13.1,0,0,24.7,Pharmaceuticals,Healthcare,35,78.3,,-18.5,,,,,,,,,,,,,3.07,11.8,7.1,11.1,0.037,1.43,4.38,1.94,5.32,,,,,,,,0,0,0,0,,,,,,,-3.76,-16.2,-11.2,-17.3
"Emerald Health Therapeutics, Inc. (TSXV:EMH)",TSXV:EMH,Canada (Primary),38.1,NA,NA,4.758720930232559,450.4883720930233,NA,100.3678756476684,0,0,1.34,1.647982099417345,5.939597315436242,-5.145348837209303,-20.581395348837212,-16.511627906976745,-20.581395348837212,1.739454094292804,0.018066544676683588,0.9950000000000001,0.651,1.2762446212749863,-1.719666666666667,-0.7421465136315096,38.1,0.701,0.059,-1.72,0.086,-1.77,-0.298,0,0,0,Pharmaceuticals,Healthcare,38.1,25.7,,-1.77,,,,,,,,,,,,,,0,0.039,0.3,0.032,1.34,0.604,0.099,0.832,,,,,,,,,0,0,0,,,,,,,,-0.419,-2.97,-1.77
"Imprimis Pharmaceuticals, Inc. (NasdaqCM:IMMY)",NasdaqCM:IMMY,United States of America (Primary),37.6,NA,NA,3.929610389610388,2.463841807909605,NA,2.4402663533098323,0,0,0.606,0.7126253754352883,13.021582733812952,-3.636363636363636,-0.9491525423728814,-0.8716949152542374,-1.0225988700564972,1.18733153638814,0.18982977806507217,12.1448,7.524799999999999,5.229572427816425,-6.334999999999999,-0.8255047242014879,37.6,8.81,2.8,-15.6,17.7,-16.8,-1.39,0,0,13.8,Pharmaceuticals,Healthcare,41.8,55.1,,-18.1,,,,,,0,0.844,2.49,3.12,0.716,0.206,0.58,2.32,0.18,0.37,0.171,0.035,0.606,2.85,2.28,7.81,0,0,0,0,0,0,0,0,0,0,0,-1.5,-4.34,-4.75,-2.46,-1.03,-3.03,-7.25,-9.29,-12.9,-16.8
"Pernix Therapeutics Holdings, Inc. (NasdaqGM:PTX)",NasdaqGM:PTX,United States of America (Primary),37.2,NA,1.1238670694864048,2.1726465009810334,1.9726288987905791,56.75824175824175,1.880232981434292,0,0.25,1.19,1.4198098464231046,-4.990936555891238,-0.28122956180510134,-0.547422024188415,0.08389560789306175,-1.0515595162316995,0.9085382702403978,0.898360655737705,391.6953,85.89529999999998,34.98527475953276,-17.2925,-2.023147304295663,37.2,328.8,56.1,5.46,157.1,-86,33.1,,,,Pharmaceuticals,Healthcare,310.3,87.1,,-165.2,,25,-17.6,,,,,,0.349,1.18,0.876,0.716,3.85,2.77,7.98,7.72,0.034,1.19,3.92,3.11,33.58,,,,0,0,0,0,0,0,0,0,,,6.73,9.29,12,6.94,-18.3,-18.3,-50.7,-86
"Orexigen Therapeutics, Inc. (NasdaqGS:OREX)",NasdaqGS:OREX,United States of America (Primary),36,NA,1.0778443113772456,NA,-3.625,NA,-1.4570502431118315,0,0.41100000000000003,0.624,1.1208865062975824,-0.5299401197604791,1.1481081081081081,-4.282258064516129,-2.721774193548387,-0.7137096774193548,0.7251028806584362,0.7099113618049959,560.3800000000001,652.8800000000001,23.886548981010684,-65.75,-0.36329352062373665,36,88.1,214,-104.4,24.8,-106.2,33.4,0,0,0.368,Pharmaceuticals,Healthcare,164.4,67.4,,-17.7,,41.1,,,,18.5,40.8,78.8,56.1,30.6,18.8,47,69.5,59.9,48.1,36.9,0.015,0.624,2.47,2.01,26.1,0,0,0,0,0,0,0,0,0,0,0,-50.2,-93,-72.9,-55,-30.7,-62.1,-88.7,-53.9,-44.8,-106.2
"ProPhase Labs, Inc. (NasdaqCM:PRPH)",NasdaqCM:PRPH,United States of America (Primary),34.8,NA,3.9411098527746318,3.0231018518518518,1.6639423076923077,NA,1.5983928324019765,0,0.0496,0.49,0.7108121503206583,-0.35334088335220837,-0.3472222222222222,-0.14423076923076922,-0.08302884615384616,-0.15,0.14271844660194175,0.04052936311000827,26.309600000000003,17.669600000000003,1.9733007908352715,-2.9193000000000007,-0.6759499848714662,34.8,1.47,1.66,-2.58,20.8,-3,8.83,0,0,1.04,Pharmaceuticals,Healthcare,35.2,62.3,,-3.12,,4.96,,,,3.52,4.95,6.38,2.2,0.912,0.951,1.58,0.815,0.971,1.25,0.853,0.023,0.49,2.04,1.08,2.24,0,0,0,0,0,0,0,0,0,0,0,-3.52,-2.62,-7.72,-0.438,-2.26,-3.35,-0.925,-2.1,-3.26,-3
"Blake Insomnia Therapeutics, Inc. (OTCPK:BKIT)",OTCPK:BKIT,United States of America (Primary),33.2,NA,NA,NA,NA,NA,NA,0,0,0.744,5.176016074163603,0.7906976744186047,2.0000000000000004,#DIV/0!,#DIV/0!,#DIV/0!,-7.600000000000003,0.0011432697514892592,-0.014999999999999998,0,0.10858330135584075,-0.09566666666666668,-1.135017087343283,33.2,0.038,0.01,0,0,-0.03,-0.043,0,0,0,Pharmaceuticals,Healthcare,33.2,33.5,,-0.034,,,,,,,,,,,,,,0,0,0,0.001,0.744,1.05,0.7,5,,,,,,,,,0,0,0,,,,,,,,-0.221,-0.036,-0.03
"Citius Pharmaceuticals, Inc. (OTCPK:CTXR)",OTCPK:CTXR,United States of America (Primary),32.9,NA,NA,NA,NA,NA,19.769325153374233,0,0,-0.484,-1.3746508890138858,10.409448818897639,3.8215102974828374,#DIV/0!,#DIV/0!,#DIV/0!,0,0,11.2886,12.5996,2.1675235485072197,-2.848333333333333,-0.7609795957310309,32.9,0,0.676,0,0,-5.01,-0.635,0,0,5.86,Pharmaceuticals,Healthcare,31.4,36.2,,-6.61,,,,,,,,,,,,,,0.437,1.18,1.63,0.006,-0.484,0.45,0.395,2.5,,,,,,,,,0,0,0,,,,,,,,-0.675,-2.86,-5.01
"Acacia Diversified Holdings, Inc. (OTCPK:ACCA)",OTCPK:ACCA,United States of America (Primary),30.1,143.33333333333334,130.8695652173913,-2.6938775510204067,132.97333333333333,NA,132.97333333333333,0,0,-0.642,#DIV/0!,0.9130434782608695,-24.6938775510204,-5.377777777777777,-5.199999999999999,0.9333333333333332,0,0,0.049000000000000016,0,0.957589334387833,-1.0050000000000001,-0.9528252083461024,30.1,0,0.181,-1.17,0.225,-1.21,0.23,0,-0.47,0,Pharmaceuticals,Healthcare,30,48.5,,0.21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-0.642,1.94,0.08,2.9,0.816,0,0,0,0,0,0,0,0,0,0,-1.76,-3.17,0.221,-0.152,-1.4,-0.705,-0.74,-0.674,-0.46,-1.21
Avivagen Inc. (TSXV:VIV),TSXV:VIV,Canada (Primary),29.3,NA,NA,NA,242.6124031007752,NA,27.869100623330365,0,-0.07519999999999999,0.508,1.2495147858268825,0.8888888888888888,11.226993865030666,-14.186046511627907,-6.403100775193799,-14.883720930232558,7.7500000000000036,0.07803650094398992,11.3931,11.5561,0.6000611913241295,-1.8149000000000002,-0.33063044317820783,29.3,2.48,0.483,-1.82,0.129,-1.83,-2.16,0,0,2.25,Pharmaceuticals,Healthcare,30,94.8,,-1.92,,-7.52,,,,0.01,0.949,0.957,1.28,2.04,1.31,0.947,0.808,1.11,0.711,0.994,0.008,0.508,0.114,0.026,0.158,0,0,0,0,0,0,0,0,0,0,0,-1.21,-0.909,-1.57,-2.02,-3.11,-2.29,-1.77,-1.84,-1.6,-1.83
Pain Therapeutics Inc. (NasdaqGS:PTIE),NasdaqGS:PTIE,United States of America (Primary),29.1,NA,0.989795918367347,NA,NA,NA,-0.1913043478260869,0,0,1.13,1.069804066519071,-0.5714285714285715,8.894736842105253,#DIV/0!,#DIV/0!,#DIV/0!,0,0,117.841,119.74099999999999,11.31908241275178,-1.0739999999999998,-10.539182879657151,29.1,0,31.3,-16.9,0,-16.9,29.4,0,0,0,Pharmaceuticals,Healthcare,7.36,70.8,,-16.8,,,,,,40.7,47.5,50.2,26.4,11.5,14.6,7.22,5.87,7.35,6.59,11.5,0.054,1.13,0.631,0.51,3,0,0,0,0,0,0,0,0,0,0,0,2.89,9.95,-7.96,-5.86,2.36,-2.64,-3.38,22.6,-11.8,-16.9
Canada House Wellness Group Inc. (CNSX:ABA),CNSX:ABA,Canada (Primary),29,NA,NA,3.2052117263843645,NA,NA,NA,0,0,-2.03,-2.9447931941855843,6.000000000000001,-5.8631921824104225,#DIV/0!,#DIV/0!,#DIV/0!,2.1858974358974357,0.022976888349841657,0.30700000000000005,0,0.4101219330881983,-1.51,-0.2716039291974823,29,0.682,0.005,-1.79,0,-1.8,-0.37,0,0,0.556,Pharmaceuticals,Healthcare,29.7,62,,-2.22,,,,,,,,,,,,,,,0,0,0.023,-2.03,0.515,0.074,0.736,,,,,,,,,,0,0,,,,,,,,,-1.22,-1.8
"Innovus Pharmaceuticals, Inc. (OTCPK:INNV)",OTCPK:INNV,United States of America (Primary),27.6,NA,NA,3.1402472527472525,8.71939393939394,NA,8.594384707287933,0,0,1.16,3.609073011176138,25.336322869955158,-6.4010989010989015,-1.4121212121212123,-1.1793939393939394,-3.4242424242424248,1.568877551020408,0.04266389177939646,1.1120999999999999,0.3841,1.5647832650775209,-2.9133333333333336,-0.5371109605529247,27.6,1.23,0.056,-3.94,3.3,-4.66,-0.446,,,,Pharmaceuticals,Healthcare,27,67.2,,-11.3,,,,,,,,,,,0.059,0,0.068,0.155,0.015,0.048,0.005,1.16,0.265,0.028,0.663,,,,,,0,0,0,0,0,0,,,,,-0.18,-2.16,-3.19,-3.59,-3.7,-4.66
Aeolus Pharmaceuticals Inc. (OTCPK:AOLS),OTCPK:AOLS,United States of America (Primary),27.5,NA,NA,1004.9245901639338,11.547154471544715,NA,5.329455909943714,0,-0.0179,0.033,#DIV/0!,3.514792899408284,-43.93442622950818,-1.0894308943089432,1.1666666666666667,-1.207317073170732,6.451612903225805,0.03508771929824561,60.39439999999999,60.33339999999999,1.0533143932896343,-2.7251,-0.38652320769499626,27.5,1,0.094,0,2.46,-2.68,-0.845,0,0,2.01,Pharmaceuticals,Healthcare,23.8,27,,-2.97,,-1.79,,,,3.57,1.67,1.24,1.13,0.416,3.85,7.23,3.76,5.56,4.8,2.87,0,0.033,0.181,0.149,0.5,0,0,0,0,0,0,0,0,0,0,0,-3.71,-2.91,-2.43,-2.85,-4.32,-2.88,-2.53,-0.221,-2.72,-2.68
"Ritter Pharmaceuticals, Inc. (NasdaqCM:RTTR)",NasdaqCM:RTTR,United States of America (Primary),27.4,NA,1.8639455782312926,NA,NA,NA,1.489088575096277,0,0,1.66,1.410890689356703,-0.8843537414965987,11.909090909090894,#DIV/0!,#DIV/0!,#DIV/0!,0,0,21.433599999999995,22.533599999999996,5.916293884969993,-7.453333333333333,-0.7937782493251332,27.4,0,15.8,-13.1,,-13.1,14.7,0,0,1.01,Pharmaceuticals,Healthcare,18.9,68.4,,-13,,,,,,,,,,,,,,0.092,1.63,7.79,0.067,1.66,2.55,0.981,5.5,,,,,,,,,0,0,0,,,,,,,,-1.3,-7.96,-13.1
Luckycom Inc (OTCPK:LKYM),OTCPK:LKYM,United States of America (Primary),27.1,NA,322.6190476190476,NA,NA,NA,NA,0,0,-5.22,-6.522473704493292,-5.011904761904762,420.9999999999996,#DIV/0!,#DIV/0!,#DIV/0!,0.27586206896551724,0.0011794191360754828,-0.0010000000000000009,0,0.11191216794135181,-0.29666666666666663,-0.3772320267686016,27.1,0.032,0.117,-0.412,0,-0.421,0.084,0,0,0.42,Pharmaceuticals,Healthcare,27.2,34.8,,-0.421,,,,,,,,,,,,,,0,0,0,0.031,-5.22,1.55,0.8,2,,,,,,,,,0,0,-0.305,,,,,,,,-0.204,-0.265,-0.421
"Rocky Mountain High Brands, Inc. (OTCPK:RMHB)",OTCPK:RMHB,United States of America (Primary),26.7,11.459227467811159,NA,NA,25.199999999999996,NA,25.199999999999996,0,0,0.585,2.877819487042229,-1.5743243243243243,3.6721991701244816,-3.2777777777777777,-3.259259259259259,2.1574074074074074,-0.7169373549883991,0.022622446738414233,-0.958,0.005999999999999998,1.5489520328273563,-1.321,-1.1725602065309284,26.7,0.618,0.102,-3.52,1.08,-3.54,-1.48,0,0,1.28,Pharmaceuticals,Healthcare,27.2,71.5,,2.33,,,,,,,,,,,0,0.038,-0.024,0,0,0,0.002,0.585,0.043,0.02,0.084,,,,,,0,0,0,0,0,0,,,,,0,-0.428,-0.59,-0.318,-3.05,-3.54
"Ember Therapeutics, Inc. (OTCPK:EMBT)",OTCPK:EMBT,United States of America (Primary),25.8,NA,NA,NA,NA,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,25.8,,,,,,,,,,Pharmaceuticals,Healthcare,28.6,8.58,,,,,,,,,,,,,,,,,,,,,0.62,0.25,1.3,,,,,,,,,,,,,,,,,,,,,
Canadian Cannabis Corp. (OTCPK:CCAN),OTCPK:CCAN,Canada (Primary),23.6,NA,NA,NA,NA,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,23.6,,,,,,,,,,Pharmaceuticals,Healthcare,33.3,73.6,,,,,,,,,,,,,,,,,,,,,0.75,0.515,2.74,,,,,,,,,,,,,,,,,,,,,
"Marinus Pharmaceuticals, Inc. (NasdaqGM:MRNS)",NasdaqGM:MRNS,United States of America (Primary),23.3,NA,0.49680170575692967,NA,NA,NA,-1.076793248945148,0,0,1.79,1.6494466908526968,-0.6439232409381663,15.52083333333332,#DIV/0!,#DIV/0!,#DIV/0!,0.13596168017686072,0.2405475880052151,163.5082,165.42819999999998,12.373807013203335,-15.395,-0.8037549212863485,23.3,7.38,56.2,-29.8,0,-29.8,46.9,,,,Pharmaceuticals,Healthcare,-7.03,63.7,,-30.2,,,,,,,,,,,,,0.846,7.67,15,23.7,0.057,1.79,1.18,1.02,20.72,,,,,,,,-1.27,0,0,0,,,,,,,-1.43,-9.85,-20.5,-29.8
FV Pharma International Corp. (OTCPK:FVPI.D),OTCPK:FVPI.D,Canada (Primary),21.9,NA,NA,NA,NA,NA,NA,0,0,-2.76,-11.085904563904561,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,21.9,,,,,,,,,,Pharmaceuticals,Healthcare,,,,,,,,,,,,,,,,,,,,,0.003,-2.76,175,50,500,,,,,,,,,,,,,,,,,,,,,
Acerus Pharmaceuticals Corporation (TSX:ASP),TSX:ASP,Canada (Primary),20.4,6.962457337883958,NA,NA,0.7175324675324676,1.0184331797235024,0.6752215093186679,0,4.127,-0.023,#DIV/0!,-1.1910569105691058,-25.52631578947366,0.6298701298701298,0.7672077922077921,0.09512987012987013,1.4416517055655296,0.2824481181850158,76.788,77.548,16.851084040302375,-13.25,-1.2717799275699906,20.4,8.03,6.33,21.7,30.8,19.4,-2.46,0,0,2,Pharmaceuticals,Healthcare,22.6,40.2,,2.93,,412.7,,,0,,,,,3.77,15.1,15.9,17.9,16.8,3.45,1.93,0,-0.023,0.096,0.055,0.184,,,,,-6.49,0,0,0,0,0,0,,,,-6.64,-23,-25.1,-28.5,-22.3,-6.61,19.4
"Evoke Pharma, Inc. (NasdaqCM:EVOK)",NasdaqCM:EVOK,United States of America (Primary),20.4,NA,5.878962536023054,NA,NA,NA,2.247206703910614,0.4,0,1.41,1.6126530097109326,-3.400576368876081,12.85714285714286,#DIV/0!,#DIV/0!,#DIV/0!,0.5579617834394904,0.17675544794188863,92.2113,93.0513,5.262052831357735,-7.780000000000001,-0.6763564050588348,20.4,4.38,8.69,,,-10.8,3.47,0,0,13.9,Pharmaceuticals,Healthcare,10,71.3,,-11.8,40,,,,,,,,,,,1.84,0.639,8.45,8.62,7.16,0.037,1.41,1.65,1.35,11.11,,,,,,,0,0,0,0,0,,,,,,-2.42,-1.68,-11.8,-12.2,-10.8
"Earth Science Tech, Inc. (OTCPK:ETST)",OTCPK:ETST,United States of America (Primary),20.1,NA,NA,NA,46.74418604651163,NA,44.86607142857143,0,0,-0.642,-2.578677800734322,#DIV/0!,#DIV/0!,-3.325581395348837,0.04186046511627907,-4.232558139534884,#DIV/0!,0,0.153,0.153,9.058723254410635,-4.431,-2.044397033268029,20.1,,,0,0.43,-1.43,,0,0,0.543,Pharmaceuticals,Healthcare,20.1,35.6,,-1.82,,,,,,,,,,,,0,0,0,0.015,0.018,0.003,-0.642,0.51,0.18,1,,,,,,,0,0,0,0,0,,,,,,-0.038,-0.06,-0.027,-20.6,-1.43
"Oculus Innovative Sciences, Inc. (NasdaqCM:OCLS)",NasdaqCM:OCLS,United States of America (Primary),20,NA,1.9801980198019802,7.93913994169096,0.82640522875817,NA,0.7450795521508546,0,0.055999999999999994,0.29,1.1648233056276531,-1.0495049504950495,-3.826530612244897,-0.6862745098039216,-0.5640522875816993,-0.6928104575163399,0.011161151360877227,0.005667694143382719,29.141,26.396999999999995,6.765715532496671,-10.187999999999999,-0.664086722859901,20,0.114,7.47,-10.3,15.3,-10.5,10.1,,,,Pharmaceuticals,Healthcare,16.9,99.3,,-10.6,,5.6,,,,3.23,7.4,9.98,2.87,1.64,2.09,2.03,2.57,2.29,1.62,1.67,0.003,0.29,4.77,3.57,7.15,0,0,0,0,0,0,0,0,0,0,0,-22,-23.2,-8.5,-7.5,-6.11,-5.13,-4.46,-6.71,-7.77,-10.5
Beleave Inc. (CNSX:BE),CNSX:BE,Canada (Primary),19.8,NA,54.09836065573771,1.2872340425531914,NA,NA,577.1176470588235,0,0,0,#DIV/0!,-6.448087431693989,-6.382978723404255,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.42,0.23199999999999998,0.2962777413171642,-0.9904999999999999,-0.29911937538330563,19.8,0,0.178,0,0,-1.2,0.366,0,0,0.408,Pharmaceuticals,Healthcare,19.7,62.9,,-2.36,,,,,,,,,,,,,,,0.022,0.034,,,0.839,0.155,0.92,,,,,,,,,,0,0,,,,,,,,,-0.781,-1.2
"Vitality Biopharma, Inc. (OTCPK:VBIO)",OTCPK:VBIO,United States of America (Primary),17.4,NA,NA,NA,74.27038626609442,NA,22.38680465717982,0,0,0.504,2.024382572539094,1.5366795366795367,3.703099510603589,-9.742489270386265,2.3175965665236054,-3.4163090128755367,0,0,10.717400000000001,11.330400000000003,1.625792026762868,-1.8125,-0.8969887044208927,17.4,0,0.095,0,0.233,-2.27,-0.518,0,0,0.573,Pharmaceuticals,Healthcare,17.4,93.6,,-0.796,,,,,,,,,0,0,0,0,0.86,0.698,1.07,0.54,0.003,0.504,1.45,0.3,2.25,,,,0,0,0,0,0,0,0,0,,,-0.04,-0.018,-0.032,-1.69,-3.04,-3.51,-3.9,-2.27
"Apricus Biosciences, Inc. (NasdaqCM:APRI)",NasdaqCM:APRI,United States of America (Primary),16.5,NA,NA,NA,2.7475124378109457,NA,1.2473178994918124,0,0.09880000000000001,-0.716,-1.5752,0.9527162977867204,3.287356321839081,-1.7786069651741296,-0.5385572139303483,-1.1778606965174132,-20.608695652173957,0.3648960739030023,265.45799999999997,269.80799999999994,9.046678823376746,-13.696200000000001,-0.6605247311938162,16.5,9.48,3.89,-14,8.04,-14.3,-9.94,0,0,14.1,Pharmaceuticals,Healthcare,18.3,67.6,,-9.47,,9.88,,,,7.08,4.96,5.7,2.9,1.67,4.39,6.34,5.03,6.68,26.9,9.67,0.01,-0.716,2.14,1.48,15.5,0,0,0,0,0,0,0,0,0,0,0,-9.11,-8.89,-0.132,-9.33,-14.4,-15.2,-19.3,-11.4,-34.9,-14.3
"Carbylan Therapeutics, Inc. (NasdaqGM:CBYL)",NasdaqGM:CBYL,United States of America (Primary),15.5,NA,0.3144016227180528,484.12380952382387,-1158.2758620689656,NA,-3.6916144631278165,0,0,2.77,1.7665623456330106,-0.44624746450304265,-79.04761904762141,-572.4137931034483,-256.2068965517241,-758.6206896551723,0.08551289185679838,0.2292391844853307,150.75599999999997,150.546,7.889778197135839,-11.67,-0.6760735387434309,15.5,4.61,53.7,-16.5,0.029,-16.6,49.3,0,0,0.013,Pharmaceuticals,Healthcare,-19.7,50,,-22,,,,,,,,,,,,,1.96,6.38,15,9.07,0.119,2.77,0.59,0.44,4.14,,,,,,,,-1.52,0,0,0,,,,,,,-1.83,-8.95,-19.3,-16.6
"Dipexium Pharmaceuticals, Inc. (NasdaqCM:DPRX)",NasdaqCM:DPRX,United States of America (Primary),15.1,NA,0.49025974025974023,NA,NA,NA,-1.2042253521126762,0,0,0.373,1.4982037689624643,-0.6948051948051948,15.285714285714262,#DIV/0!,#DIV/0!,#DIV/0!,0,0,104.50000000000001,105.9,8.217363729729056,-13.14,-0.6253701468591367,15.1,0,32.2,,,-21.4,30.8,0,-0.127,0.127,Pharmaceuticals,Healthcare,-3.75,52.4,,-21.4,,,,,,,,,,,,,0.88,7.88,9.42,14.2,0.003,0.373,1.45,1.15,17.75,,,,,,,,0,0,0,0,,,,,,,-2.06,-12.6,-16.5,-21.4
