Company,Power,Risk Characteristics,Investment Performance,Capital Structure,Dividend Policy,Valuation
Coach,2,R,0.2576,0.053608395520830215,24.3,44.57
Coach,1,B,0,0.054,561.14,26.93
Coach,1,B,0.2975,0.0486,561.14,37
Coach,1,R,0.2442,0.0785,549.92,46.14
Coca Cola,1,B,0.2218,0.0847,4993,151.15
Coca Cola,1,B,0.1872,0.0943,4886,56.5
Coca-Cola,2,B,0.2617,0.0832,4656,47.95
Coca-Cola Company,2,B,0.2444,0.0859,3930.3,49.39
Columbia,0,B,0.14095371218695102,0.111,87.94,48.31
Comcast,1,B,-0.0432,0.46,2941.33,40
Comcast,0,R,-0.0010000000000000009,0.4695,2527,18.16
Community Health Systems,2,B,0.08412707277983336,0.6402510063749447,69.28,64.20295085039452
ConAgra,0,B,0.1038,0.2471,1248.2,11.81
ConAgra Foods,2,B ,0.1175,0.27,702,37.67
ConAgra Foods,2,B ,0.1175,0.27,702,44.41
ConEd,0,B,0.0141,0.4593417547152272,904.27,52.116631168416355
Constellation,1,B,-0.0585,0.5489,0,18.97
Constellation Energy Group,0,B,0.0832755211653528,0.483153712186951,272.62,37.35
"CVS Caremark 
Corporation",1,B,0.0119,0.3422,981,71.69
CVS-Caremark,0,B,0.01547,0.3491,2916,49.36
Daimler AG,1,B,-0.051278428410273205,0.5970891733470715,0,41.3248519221252
Danone,1,B,0.0498,0.2344,628.98,43.83
Darden,0,B,0.1653,0.2577,286.12,33.77
Darden,0,B,0.13546991531755914,0.34203846961931667,281,38
Darden International,1,B,0.1461895017475215,0.2572891830093449,269.71666666666664,39.07459618729822
Darden Restaurants,0,B,0.16241932669989365,0.24020186011515904,153.51861301875002,42.28974380190242
Darden Restaurants,1,B,0.17,0.2533,24.33798,52.56866341026647
Darden Restaurants,2,B,0.0469,0.4059,353.98,65.89
Deere & Co.,0,B,0.0361,0.482,476.4,64.31
Dell,0,B,0.1253,0.1058,0,15.5
Dell,1,B,0.46549999999999997,0.106,0,22
Denso Corporation,0,B,0.0274,0.13798109366710087,2736.3723916532904,36.90743713215623
Diageo,2,B,0.3508,0.2665,870,11.73
Diageo,1,B,0.37582574042555233,0.2532367727038982,1877,15.88
Diageo,2,B,0.3479,0.2397,1633.5,19.59
Diageo,1,B,0.3744,0.2542,1877,10.23
Diageo,1,B,0.319,0.2657,1803,10.87
Diageo,1,B,0.3614,0.266,1262,11.81
Diageo,1,B,0.3366,0.2717,1876.8,10.22
Diamond Offshore,1,B,0.3113,0.0976,614.04,137.34
Dick's,1,B,-0.07649999999999998,0.4547,0,32.46
Direct TV,0,B,0.2286,0.267,0,40.17
Direct TV,0,Bottom-up,0.2286,0.267,0,40.17
Direct TV,1,B,0.2471,0.20823014453632646,2468,32.37105302369898
DirecTV,1,B,0.2586,0.202,2298.33,49.05
DirecTV,0,B,0.1627,0.264,1635.2,27.75
Discovery,0,B,-0.0109,0.2,8,16.27
Discovery,2,R,0.0051,0.2232,255,25.04
Dolby Labs,0,B,0.1478,0.005,0,61.09
Dolby Labs.,2,B,0.04715583732588258,0.004408205903914619,0.2,53.735535468960364
Dollar Tree,0,B,0.0249,0.2465,0,61.22
Domino's,0,R ,,0.6328,210.2,15.2
Domino's Pizza,2,B,,0.6213,254.24,25.13
Dr Pepper Snapple,1,B,0.1219,0.3115,152.47,34.86
"Dr Pepper Snapple Group, Inc.",1,B,0.08817668977988538,0.2731,595.3,36.98
Dr. Reddys,1,B,0.00268,0.0903,738,403.97
Dreamworks,0,B,0.0723,0.0072,0,66.87
Dreamworks,0,B,0.0398,0.0367,0,79.99
Dreamworks,0,B,0.05130648570330451,0.0025265740056293175,113.42,17.56
DreamWorks,0,B,0.04,0,139.71,23.98
Dreamworks,0,B,0.053,0.0084,113.42,30.08
Dreamworks,0,B,0.0431,0,3.73,37.9
eBay,1,B,0.016810045281108354,0.004724843847004506,,17.553417344018747
eBay,0,R ,0.0692,0.0052,0,25.37
Ebay,2,B,0.1297,0.0046,0,28.16
Ebay,2,B,0.1297,0.0046,0,22.52
Electronic Arts,2,B,-0.0194,0.0167,0,25.34
EMC Corporation,1,B,-0.0326,0.0941,865.69,11.67
Exxon Mobil,0,B,0.0822700847021279,0.0495682464509469,34710.6,76.01
First Solar,2,B,0.213,0.024,0,216.77
First Solar,0,B,0.303,0.0136,0,258.06
First Solar,0,B,0.241232260493649,0.020259360487415,0,79.99
First Solar,0,B,0.3182,0.0234,0,93.64
First Solar,1,R,0.2707,0.0199,0,135.24
Foster's Group,2,B,-0.0045,0.2037,476.2,4.34
Frisch Restaurants,0,B,0.035,0.2888,0.91442,25.72159519787054
Game Stop,0,B,0.0572,0.255,,29.3
Gamestop,1,B,-0.0022000000000000075,0.2348,0,37.53
Gap,0,B,0.10000000000000003,0.19,1410.22,21.32
General Mills,0,B,0.196347599813552,0.20531927974692163,1500,84.02
General Mills,1,B,0.2132,0.2284,435.6,155.45
General Mills,0,B,0.123,0.2338,1875.9,53.62
General Mills,0,B,0.1489,0.2406,1875,74.74
Genzyme Corporation,1,B,-0.03833938494849365,0.02385474758151239,243.4,33.248305606353306
Genzyme Corporation,1,R,-0.0055,0.0319,78.85,73
Goodyear (GT),1,B,-0.6512,0.5679,42.97,14.25
Goodyear Tire,1,R,0.0074,0.641,0,8.19
Google,0,R,0.0904,0.0097,0,602.7
Google,0,B,0.1484,0.0116,0,897.09
Google,0,B,0.1484,0.0116,0,897.09
Google,0,B,0.1175,0,,481.35
Google,0,B,0.10793213060374626,0.00937256779569415,0,581.5582656262607
Google,0,R,0.123,0,16.17,663.31
Google,0,R,0.12,0.0095,150,601.83
Green Plains Renewable Energy,0,B,-0.0135,0.3891,0,77.93
Gruma,2,B,0.0179,0.6,196.8,36.03
GT Solar,0,B,0.8411,0,0,11.06
GT Solar,1,B,1.4598,0,0,17.76
Halliburton,1,B,-0.002,0.1693,668,32.75
Halliburton & Co.,0,B,0.0419,0.1586,664.7,32.34
Hansen,0,B,0.4043,0.0037,43.5,48.16
Hansen's,0,B,0.3411,0.004,86.2,50.21
Hansen's,1,B,0.2774,0.0001,0,125.58
Hasbro,2,B,0.17,0.17,199.57,46.91
Heineken,0,B,0.1331,0.3284,224,€27.55
Hermes,0,B,0.07550000000000001,0.0251,109.9,50.57
Hershey,1,B,0.7704,0.181,543.92,68.7
Hershey,1,R,0.5239463312655276,0.14366769464911133,543.9,40.16
Hershey's,0,B,0.7704,0.1493,519.1,49.3
"Hertz Global Holdings, Inc.",2,R,-0.2903036924614327,0.4961,314.8795,19.679127594209184
Hewlett Packard,0,B,0.0558,0.1155,766,36.64
Hewlett-Packard Company,1,B,0.0889,0.1147,5671.8,26.77
HJ Heinz Co.,1,B,0.4598788980379988,0.28083183336368417,469.975,64.27
HMA,1,B,0.2191,0.596,0,2.27
Home Depot,1,B,0.0637,0.22,5565,18
Hormel,1,B,0.0988,0.0679,139.5,58.62
Hyundai MTR,0,R,-0.0597,0.56,320.9884691848907,121.92534211442306
Iberdrola,0,B,0.005,0.4811,2006,9.73
IBM,0,B,0.3452,0.183,2860,53.46
Infosys,0,B,0.2413,0.0017,559,42.96
Infosys,1,R,0.19619999999999999,0.0036,283.4,61
Intel,1,R,0.047514,0.019,3108,14
Intel,0,B,0.0447,0.017,8432.4,23.59
International Business Machines Corporation,1,B,0.49295561691036804,0.1328,8968.5,115.62
J. Crew,1,B,0.010800000000000004,0.127,0.44,15.78
Jiahua,0,R,0.1016,0.7034,2.17,0.04
Joann Stores,1,B,0.026,0.3367,200,33
Johnson & Johnson,2,B,0.11790000000000002,0.0706102299260374,7070.5,70.90041683975754
Johnson Controls,1,R,-0.037,0.1519,264,13.97
Jones Soda,1,B,-0.621,0.0049,0,1.42
Kraft,1,B,0.050177330992208516,0.3191821351974565,2432.625,35.3883053006232
Kraft,1,B,0.0531,0.3151,1712,26.43
Kroger Co.,1,B,0.15644388252133729,0.4894432377914977,834,25.87256437875231
Life Time Fitness,1,B,0.0159,0.4036,0,34.05
Lifepoint Hospital,2,R,-0.0215,0.48,0,44.72
Limited Brands,0,B,0.0967,0.3667,169,36.19
Limited Brands,1,B,0.107,0.4703371272955817,193,44.455364994864794
"Limited Brands, Inc.",1,B,0.1012,0.3925,345.5,27.89
Lionsgate,2,B,,0.387,0,73.67
Live Nation,1,B,-0.2525,0.61,11.47,-2
Logitech,1,B,0.018200000000000008,0.01,0,21.3
Lululemon,1,B,0.2011,0.0565,0,23.96
Lululemon,2,R,0.1915,0.0581,0,31.83
Macy's,1,B,0.042635000000000006,0.4954,979.9,20.21
Macy's,1,B,-0.08779999999999999,0.495,1618,22.74
Magna International,2,R,0.0383,0.1624,125,88.25
Martin Marietta,1,B,0.08930000000000002,0.284,218.1,93.68
McCormick,1,B,0.1866,0.1762,207,45.44
McDonalds,0,B,0.22771298400388182,0.20108783326244042,4540.8,43.19
McDonalds,0,B,0.2286,0.199,2954.21,52.59
McDonalds,2,B,0.2214,0.2037,4540.82,53.41
McDonald's,2,B,0.255,0.1883,2954,53.35
McDonald's,1,B,0.24143907164876866,0.1955207001288963,4540.82,84.2
McDonald's,0,R,0.267,0.224,4541,75.98
McDonald's Corp.,1,B,0.2153893673698468,0.21225350116242245,4540.82,75.88
MDR,1,B,0.1763,0.0127,0,31.67
Mednax,0,B,0.0853,0.0319,0,73.31
Medtronic,0,B,0.0834,0.1203,1602,40.94
Merck,0,B,0.24151,0.1194,3479.1,111.13
Merck,0,B,0.2417,0.1294,3479,31.51
MetroPCS,2,B,-0.0149,0.6562,0,14.05
MGM Mirage (MGM),1,B,-0.20928954242734787,0.5251133915224453,633,13.42
Microsoft,0,B,0.2965019915017414,0.029237278356774442,13821,42.300687915816766
Microsoft,0,B,0.2788,0.0257,25734,32.08
Microsoft,1,R,0.3199,0.0233,25734,49.93
Microsoft Corp.,1,B,0.21394064065236906,0.02652705233754068,101142,71.82181366808761
Molson Coors,1,B,0.0403,0.1677,170.4,65.17
MolsonCoors,1,B,0.04875390000771421,0.1964978712298287,128.95,50.65
Nathan's Famous,0,B,0.02332543208902152,0.07243420499067238,2.9921666666666664,15.381718361532378
Nestle,1,B,0.0903,0.121,5132.83,50.75
Netflix,1,B,0.3598,0.052,0,74.9
Netflix,1,B,0.1254,0.034,0,79.99
Netflix,1,B,0.423,0.0445,0,91.64
Netflix,0,B,0.3002,0.03814,0,104.21
Netflix,2,B,0.3382,0.041,0,111.03
Netflix,1,B,0.2279,0.0526,0,11.77
Netflix,0,B,0.32914288852278967,0.06357909726880392,124.76,56.58
Netflix,1,B,0.4844,0.07,304.5,58
Netflix,1,B,0.2465,0.0475,208.03,78.01
Netflix,0,B,0.3361,0.0467,124.85,82.75
Netflix,2,B,0.2331,0.1141,0,87.51
Netflix,2,B,0.3414,0.0427,78.03,100.12
News Corp,0,R,0.0272,0.2898,1204.8,10.43
News Corp,0,B,0.0312,0.3265,356,15.47
Nike,0,B,0.1286,0.0522,1162.07,69.68
Nike,1,B,0.08,0.0586,370.41,75.82
Nike,0,B,0.08050896905578214,0.05750914838503372,350.18,82.57916148693131
Nike,2,R,0.0993,0.0545,687.7,66.39
Nintendo,0,B,0.1346,0,1237.03,301
Nordstrom,1,B,0.2007,0.2539,682,28
Nordstrom,1,R,0.1526,0.1643,413.74,37.39
Nordstrom,2,B,0.0891,0.43,139,41.98
Nordstrom,1,B,0.2463,0.2473,641.53,40.49
NRG Energy,0,B,0.024,0.6738,404,30.2
Nutrisystem,1,B,0.169,0.0148,21.4,22.98
Oracle Corporation,0,B,0.1063692232055064,0.1063,2688.6,17.04
Overstock.com,0,B,0.6314,0.1484,7.58,33.93
Panera,0,B,-0.06460884410646389,0.2,10,11.95
Panera Bread,1,B,0.085,0.1939,0.5704199999999999,81.72136717982382
Panera Bread Company,1,B,0.0895,0.2131,79.8,79.41
Papa John's,0,B,0.23288158398851921,0.194596236962679,64.93333333333332,34.11546032870315
Parkson Retail,1,R,0.14930933782175682,0.17609775306609265,378.8,1.65
Party Gaming,1,B,0.0517,0.0316,0,3.27
Partygaming,1,B,0.21599035010420453,0.031156312436599862,30.771428571428572,5.294010041046545
Patriot Coal,1,B,-0.03899999999999999,0.1432,0,23.95
Peet's,1,B,0.0111,0.1408,6.6,44.73
Penske,0,R,0.0056,0.7341,21,15.49
Pepsi,1,B,0.3344,0.076,2739,80.67
Pepsi,1,B,0.2659,0.0782,4178,106.71
PepsiCo,0,B,0.416,0.0819,5204,73.13
PepsiCo,2,B,0.2701,0.0822,5212,54.12
Petrobras,1,B,0.111,0.157,4831,59.72
PF Chang's Bistro,1,B,0.03421846260785019,0.2320420750980326,24.35,29.18689099608768
"Pfizer, Inc.",2,B,0.06289646072140309,0.2148,11161.8,16.97201506089419
Polo Ralph Lauren,0,R,0.0436,0.161,19.9,63.24
Polo Ralph Lauren Corporation,0,B,0.048,0.1982,106.08,89.44
Priceline,2,B,0.4023,0.0231,0,120.82476548456525
Priceline,2,B,0.4023,0.0231,0,120.82476548456525
Qualcomm,1,B,0.0028,0.0057,2009.8,28.27
Regal Entertainment,1,B,,0.61196,110.8,10.36
Regal Entertainment Group,2,B,,0.6804,133.99,20.47
Research In Motion,0,B,0.2318354014990736,0.004544576661228053,1200,88.39334531429454
Research In Motion Ltd.,1,B,0.1195,0.1044,0,62.77
RIM,1,B,0.2153,0.004,0,59.59
Rohto Pharmaceutical ,1,R,-0.0363,0.0632,89.5,11.11
Ross Stores,0,R,0.3766,0.2036,269.73,92.91
Ross Stores,2,R,0.3268,0.3239,269.73,67.32
Royal Caribbean (RCL),1,B,-0.0429,0.4545,137.7,32.28
Safeway,0,B,0.058,0.3736,1038,16.8
Saks,2,R,-0.1507,0.3163,0,6.25
Saks,1,B,-0.1548,0.2666,113.05,10.04
Salesforce.com,0,R,0.008199999999999999,0.054,0,44.751
Schlumberger,0,B,0.084,0.1544,1163.2,116.69
Scientific Games,1,B,-0.06139813440249805,0.5055622922408253,6.175142857142857,12.685280963933211
SES,2,B,0.2432,0.3392,594.24,28.953518953692274
Sony,2,R,-0.00932,0.177,258.6,30.39
Sony,0,R,-0.058699999999999995,0.2627,28106.4,1603.64
Sony Corp. ADR,1,B,-0.05809014488102865,0.4090671929109084,163638,23739.99879636612
Sotheby's,2,R,-0.12440000000000001,0.19321122991975254,20.4,25.02
Southwest Airlines,1,B,-0.064,0.3441,13,15.91
Starbucks,1,B ,-0.0055,0.1672,365.71,79.99
Starbucks,1,B ,-0.0055,0.1672,365.71,79.99
Starbucks,1,B,0.09461495519549312,0.15706834746557974,579.8666666666667,20.817447941334954
Starbucks,1,B,0.0641,0.1829,0,23.4
Starbucks,0,B,0.0309,0.1838,364.8,6.58
Starbucks,1,B,0.0324,0.184,655.17,16.29
Starbucks,1,B,0.0849,0.18,569.09,16.41
Starbucks,2,B,0.0741,0.191,661.48,23.82
Starbucks Corp.,1,B,0.0691484737052819,0.16687340236362028,0,14.958653555290134
Starbucks Corporation,2,B,0.0742,0.17,365.69,6.37
Starwood,1,B,-0.0552,0.2673,165,48.14
Starwood Hotels (HOT),1,B,0.04032320000000002,0.33,876,46.53
Steinway,0,R,-0.0707,0.4445,0,28.31
SunPower,1,B,-0.1073,0.46,0,7.76
SunPower Corporation,0,B,-0.0353912311558,0.3039,0,3.58
Suntech,0,B,-0.083,0.3687,0,7.67
Suntech,0,R,0.21345231123121827,0.290192823921385,0,8.466512212083856
Sysco,1,B,0.2414,0.1328386258146593,981.32,36.56
Sysco,2,B,0.2383,0.1313,981.32,38.73
Sysco,1,B,0.2412,0.1343,981,43.28
Sysco Corp.,0,B,0.27613509419454485,0.07469080152620032,658.28502770625,52.78616809276068
Take Two,1,B,-0.26,18.4,0,79.99
Target,1,B,0.16211637453573988,0.3459,395.5,54.309284028351236
Target,0,B,0.1045398364790606,0.1932388800385077,1298,70.31
Target,1,B,0.0777,0.3071,1928,57
Target,0,R,0.0848,0.3092,1912.67,64.68
Target,0,B,0.0766,0.315,496,55.26
Texas Instruments Inc.,1,B,0.0591034560789961,0.0261,2200.9,15.98
The Advisory Board Company,2,B,0.07495942614401488,0.08200283673871911,58.38,24.19823894645126
The Cheesecake Factory,1,B,0.0049,0.288,167.7,17.58
Tiffany,2,R,0.051100000000000007,0.2327,82.3,34.8
Tiffany & Co,1,B,-0.06810000000000001,0.1958,85.05,46.48
Tim Hortons,1,B,0.159,0.1469,207.27,44.54
Tim Hortons,2,B,0.1635,0.1439,194.15,32.22
Timberland,1,B,0.0119,0,0,25.18
Time Warner,1,B,-0.03087025544792589,0.4683234098555524,5506.6,20.276806510730204
Time Warner,1,R,-0.0284,0.331,3.46,28.35
TiVo,0,B,-0.225,0,1.25,14.26
Toll Brothers,1,B,-0.032299999999999995,0.358,41.5,24.55
Toyota,0,R,0.0756,0.4874,34.49,55.6
Trina Solar,0,B,0.0886,0.29,0,107.66
UCB,2,B,0.07006703224134386,0.30884169729272537,357.56,53.79961447158272
Under Armour,2,B,0.0369,0.0506,0,21.62
Under Armour,1,B,0.0282,0.0808,0,35.02
Under Armour,1,B,0.0831,0.055,0,25.43
United Technologies,0,B,0.0542,0.1667,4370,109.8
US Steel,1,B,0.08170000000000001,0.303,286.2,59.12
Vale,2,B,0.0067,0.1082,3626.48,31.3
Vestas ,1,B,0.2261,0.0891,8.87,88.27
VF Corp.,2,B,0.0214,0.1733,164.48,90.71
Viacom,1,B,0.0688,0.3,1133.33,53
Viacom,0,B,0.0959,0.3685,0,26.07
Viacom,0,R,0.1067,0.2681,961.5,27.14
Viacom,1,B,0.11223779844181955,0.31423195106859664,1299.88,24.19
Viacom,0,B,0.09369999999999999,0.343,1145.2,38.62
Vina Concha y Toro,0,B,0.0365,0.1066,10978,802.88
Washington Post,1,B,-0.0487,0.2319,93.62,121.1
WebMD,2,B,-0.0626,0.134,0,73.09
WebMD,2,B,-0.0626,0.134,0,73.09
Weight Watchers,2,B,,0.4615,54.1,46.99
Whole Foods,2,B,0.0204,0.334,167.7,25.12
Whole Foods,0,R,-0.003600000000000006,0.3914,127.8,37.66
"Whole Foods Market, Inc.",0,B,0.1301052026267957,0.36460226123617745,96.74,33.49
Willamette Valley Vineyards,1,B,-0.0259,0.2648,0,1.27
Willatmette Valley Vineyards,0,B,-0.022660950458548837,0.22529493206103202,0,1.18
William Hill,2,B,0.06284660169265299,0.4102543526650177,227.18525542857142,5.61170861315197
Williamette,0,B,-0.0344,0.213,0,4.52
WMS Industries,2,B,0.06161371008181338,0.04517726903765503,17.057142857142857,26.575441374291582
WWE,0,B,0.0674,0.0168,38.1,9.18
Yahoo!,0,B,-0.0595,0.031,1007.1,14.64
Yum! Brands,0,B,,0.25874477827832815,273,46.13
YUM! Brands,0,B,1.156399708248952,0.2284207824637744,433.98307837500005,55.240392096025566
Yum! Brands,1,B,1.9885,0.2514,1260,32.25
Yum! Brands,1,B,2.2377000000000002,0.2558,775,$45.64
